,Player,Position,Age,Height,Weight,PP ATOI,PK ATOI,EV G/60,PP G/60,PK G/60,EV A1/60,GP,EV ATOI,PP A1/60,PK A1/60,EV A2/60
110,Bowen Byram,D,21.3,73,190,1.6109774400000003,0.9778666000000004,0.3378336700000001,0.4887023899999999,0.05241844,0.37926851999999994,71.89300000000001,18.74342262999999,1.4884320700000007,0.050669979999999996,0.38711192000000005
111,Brad Hunt,D,34.1,69,177,0.4050717600000003,0.1279919000000001,0.2539928699999999,1.16650668,0.04817429,0.3820030300000001,68.05989999999998,12.94993947000001,1.28942623,0.13502903000000002,0.4860045999999999
112,Brad Malone,C,33.4,74,217,0.10201340000000003,0.8039019800000001,0.4610899200000004,1.2696229200000002,0.3473204199999998,0.3549650799999999,64.7736,8.924484119999999,0.9244931200000004,0.2706382599999999,0.25214475
113,Brad Marchand,L,34.4,69,176,3.2510108300000025,1.5773886299999995,0.9796907300000004,1.8411263500000024,0.6780710699999999,1.0904091199999997,72.57400000000003,13.633997649999984,2.698446710000001,0.6671569299999998,0.5572062000000001
114,Brad Richardson,R,37.7,72,190,0.08951261,1.0576037,0.4468115699999998,1.2220419900000004,0.3263266499999999,0.51598359,64.2005,9.671287269999995,1.0321637800000003,0.34243481999999986,0.38581734999999995
115,Braden Schneider,D,21.0,75,208,0.1970435199999999,0.98606652,0.1804585499999998,0.6746516600000001,0.02594033,0.21617697000000008,76.40350000000001,16.080905400000006,1.3761898499999998,0.20262623999999987,0.3154324300000001
116,Brady Skjei,D,28.5,75,210,0.4778688199999997,2.4057493499999985,0.4466380300000003,0.5610982999999998,0.18153403,0.32142455999999975,77.32289999999998,18.393327569999986,1.1692834199999995,0.04234975000000003,0.39476471999999957
117,Brady Tkachuk,L,23.0,76,221,3.556864970000001,0.1543146399999999,1.082802730000001,2.1708515000000013,0.2389770999999999,0.8873014699999989,77.02609999999999,14.91516109000001,1.6622554800000018,0.24304352,0.5282927300000009
118,Brandon Baddock,L,27.5,75,218,0.10588035000000005,0.0760268599999999,0.59212649,1.1707748800000002,,0.3539680999999999,66.56490000000001,10.083797269999993,0.8459411200000001,,0.2701522199999999
119,Brandon Biro,L,24.6,71,170,0.24336499000000011,0.1390318299999998,0.6116039700000001,1.1069372499999994,,0.4339589299999999,71.64850000000003,12.061795400000005,0.8364153400000001,,0.32276272999999994
120,Brandon Carlo,D,25.8,78,218,0.05147362,2.9032365499999973,0.1577813999999999,0.8711324400000001,0.03731982,0.2710186699999998,75.75080000000001,15.831814240000005,1.2200996799999992,0.01081532,0.2948344499999997
121,Brandon Duhaime,R,25.4,74,200,0.13210549999999993,0.8529189999999991,0.7224811300000006,1.2542946899999998,0.35805215,0.3051676599999998,65.84320000000001,10.197501910000012,0.9158836800000006,0.19324030999999994,0.1990393699999999
122,Brandon Hagel,L,24.1,74,179,1.8235514600000018,1.6933154099999987,1.0033717500000012,1.5667439700000003,0.6270891399999996,0.7264683100000003,79.41320000000002,13.949492169999987,0.9936352599999997,0.5438076599999999,0.5085647599999996
123,Brandon Montour,D,28.5,72,194,2.7120388100000024,0.9420583600000008,0.4306314600000003,0.61880222,0.08148255,0.42444223000000036,76.3793,17.977331199999984,1.6149267899999997,0.3087739899999999,0.48526229000000043
124,Brandon Saad,L,29.9,73,215,1.7194308500000002,1.0403963399999996,0.9896178199999988,1.669281759999999,1.1422678400000004,0.6914979200000003,70.205,13.36038700000001,0.9092268899999999,0.5039242800000003,0.3438440799999998
125,Brandon Tanev,L,30.8,72,189,0.22933798999999996,1.2727173200000002,0.79339361,1.0660245800000003,0.5491030999999998,0.6087755300000001,68.21450000000002,12.815008149999997,1.08573684,0.13588737,0.3892966600000001
126,Brayden McNabb,D,31.7,76,215,0.0432834,2.255637000000001,0.10062094,0.6189096800000006,0.0328871399999999,0.3108271600000002,76.28229999999996,17.404425790000005,1.2865304199999994,0.08699179999999998,0.33548457000000015
127,Brayden Pachal,D,23.1,74,203,0.3216301399999999,0.6361296600000002,0.1084275099999999,,,0.22898775000000016,69.44839999999998,16.425956420000013,,,0.3261330299999999
128,Brayden Point,C,26.6,71,180,3.6246655599999986,0.07561068,1.2176491400000011,2.9808993000000004,0.42355389,0.7848063900000005,79.94080000000002,15.499733200000014,1.172654879999999,0.16972455999999994,0.6111360600000001
