,Player,Position,Age,Height,Weight,GP
49,Anders Lee,L,33,75,235,79.55576276779175
50,Andre Burakovsky,L,28,75,209,61.49827861785889
51,Andreas Athanasiou,C,29,74,190,83.48779273033142
52,Andreas Englund,D,27,75,189,68.5870475769043
53,Andreas Johnsson,L,28,70,195,52.33800506591797
54,Andrei Kuzmenko,L,27,71,194,84.36072111129761
55,Andrei Svechnikov,R,23,74,195,76.51670384407043
56,Andrew Agozzino,L,32,70,187,43.548912048339844
57,Andrew Cogliano,C,36,70,179,77.14329636096954
58,Andrew Copp,C,29,73,199,78.02973687648773
59,Andrew Mangiapane,L,27,70,184,81.37573634833097
60,Andrew Peeke,D,25,75,210,82.18808782100677
61,Andy Andreoff,C,32,73,208,32.31196594238281
62,Anthony Beauvillier,L,26,71,180,77.36118447780609
63,Anthony Cirelli,C,26,72,189,73.88847231864929
64,Anthony Duclair,L,28,71,197,52.02011489868164
65,Anthony Mantha,R,29,77,234,72.95493221282959
66,Anthony Richard,C,26,71,183,57.955650329589844
67,Anton Blidh,L,28,73,197,47.698341369628906
68,Anton Levtchi,L,27,72,185,50.31538009643555
69,Anton Lundell,C,21,73,185,80.19354248046875
70,Anton Stralman,D,37,71,193,28.28536033630371
71,Anze Kopitar,C,36,75,225,80.93826216459274
72,Arber Xhekaj,D,22,76,238,72.1395263671875
73,Arnaud Durandeau,L,24,72,185,57.41719055175781
74,Artem Zub,D,27,74,200,70.13648804028828
75,Artemi Panarin,L,31,72,173,75.18339335918427
76,Arthur Kaliyev,R,22,74,210,76.13479423522949
77,Artturi Lehkonen,L,28,71,179,73.6497712135315
78,Austin Czarnik,C,30,69,170,61.68859100341797
79,Austin Strand,D,26,75,215,39.54665756225586
80,Austin Wagner,L,26,73,195,49.97780990600586
81,Austin Watson,L,31,76,204,76.56296634674072
82,Auston Matthews,C,26,75,208,76.70220452547073
83,Axel Jonsson-Fjallby,L,25,73,189,70.93863868713379
84,Barclay Goodrow,C,30,74,204,80.07698559761047
85,Barrett Hayton,C,23,73,207,79.64242362976074
86,Beck Malenstyn,L,25,75,200,50.81827926635742
87,Ben Chiarot,D,32,75,232,77.19875431060791
88,Ben Harpur,D,28,78,231,61.95521926879883
89,Ben Hutton,D,30,75,201,54.037343978881836
90,Ben Meyers,C,24,71,194,69.7322769165039
91,Benoit-Olivier Groulx,C,23,74,200,53.644798278808594
92,Billy Sweezey,D,27,73,206,40.059715270996094
93,Blake Coleman,C,31,71,199,80.00250750198029
94,Blake Lizotte,C,25,69,170,74.84704566001892
95,Blake Wheeler,R,37,77,220,72.64077764749527
96,Bo Horvat,C,28,72,215,78.73892694711685
97,Bobby McMann,C,27,74,208,46.168678283691406
98,Bokondji Imama,L,27,73,221,43.2300910949707
99,Boone Jenner,C,30,74,203,69.87861275672913
100,Boris Katchouk,L,25,74,206,71.78323554992676
101,Bowen Byram,D,22,73,190,70.99193954467773
102,Brad Hunt,D,35,69,177,55.720163345336914
103,Brad Malone,C,34,74,217,29.903074264526367
104,Brad Marchand,L,35,69,176,75.32216846942902
105,Braden Schneider,D,22,75,208,84.65990495681763
106,Brady Skjei,D,29,75,210,78.7903043627739
107,Brady Tkachuk,L,24,76,221,80.469881772995
108,Brandon Carlo,D,26,78,218,78.35050618648529
109,Brandon Duhaime,R,26,74,200,74.75070762634277
110,Brandon Hagel,L,25,74,179,79.74544509251912
111,Brandon Montour,D,29,72,194,70.28584408760071
112,Brandon Saad,L,30,73,215,73.56661105155945
113,Brandon Tanev,L,31,72,189,83.57425880432129
114,Brandt Clarke,D,20,74,185,50.04436111450195
115,Brayden McNabb,D,32,76,215,77.60551357269287
116,Brayden Pachal,D,24,74,203,45.18917465209961
117,Brayden Point,C,27,71,180,78.44404816627502
118,Brayden Schenn,C,32,73,199,77.73530143499374
119,Brendan Gallagher,R,31,69,186,58.50865173339844
120,Brendan Gaunce,C,29,75,219,37.09474563598633
121,Brendan Lemieux,L,27,73,215,60.96175479888916
122,Brendan Smith,D,34,74,200,67.2139196395874
123,Brenden Dillon,D,32,76,224,79.7266970872879
124,Brent Burns,D,38,77,230,80.6296935081482
125,Brett Howden,C,25,74,203,71.0952262878418
126,Brett Kulak,D,29,73,197,70.12493085861206
127,Brett Leason,R,24,77,218,72.10368347167969
128,Brett Pesce,D,28,75,206,72.76775169372559
129,Brett Ritchie,R,30,76,215,58.3843994140625
130,Brett Seney,L,27,69,156,64.57580184936523
131,Brian Dumoulin,D,32,76,207,78.08543078104655
132,Brock Boeser,R,26,73,208,75.92795300483704
133,Brock Faber,D,21,73,200,41.8528938293457
134,Brock McGinn,L,29,72,187,71.11161017417908
135,Brock Nelson,C,31,76,210,78.57546982169151
136,Bryan Rust,R,31,71,192,75.16027331352234
137,Buddy Robinson,R,32,78,232,28.786039352416992
138,Byron Froese,C,32,73,202,35.5999698638916
139,CJ Suess,L,29,71,190,46.201168060302734
140,Cal Clutterbuck,R,35,72,212,55.65272378921509
141,Cal Foote,D,24,77,224,55.50757988293966
142,Cale Fleury,D,24,73,204,45.57765579223633
143,Cale Makar,D,24,71,187,66.22713768482208
144,Caleb Jones,D,26,73,194,63.1031848192215
145,Calen Addison,D,23,71,173,79.2507209777832
146,Callahan Burke,C,26,70,183,56.61112594604492
147,Calle Jarnkrok,C,32,72,192,72.9072208404541
148,Calle Rosen,D,29,73,188,65.7642936706543
149,Calvin de Haan,D,32,73,195,68.09120591481528
150,Cam Fowler,D,31,74,215,76.05538558959961
151,Cam York,D,22,71,175,77.52971649169922
152,Carl Grundstrom,R,25,72,195,71.54270044962564
153,Carson Meyer,R,26,71,184,57.986087799072266
154,Carson Soucy,D,29,77,208,68.12002098560333
155,Carter Verhaeghe,C,28,74,180,74.92659044265747
156,Casey Cizikas,C,32,71,190,76.68247437477112
157,Casey Fitzgerald,D,26,71,188,53.91019821166992
158,Casey Mittelstadt,C,24,73,195,87.59117889404297
159,Chad Ruhwedel,D,33,71,191,58.234933853149414
160,Chandler Stephenson,C,29,72,209,78.41994649171829
161,Charles Hudon,L,29,70,190,50.29476547241211
162,Charlie Coyle,C,31,75,223,79.1792568564415
163,Charlie McAvoy,D,25,73,209,76.11991965770721
164,Chris Kreider,L,32,75,230,76.67516546696424
165,Chris Tanev,D,33,74,193,72.06820058822632
166,Chris Tierney,C,29,73,191,54.8608512878418
167,Chris Wagner,R,32,72,192,37.36570739746094
168,Chris Wideman,D,33,70,181,57.74203681945801
169,Christian Dvorak,C,27,73,193,73.5996253490448
170,Christian Fischer,R,26,74,212,73.52738332748413
171,Christian Wolanin,D,28,74,190,46.24199104309082
172,Claude Giroux,R,35,71,190,78.30238735675812
173,Clayton Keller,R,25,70,178,79.86195886135101
174,Cody Ceci,D,29,74,210,73.90841865539551
175,Cody Glass,C,24,75,206,82.31829833984375
176,Cole Bardreau,C,30,72,186,43.243995666503906
177,Cole Caufield,R,22,67,174,80.00027847290039
178,Cole Guttman,C,24,69,167,70.29507064819336
179,Cole Koepke,L,25,73,196,56.16941833496094
180,Cole McWard,D,22,73,192,43.54464340209961
181,Cole Perfetti,C,21,71,184,78.18745613098145
182,Cole Sillinger,C,20,73,201,78.61374521255493
183,Cole Smith,L,27,75,195,78.53344440460205
184,Colin Blackwell,C,30,69,190,70.43898169199625
185,Colin Miller,D,30,73,200,80.65719556808472
186,Colin White,C,26,73,194,78.99528503417969
187,Colton Parayko,D,30,78,228,81.00631141662598
188,Colton Sissons,C,29,73,200,78.01937651634216
189,Colton White,D,26,73,187,68.3426742553711
190,Connor Brown,R,29,72,181,47.55802536010742
191,Connor Carrick,D,29,70,198,29.80051612854004
192,Connor Clifton,D,28,71,190,70.55974539120992
193,Connor Dewar,C,24,70,183,87.58425712585449
194,Connor Mackey,D,27,74,197,56.75284194946289
195,Connor McDavid,C,26,73,193,80.0806892812252
196,Connor McMichael,C,22,72,180,63.62147521972656
197,Connor Murphy,D,30,76,212,70.67166411876678
198,Conor Garland,R,27,70,165,77.96603798866272
199,Conor Sheary,L,31,69,179,77.53682947158813
200,Conor Timmins,D,25,74,202,56.48487091064453
201,Corey Perry,R,38,75,208,76.86038291454315
202,Corey Schueneman,D,28,71,197,36.24666213989258
203,Craig Smith,C,34,72,204,74.55945748835802
204,Curtis Lazar,C,28,72,203,62.262736320495605
205,Dakota Joshua,C,27,75,206,82.84325790405273
206,Dakota Mermis,D,29,72,195,32.72063636779785
207,Damien Giroux,C,23,70,179,63.877437591552734
208,Damon Severson,D,29,74,205,79.14654350280762
209,Dan Renouf,D,29,73,198,32.761701583862305
210,Daniel Sprong,R,26,72,202,72.76628621419272
211,Daniil Miromanov,D,26,76,200,48.15769577026367
212,Danil Gushchin,L,21,68,165,75.29647064208984
213,Dante Fabbro,D,25,72,189,73.63520240783691
214,Danton Heinen,L,28,73,188,72.65897631645203
215,Darnell Nurse,D,28,76,221,78.97076058387756
216,Darren Helm,C,36,72,192,35.728437423706055
217,Darren Raddysh,D,27,73,200,46.28206443786621
218,David Gust,R,29,70,177,52.188880920410156
219,David Gustafsson,C,23,74,212,69.96863746643066
220,David Jiricek,D,19,76,199,48.43123245239258
221,David Kampf,C,28,74,197,80.6967105269432
222,David Krejci,C,37,72,192,73.67762899398804
223,David Pastrnak,R,27,73,195,77.1828470826149
224,David Perron,L,35,73,196,77.88671177625656
225,David Savard,D,32,73,235,77.6492977142334
226,Dawson Mercer,C,21,72,180,84.14575576782227
227,Denis Gurianov,R,26,75,205,75.32165169715881
228,Denis Malgin,C,26,69,182,78.5342788696289
229,Dennis Cholowski,D,25,74,210,37.8310661315918
230,Dennis Gilbert,D,26,74,216,51.38788414001465
231,Derek Forbort,D,31,76,208,78.32399717966716
232,Derek Grant,C,33,75,210,53.296401023864746
233,Derek Ryan,C,36,70,185,74.67601662874222
234,Derek Stepan,C,33,71,196,72.65463304519653
235,Derick Brassard,C,36,73,200,67.01059293746948
236,Derrick Pouliot,D,29,72,196,36.9693660736084
237,Devin Shore,C,29,73,206,58.49429225921631
238,Devon Toews,D,29,73,191,75.5598342269659
239,Dillon Dube,C,25,71,185,76.84662628173828
240,Dillon Heatherington,D,28,76,215,36.96342086791992
241,Dmitri Samorukov,D,24,75,188,41.52213668823242
242,Dmitry Kulikov,D,32,73,201,66.53627371788025
243,Dmitry Orlov,D,32,71,214,76.73800897598267
244,Dominic Toninato,C,29,74,191,41.76894760131836
245,Dominik Kubalik,L,28,74,190,79.14676457643509
246,Dougie Hamilton,D,30,78,230,67.5141224861145
247,Drake Batherson,R,25,75,200,87.66505527496338
248,Drake Caggiula,C,29,70,176,52.44467544555664
249,Drew Doughty,D,33,73,210,80.90612123906612
250,Drew Helleson,D,22,75,190,44.220401763916016
251,Drew O'Connor,L,25,75,200,66.70608139038086
252,Dryden Hunt,L,27,72,193,60.785871505737305
253,Dylan Coghlan,D,25,74,208,48.812068939208984
254,Dylan Cozens,C,22,75,195,78.48530276616414
255,Dylan DeMelo,D,30,72,195,70.72625350952148
256,Dylan Gambrell,C,27,71,185,68.99951505661011
257,Dylan Guenther,R,20,74,175,75.96687698364258
258,Dylan Holloway,L,22,73,203,75.97213363647461
259,Dylan Larkin,C,27,73,198,75.64600419998169
260,Dylan McIlrath,D,31,77,232,35.569122314453125
261,Dylan Samberg,D,24,76,219,75.90540981292725
262,Dylan Strome,C,26,75,200,73.27567195892334
263,Dysin Mayo,D,27,74,183,47.103572845458984
264,Eeli Tolvanen,R,24,70,191,74.6444075902303
265,Eetu Luostarinen,C,25,75,190,78.05985418955485
266,Egor Afanasyev,L,22,76,211,58.791015625
267,Egor Sokolov,L,23,75,222,50.98151397705078
268,Egor Zamula,D,23,75,177,52.05059814453125
269,Elias Lindholm,C,28,73,202,80.80583828687668
270,Elias Pettersson,C,24,74,176,82.77076077461243
271,Elliot Desnoyers,L,21,71,183,66.11441421508789
272,Elmer Soderblom,L,22,80,246,53.56705093383789
273,Emil Bemstrom,R,24,72,195,75.3654613494873
274,Eric Robinson,L,28,74,205,73.94594812393188
275,Eric Staal,C,38,76,195,74.68525743484497
276,Erik Brannstrom,D,24,70,185,64.39044404029846
277,Erik Cernak,D,26,76,224,74.69338321685791
278,Erik Gudbranson,D,31,77,222,67.04941791296005
279,Erik Gustafsson,D,31,72,197,65.85251080989838
280,Erik Haula,L,32,71,191,75.61334013938904
281,Erik Johnson,D,35,76,225,71.85566878318787
282,Erik Karlsson,D,33,72,190,67.02709531784058
283,Esa Lindell,D,29,75,220,78.29836404323578
284,Ethan Bear,D,26,71,197,74.60058212280273
285,Evan Bouchard,D,23,75,194,82.44540792703629
286,Evan Rodrigues,C,30,71,184,70.7538743019104
287,Evander Kane,L,32,74,210,50.414814949035645
288,Evgeni Malkin,C,37,75,195,82.35219958424568
289,Evgenii Dadonov,R,34,71,189,77.32820528745651
290,Evgeny Kuznetsov,C,31,74,207,75.32832992076874
291,Evgeny Svechnikov,L,26,75,208,75.11049461364746
292,Fabian Zetterlund,L,24,71,220,78.86849975585938
293,Filip Chytil,C,24,74,204,72.40913724899292
294,Filip Forsberg,L,29,73,205,67.0018663406372
295,Filip Hallander,C,23,73,190,55.938438415527344
296,Filip Hronek,D,25,72,190,74.34761887788773
297,Filip Kral,D,23,74,198,40.85086441040039
298,Filip Roos,D,24,76,190,53.190914154052734
299,Filip Zadina,R,23,72,190,68.14989852905273
300,Frank Vatrano,R,29,71,197,79.13833403587341
301,Frederic Allard,D,25,73,179,39.87587356567383
302,Frederick Gaudreau,C,30,72,184,80.9849967956543
303,Fredrik Karlstrom,C,25,75,200,49.23960876464844
304,Fredrik Olofsson,L,27,74,190,55.750131607055664
305,Gabriel Carlsson,D,26,77,195,43.738887786865234
306,Gabriel Fortier,L,23,70,177,64.38900756835938
307,Gabriel Vilardi,"C, R",24,75,215,78.1541519165039
308,Garnet Hathaway,R,31,75,208,79.30004251003265
309,Gavin Bayreuther,D,29,73,196,65.6768913269043
310,Givani Smith,R,25,74,214,60.605581283569336
311,Glenn Gawdin,C,26,73,191,49.43947982788086
312,Grigori Denisenko,L,23,71,186,65.15013122558594
313,Guillaume Brisebois,D,26,74,175,50.2778434753418
314,Gustav Forsling,D,27,72,186,76.65294043223064
315,Gustav Lindstrom,D,24,74,186,65.55855751037598
316,Gustav Nyquist,"C, L",34,71,180,74.38771963119507
317,Gustav Olofsson,D,28,74,199,36.18098068237305
318,Hampus Lindholm,D,29,76,215,76.85511016845703
319,Hayden Hodgson,R,27,74,208,42.616668701171875
320,Haydn Fleury,D,27,76,208,56.961626052856445
321,Henri Jokiharju,D,24,72,200,75.04216289520264
322,Henrik Borgstrom,C,26,75,199,45.41704177856445
323,Henry Thrun,D,22,74,190,46.84669494628906
324,Hudson Fasching,R,28,75,204,61.770769119262695
325,Hugh McGing,L,25,68,176,63.89958572387695
326,Hunter McKown,C,21,73,205,62.46885299682617
327,Ian Cole,D,34,73,225,74.40514945983887
328,Ian Mitchell,D,24,71,193,61.66970443725586
329,Ilya Lyubushkin,D,29,74,200,64.64958548545837
330,Ilya Mikheyev,R,28,74,192,61.285826683044434
331,Isaak Phillips,D,22,75,205,52.50828170776367
332,Isac Lundestrom,C,23,72,193,75.78292655944824
333,Ivan Barbashev,C,27,73,195,76.15786457061768
334,Ivan Provorov,D,26,73,201,78.57379865646362
335,J.J. Moser,D,23,73,173,88.40432739257812
336,J.T. Compher,L,28,72,190,76.42660367488861
337,J.T. Miller,C,30,73,218,79.2024941444397
338,JJ Peterka,R,21,72,189,83.92334413528442
339,Jaccob Slavin,D,29,75,207,77.61198525130749
340,Jack Drury,C,23,71,174,74.66643905639648
341,Jack Eichel,C,26,74,207,78.22978782653809
342,Jack Hughes,C,22,71,175,85.59750509262085
343,Jack Johnson,D,36,73,227,80.16271591186523
344,Jack McBain,C,23,75,201,86.94447612762451
345,Jack Quinn,R,22,73,185,83.85871887207031
346,Jack Rathbone,D,24,70,177,44.23263931274414
347,Jack Roslovic,C,26,73,200,77.65184833854437
348,Jack Studnicka,C,24,73,187,72.73018264770508
349,Jackson Cates,C,26,72,190,52.071571350097656
350,Jackson LaCombe,D,22,73,171,42.970645904541016
351,Jacob Bernard-Docker,D,23,72,190,51.78592300415039
352,Jacob Bryson,D,25,69,176,67.65148719151816
353,Jacob Larsson,D,26,74,193,41.64036178588867
354,Jacob Lucchini,C,28,72,180,51.993797302246094
355,Jacob MacDonald,D,30,72,204,67.70945167541504
356,Jacob Moverare,D,25,75,210,38.81962585449219
357,Jacob Peterson,C,24,73,180,59.1819953918457
358,Jacob Trouba,D,29,75,203,80.18247270584106
359,Jaden Schwartz,C,31,70,185,76.70805597305298
360,Jake Bean,D,25,73,196,46.54892349243164
361,Jake Christiansen,D,24,72,193,54.1598014831543
362,Jake DeBrusk,L,26,72,197,72.38767266273499
363,Jake Evans,C,27,72,186,73.07736460367839
364,Jake Guentzel,L,28,71,180,79.82268122831981
365,Jake Leschyshyn,C,24,71,195,67.93161010742188
366,Jake Livingstone,D,24,75,205,42.41935729980469
367,Jake McCabe,D,29,73,204,76.7253565788269
368,Jake Middleton,D,27,75,219,81.51133728027344
369,Jake Muzzin,D,34,75,227,30.038372039794922
370,Jake Neighbours,L,21,72,201,75.10388946533203
371,Jake Sanderson,D,21,75,195,84.76622152328491
372,Jake Walman,D,27,74,215,58.328927516937256
373,Jakob Chychrun,D,25,74,220,67.10122680664062
374,Jakob Pelletier,L,22,69,170,76.92621612548828
375,Jakob Silfverberg,R,32,73,207,72.77496933937073
376,Jakub Lauko,C,23,72,196,64.24263381958008
377,Jakub Voracek,R,34,74,216,30.515748977661133
378,Jakub Vrana,L,27,72,190,56.19211769104004
379,Jakub Zboril,D,26,73,201,50.89438819885254
380,Jalen Chatfield,D,27,73,188,82.24646282196045
381,James Hamblin,L,24,69,176,66.84813690185547
382,James van Riemsdyk,L,34,75,208,75.28696349263191
383,Jamie Benn,L,34,74,205,79.54418247938156
384,Jamie Drysdale,D,21,71,183,45.54004669189453
385,Jamie Oleksiak,D,30,79,257,80.09687113761902
386,Jan Jenik,R,23,73,185,57.21736526489258
387,Jan Rutta,D,33,75,204,65.52737474441528
388,Jani Hakanpaa,D,31,78,225,81.69035363073151
389,Jansen Harkins,C,26,73,182,57.685699462890625
390,Jared McCann,L,27,73,191,75.08215403556824
391,Jared Spurgeon,D,33,69,166,69.86816215515137
392,Jaret Anderson-Dolan,C,24,71,200,71.78774452209473
393,Jarred Tinordi,D,31,78,229,59.61000919342041
394,Jason Demers,D,35,73,195,26.985931396484375
395,Jason Dickinson,C,28,74,200,75.05823636054993
396,Jason Robertson,L,24,75,200,79.75713555018108
397,Jason Zucker,L,31,71,192,80.70229244232178
398,Jaycob Megna,D,30,78,220,67.25424003601074
399,Jayson Megna,C,33,73,195,62.48068332672119
400,Jean-Gabriel Pageau,C,30,71,185,76.86191439628601
401,Jean-Luc Foudy,C,21,71,177,69.01466369628906
402,Jean-Sebastien Dea,C,29,71,174,51.15237808227539
403,Jeff Carter,C,38,75,219,76.53128987550735
404,Jeff Petry,D,35,75,209,77.83494806289673
405,Jeff Skinner,L,31,71,197,77.84923279285431
406,Jeffrey Viel,L,26,74,205,46.5963020324707
407,Jeremy Davies,D,26,71,180,35.3945198059082
408,Jeremy Lauzon,D,26,73,204,66.86764462788899
409,Jesper Boqvist,C,24,72,180,76.36445426940918
410,Jesper Bratt,L,25,70,175,76.80169773101807
411,Jesper Fast,R,31,73,191,76.96145528554916
412,Jesper Froden,R,29,70,179,54.53948974609375
413,Jesperi Kotkaniemi,C,23,74,201,80.42005983988444
414,Jesse Puljujarvi,R,25,76,201,77.26670058568318
415,Jesse Ylonen,R,23,73,188,70.49094772338867
416,Jimmy Vesey,L,30,75,202,75.92700588703156
417,Joe Pavelski,C,39,71,200,80.66441172361374
418,Joe Snively,C,27,69,176,60.89119338989258
419,Joe Veleno,C,23,73,203,80.82598924636841
420,Joel Armia,R,30,75,216,53.58810901641846
421,Joel Edmundson,D,30,77,221,71.27360725402832
422,Joel Eriksson Ek,C,26,75,207,78.21997225284576
423,Joel Farabee,L,23,72,183,76.00780487060547
424,Joel Hanley,D,32,71,190,46.088714599609375
425,Joel Kiviranta,L,27,71,185,74.51344871520996
426,Joel Teasdale,L,24,72,212,51.25492477416992
427,Joey Anderson,R,25,72,207,64.15174293518066
428,John Carlson,D,33,75,215,54.015788078308105
429,John Hayden,C,28,75,223,39.71736526489258
430,John Klingberg,D,31,75,190,69.53896486759186
431,John Leonard,L,25,71,196,54.80339813232422
432,John Marino,D,26,73,181,66.60611009597778
433,John Tavares,C,33,73,216,78.69716536253691
434,Johnathan Kovacevic,D,26,76,208,81.56931638717651
435,Johnny Gaudreau,L,30,69,165,80.5855593085289
436,Jon Merrill,D,31,75,204,65.2174391746521
437,Jonah Gadjovich,L,24,74,209,63.362810134887695
438,Jonas Brodin,D,30,74,196,76.83139705657959
439,Jonas Rondbjerg,R,24,74,203,55.189659118652344
440,Jonas Siegenthaler,D,26,74,218,76.24300980567932
441,Jonatan Berggren,R,23,71,197,79.99548721313477
442,Jonathan Drouin,L,28,71,198,69.21069431304932
443,Jonathan Gruden,C,23,72,172,62.632633209228516
444,Jonathan Huberdeau,C,30,73,200,79.44467556476593
445,Jonathan Marchessault,"C, R",32,69,183,78.10049456357956
446,Jonathan Toews,C,35,74,201,70.25310516357422
447,Jonny Brodzinski,C,30,72,212,42.87574577331543
448,Joona Koppanen,L,25,77,216,45.396080017089844
449,Joona Luoto,L,26,75,210,46.27096176147461
450,Jordan Eberle,R,33,71,190,78.75795567035675
451,Jordan Greenway,L,26,78,231,73.78230929374695
452,Jordan Gross,D,28,70,190,41.67361831665039
453,Jordan Harris,D,23,71,189,78.60051918029785
454,Jordan Kyrou,C,25,73,196,80.18850247065227
455,Jordan Martinook,L,31,72,196,70.83719682693481
456,Jordan Oesterle,D,31,72,187,64.56807136535645
457,Jordan Spence,D,22,70,180,42.33491897583008
458,Jordan Staal,C,35,76,220,78.27849417924881
459,Jordie Benn,D,36,74,201,34.21669578552246
460,Joseph Cramarossa,C,30,73,190,41.2756462097168
461,Josh Anderson,R,29,75,218,74.9101603825887
462,Josh Archibald,R,30,70,176,72.3857650756836
463,Josh Bailey,R,33,73,200,74.55642369389534
464,Josh Brown,D,29,77,220,61.53566110134125
465,Josh Dunne,C,24,76,211,50.47261047363281
466,Josh Leivo,L,30,74,192,60.59840774536133
467,Josh Mahura,D,25,72,185,85.51923179626465
468,Josh Manson,D,31,75,218,48.7560920715332
469,Josh Morrissey,D,28,72,185,74.6540002822876
470,Josh Norris,C,24,74,195,54.31614685058594
471,Jujhar Khaira,L,29,76,212,60.72774887084961
472,Julien Gauthier,R,25,76,224,71.75856494903564
473,Juraj Slafkovsky,L,19,75,238,70.54060173034668
474,Justin Barron,D,21,74,201,69.70724105834961
475,Justin Braun,D,36,74,205,73.52786493301392
476,Justin Danforth,R,30,69,190,49.06351852416992
477,Justin Faulk,D,31,72,214,77.1556031703949
478,Justin Holl,D,31,75,197,76.43531328439713
479,Justin Kirkland,C,27,75,183,47.60336685180664
480,Justin Richards,C,25,71,190,55.193233489990234
481,Justin Schultz,D,33,74,190,62.073089599609375
482,Juuso Parssinen,C,22,75,212,71.29331970214844
483,Juuso Valimaki,D,24,74,205,82.40049886703491
484,K'Andre Miller,D,23,77,215,78.59580965836842
485,Kaapo Kakko,R,22,74,206,86.25289297103882
486,Kaedan Korczak,D,22,75,202,48.3883056640625
487,Kaiden Guhle,D,21,74,205,72.57682800292969
488,Kailer Yamamoto,R,25,68,153,79.10706106821696
489,Kale Clague,D,25,72,190,60.15776443481445
490,Karson Kuhlman,C,28,70,184,65.69688987731934
491,Kasperi Kapanen,R,27,73,194,72.87750113010406
492,Keegan Kolesar,R,26,74,217,76.44109884897868
493,Kent Johnson,C,20,72,175,85.46343946456909
494,Kevin Bahl,D,23,78,230,68.92375946044922
495,Kevin Fiala,L,27,70,204,76.80448722839355
496,Kevin Gravel,D,31,76,205,48.419952392578125
497,Kevin Hayes,C,31,77,216,82.335444688797
498,Kevin Labanc,R,27,71,185,79.5750617980957
499,Kevin Rooney,C,30,74,190,44.23310852050781
500,Kevin Shattenkirk,D,34,72,212,77.15475821495056
501,Kevin Stenlund,C,27,77,215,66.26343822479248
502,Kiefer Sherwood,L,28,72,194,56.10519218444824
503,Kieffer Bellows,L,25,73,195,60.807899475097656
504,Kirby Dach,C,22,76,212,75.13232612609863
505,Kirill Kaprizov,L,26,70,202,80.04346084594727
506,Kirill Marchenko,R,23,75,197,78.39029884338379
507,Klim Kostin,C,24,75,215,74.30873107910156
508,Kris Letang,D,36,72,201,72.61461865901947
509,Kristian Reichel,C,25,72,168,59.016639709472656
510,Kurtis MacDermid,D,29,77,233,60.82171440124512
511,Kyle Burroughs,D,28,72,193,65.08576393127441
512,Kyle Capobianco,D,26,74,201,46.101226806640625
513,Kyle Clifford,L,32,74,217,29.911083221435547
514,Kyle Connor,L,26,74,179,80.58329260349274
515,Kyle Criscuolo,C,31,69,175,49.68701171875
516,Kyle Okposo,R,35,72,218,70.37401628494263
517,Kyle Palmieri,C,32,71,198,70.86053204536438
