,Player,Position,Age,Height,Weight,GP,EV ATOI,PP ATOI,PK ATOI,EV G/60,PP G/60,PK G/60,EV A1/60,EV A2/60,PP A1/60,PK A1/60,PP A2/60,PK A2/60,GOALS,PRIMARY ASSISTS,SECONDARY ASSISTS,POINTS
11,Aleksander Barkov,C,28.1,75,215,70.9688572340466,15.469603387992562,3.962755680595672,1.980620444368424,1.336713808302052,2.3431744121928224,0.6125257262503156,1.1676439788914392,0.7071141106675664,2.2134589415835024,0.32695260484344835,1.938592587950688,0.04004430230468769,36.87664970157948,32.5060493224743,22.11893020376537,91.50162922781915
12,Kyle Connor,L,26.8,74,179,77.93051615813556,16.91092370303916,3.603624531760975,0.5760549931527857,1.328880229650038,2.541987168241872,0.9500994764006107,0.8582390331138097,0.5335736082943305,1.9872695193568046,0.3263694946414335,1.6147342374481235,0.029448189823068557,41.797082940381294,28.39657446111202,19.299599178326908,89.49325657982021
13,Nikita Kucherov,R,30.3,71,181,69.24358728229065,15.57865056172848,3.719557438176096,0.1468196535571119,1.1382799327439388,2.0565379422358068,0.25018796165047374,1.1165173351137576,0.6358268735175222,3.378277989185508,0.2773857112037136,3.028920521848424,0.04986958229305105,29.335055934912646,34.62209151179155,24.441705733324806,88.39885318002901
14,William Nylander,R,27.4,72,204,77.10394712800803,15.188190253711928,3.4013241440919826,0.349771830433222,1.3841113032193426,2.6996938795586605,0.585644813283183,0.9663293231566004,0.5531711815171205,2.129224036836757,0.3183216590279501,1.8549405972656083,0.03367568073009006,39.078236066592176,28.310403640727426,18.919640856014745,86.30828056333434
15,Artemi Panarin,L,31.9,72,173,73.18324479338762,16.010424329608036,3.3421850610817465,0.0819861611772357,0.826594532560143,2.1133998388383413,0.25602263265386443,1.265854146944821,0.6802194478250214,2.944612523353442,0.24532818439330104,2.6951741006016046,0.04931059798303405,24.78288732535996,36.748253488027544,24.275388969488326,85.80652978287583
16,Johnny Gaudreau,L,30.1,69,165,78.0294859656161,16.152942880961948,3.072158621063471,0.1350748320531255,1.0680864480948944,1.8599910580642838,0.2401474132963524,1.1702932476533752,0.6297471097613624,2.357499438820915,0.2777957886128068,2.1118605407794204,0.05010072807790856,29.910476912095774,34.05182764100994,21.67529982326437,85.63760437637009
17,Jake Guentzel,L,29.0,71,180,76.56289967829689,16.684360113775252,3.672536658184578,0.1722638451180548,1.299831992548358,2.5540799035238004,0.3007576536456888,0.8588112680401838,0.5001349302594909,1.775567546401267,0.3677845449204939,1.5200336385140758,0.0429462194604543,39.708871689986566,26.68588300765375,17.780723613635963,84.17547831127627
18,Elias Pettersson,C,24.9,74,176,75.9583101338355,14.980250879923606,3.6750644290760346,1.5768969309647825,1.3610614355520834,2.334122505922035,1.2830379820943878,0.9593968758002176,0.5786453158931675,1.6655629208119351,0.4711796806496061,1.4030271569435255,0.0194496131715284,39.232860924730346,26.884252250454345,17.54021351789165,83.65732669307636
19,Brayden Point,C,27.6,71,180,75.6316634343751,16.176659400024214,3.715082941585984,0.2136613169200498,1.4064673626754818,2.999340822878002,0.410555058862879,0.8261167504484661,0.5238276950041374,1.4404119802352644,0.3101091976514588,1.3383802386360057,0.034435136412768255,42.835836920734806,23.674371542482408,16.95829954925778,83.46850801247498
20,Clayton Keller,R,25.2,70,178,75.2495953713299,17.11711681343767,3.227167223695839,0.6985011343407388,1.3224987624548725,2.03103597671818,0.8905516747663148,0.9773327259844368,0.5532774424775491,1.6240885875639655,0.3875522687278084,1.2732393604352237,0.018994415238916307,37.391410929910755,27.893807959535234,17.04746795087147,82.33268684031745
21,Jack Hughes,C,22.4,71,175,69.39589696052448,17.653217289314718,3.268095773556825,0.3259585497974502,1.4795842882204537,2.2942568119452247,0.575533392617762,0.8903609439105665,0.4997931240515835,2.1246411138018804,0.38021349853679054,1.6870687634709742,0.02507605850867842,39.09865916634587,26.35332283616127,16.590977511561974,82.04295951406911
22,Roope Hintz,C,26.9,75,215,72.11465718593905,14.452652712313462,2.973981615932537,1.055122175226552,1.5489713447667075,2.6100429773596767,1.2890403385022342,0.9656990907626757,0.5606435119181745,2.263482425017167,0.31466892475928504,2.0786752891270788,0.029570256880788928,37.87108407697965,25.264748593365216,17.206471030295365,80.34230370064023
23,Kevin Fiala,L,27.2,70,204,73.90042609593203,14.896517876127252,3.0068002647254213,0.3022952190886351,1.3010839168318284,2.3441318683378234,0.44154590890135315,1.1343034392726592,0.626692413909331,2.1952054928390115,0.32250036522590536,1.8845906310538088,0.03173362411219643,32.71748407069745,29.061596577246934,18.489535924385006,80.26861657232939
24,Alex DeBrincat,R,25.8,68,178,76.94640668912936,15.980583477768487,4.035292754263049,0.3462154709355758,1.2174783109690528,2.4814593122848954,1.3799868941255737,0.7139320000635978,0.45221367875445734,1.7775307394844755,0.3307691543865529,1.5364849416557376,0.022209842870260278,38.40549227145683,23.977044382294757,17.228934478685495,79.61147113243709
25,Jordan Kyrou,C,25.4,73,196,75.65662283564396,15.469091419288413,2.7322813187833352,0.2359629441434578,1.4254563040335266,2.3470310890158355,0.41573726997699256,0.9914819960026733,0.56121573054008,2.0133987544797383,0.4848367364284044,1.7803515002048722,0.020126005708617525,36.01426945978939,26.420428734670978,17.08662910213225,79.52132729659262
26,Brady Tkachuk,L,24.0,76,221,76.95618452060239,15.553606607837455,4.016225225550079,0.2938326400549202,1.1499355424596736,2.645143003806793,0.4289198113381417,0.8936293715827318,0.5175136121562652,1.5310998131525289,0.3526676039859921,1.2080864343587134,0.01631838169420585,36.7275516531495,25.8470513484655,16.553205033451555,79.12780803506655
27,Mika Zibanejad,C,30.5,74,202,78.26617373203399,14.734176988151406,3.3227630877165257,1.914774331970182,0.9334919959783675,3.368598591366731,0.4697004568280398,1.0398630082008682,0.5706916856007035,1.7494080636662763,0.3106704748979077,1.3404338941331644,0.05265922045678619,33.71532194407558,28.344431357171434,16.909990035107203,78.96974333635421
28,J.T. Miller,C,30.6,73,218,77.05127220168464,15.35222327005779,3.7002518050382047,1.694575683501363,0.9448678276300878,1.833744495801747,0.3415391693854909,0.863541779514921,0.5235679153654463,2.4960362360950303,0.3762547344953813,2.179725147123966,0.0476296233967697,28.085063127079916,29.704345325392236,20.783521793497023,78.57293024596918
29,Pavel Buchnevich,L,28.5,73,196,71.92548196888298,15.067244780233905,2.750121263214495,1.811120818844837,1.2946913645923417,2.256741007619717,0.7269417926675665,1.101014537641958,0.6330906630904971,2.0918128097642597,0.44225505743386756,1.825917437273984,0.040346423833377186,32.40281628708004,27.742823317049968,17.54202400231364,77.68766360644365
30,Tage Thompson,"C, R",25.9,78,220,71.94287052599852,14.998148804962488,3.157651191133401,0.6648206122843743,1.656085136123766,2.9107295267755666,1.051200057230657,0.8356792118363078,0.5205623814237711,1.533728073303408,0.3271127045324772,1.348230679221197,0.02312623878486668,41.640700521676195,21.096156509595815,14.484604730863975,77.22146176213599
31,Mark Scheifele,C,30.5,75,198,75.41973734036326,17.053687446269734,3.460054688829641,0.204148919317496,1.2136746926658357,2.3505198948076553,0.17346952281015127,0.7576936998082284,0.47405415668265594,1.642450491458065,0.26025084947354094,1.4959897953998753,0.048657255896344294,36.28439775991798,23.452483801359122,16.680974551093115,76.41785611237022
32,Jonathan Huberdeau,C,30.3,73,200,77.13122359430248,14.125870907499085,3.032016190737472,0.3386521685958864,0.9623510477028991,1.5068694675955723,0.580499079287883,1.2170052742072084,0.6934729600054239,2.2923665740263597,0.3415920800477626,2.2844417620016566,0.05037372320390629,23.60149438572922,31.183424633554143,21.518882609301713,76.30380162858508
33,Timo Meier,R,27.0,73,220,76.12066548800757,16.578390706255018,2.817902143456412,0.2897866019289195,1.342493888760589,2.856633808267481,0.4272624179833719,0.7549497634723681,0.47646928407899736,1.5389387147765707,0.3143138525325152,1.454221032675423,0.030306216695357224,38.60575972247791,21.495860357056017,15.231401164180927,75.33302124371485
34,Sam Reinhart,C,27.9,74,193,77.36524209979316,15.040210395789977,3.791347923088315,1.1905209952938205,1.0764155575251282,2.799209867336081,0.2059026981441347,0.7777661120072946,0.4748687979232926,1.581221343309208,0.4856709521165838,1.2257750494660808,0.030649921137875145,34.875511604779994,23.55891239498938,15.248632088470224,73.6830560882396
35,Jesper Bratt,L,25.2,70,175,74.33724252494368,15.162103524067888,2.8587327587739275,0.3096911637030648,1.2752875097456635,1.770222217820616,0.43671397190982353,0.9717932932582982,0.5939408040994743,2.0395242257964896,0.33941778461009897,1.805586238756576,0.03352044420254552,30.39387182179394,25.609179952798375,17.56522319945933,73.56827497405165
36,Dylan Larkin,C,27.2,73,198,72.94126196456271,15.478247578501843,3.33905525112086,1.5323960748578682,1.1121974118690772,2.5621265579950347,0.5073134419566943,0.9094637282124111,0.5428412476690123,1.6658253037018222,0.31601361308376985,1.4992162667929474,0.03220624227245296,32.27329190632229,24.463825160445005,16.360177871161202,73.0972949379285
37,Elias Lindholm,C,28.8,73,202,78.15658035447318,14.19625813403182,2.895327371699471,2.225857773079976,1.0827550263637136,2.625767434431909,0.40097483619174284,0.9393498031017055,0.5677139950277925,1.654146665042235,0.3382657000273967,1.4936430547591126,0.04934881554317152,31.088133417763412,24.589987699061716,16.27460137038455,71.95272248720967
38,Tim St��tzle,L,21.7,72,193,73.63668026473529,16.57402799643679,3.9550388351434895,1.1528119215601982,1.051419192025395,1.9682302451406837,0.6244853459112395,0.7534699385637136,0.43068340675763,1.636272902036441,0.3935304182746725,1.460838445456012,0.03505297561088586,31.82404561076544,23.825419479536393,15.900909737872785,71.55037482817461
39,Nico Hischier,C,24.7,73,175,73.52142083798111,14.50790261666171,2.9663992975546325,1.9375126879826228,1.1338295837186734,2.3468099788267076,0.4369574475933771,1.0980904072228692,0.6388370277186151,1.3400331451630936,0.4157211690532078,1.2028489946908563,0.019048006704303497,29.724312517441707,25.3790150172501,15.774292323101596,70.8776198577934
40,Cale Makar,D,24.9,71,187,67.43898135854208,20.31145281009644,3.9861319000588935,2.438559836321448,0.572152119157747,1.4182600815848374,0.09407935762042055,0.5951795260554663,0.6009951389059192,2.84095470754825,0.11350188670110269,2.3372410378660713,0.10215236538369453,19.674233295467854,26.62734010031228,24.472190248541324,70.77376364432146
41,Andrei Svechnikov,R,23.5,74,195,71.92376875543594,15.71823710825502,3.2356852474099087,0.2769629587247267,1.167147791559782,2.2456451117253162,0.48564394366918606,0.8382978802151031,0.48643168575912754,1.8222355064923916,0.353304170839597,1.9047391393616158,0.01701081063481681,30.86274314845082,22.980360433407593,16.558884938237753,70.40198852009617
42,Carter Verhaeghe,C,28.1,74,180,74.30455759384553,15.732990965187312,2.003593900286581,0.2336100993039791,1.5720312221038888,2.0845441783270204,0.34754685244332184,0.8615711718808762,0.5451548292597136,1.2773655804730752,0.3046052264327894,0.9277780027014557,0.038729311830876495,35.902133680425166,20.044363035839726,12.935004147079184,68.88150086334407
43,Bo Horvat,C,28.5,72,215,75.70353247923464,16.003633647651075,3.4311224760195405,1.312764555479094,1.156300408212148,2.7353159372681417,0.5649648831296031,0.6961997533530907,0.4199341572732895,1.1313963124846231,0.32805814392045646,1.0473304697711296,0.04171690888953517,36.125571749263656,19.499145872090025,13.082524280886554,68.70724190224024
44,Nick Suzuki,C,24.1,71,208,77.56364361686087,16.72544391343097,3.3533215414218933,1.5995222932579205,0.7828896173979265,1.8856514885918711,0.7740559542613685,0.8099602299288385,0.5169120815448345,1.6627485448457,0.36370629117969194,1.2263055272627468,0.014825884352828727,26.7019202045756,25.472458029356172,16.5229888490922,68.69736708302398
45,Alex Tuch,R,27.4,76,219,70.48766699533864,14.877501509802752,3.1960485907295024,1.2824775471887628,1.3419810192354211,1.7042544285209853,0.735683013425844,1.0055035863253636,0.5788586635708165,1.406810785136051,0.29478595141700903,1.1165869734645315,0.03494619422170811,30.962531905791394,23.30048909689186,14.362396180906634,68.62541718358989
46,Mathew Barzal,C,26.4,73,190,70.73889762643188,15.967296852555222,3.3077058966295727,0.231744625023396,0.8764175119061128,1.4194834595528945,0.3674215904627681,0.964523412166702,0.5710831511819662,2.2852009882870448,0.33000102967027795,2.1301812302296756,0.026141392532780975,22.134673093144343,27.159115542878883,19.06498807963071,68.35877671565393
47,Jack Eichel,C,26.9,74,207,70.75829423075157,15.425636439453394,2.608756051410593,0.4987953758819516,1.1978402164828723,1.9028470715238823,0.40223061529204446,0.8752287347858638,0.5422415841050047,2.1798053874601524,0.3146851387053995,2.42145244410066,0.04442512919231881,27.881294323170575,22.813068726436295,17.339979591810913,68.03434264141778
48,Martin Necas,C,24.7,74,189,76.32082491519537,15.423219632299414,2.8626859520104526,0.7834766985859236,0.9480470354672347,1.818790627165883,0.49470355603203836,0.904437605775708,0.5290241150949212,1.8779699588873222,0.38267774769554563,1.721420491316468,0.017280895557765526,25.71522422455318,24.963520600621422,16.66424578165675,67.34299060683135
49,Steven Stamkos,C,33.6,72,182,72.38734681910259,14.449163812998783,3.607914911775492,0.3736307686086398,0.9874312125048486,2.6480436029579937,0.0,0.9234711692855263,0.47104898901804365,1.762589638265001,0.2546542210173788,1.4788435585833641,0.03830491936985672,28.7395518007016,23.8851778399986,14.665818380860236,67.29054802156044
50,Ryan Nugent-Hopkins,C,30.5,72,195,73.90270386460492,14.352844763228436,3.7063737484139287,1.8113028109372769,0.850628844846381,1.7951402111313677,0.33516760731629114,0.6500958827528392,0.4064687321705347,2.6221645729129106,0.36108737024091064,2.53343464051371,0.04863637439013948,23.980804581305993,24.269014593285586,18.859888068787978,67.10970724337956
51,Travis Konecny,R,26.6,70,175,71.08511773373948,15.613159029875815,2.9203951395662213,1.4480317967470306,1.0713443766160788,1.9764872697246474,0.6375517466945883,0.907688704583091,0.5266550510281733,1.8886540351001468,0.42105396654406924,1.4227377801332244,0.03730251875305443,27.749721499717158,24.047151899973166,14.728505607917482,66.52537900760781
52,Jared McCann,L,27.3,73,191,73.02213714645022,13.287358120499654,2.645373192541824,0.8777129910432586,1.4361279725743221,3.0672348342705624,1.015797497283262,0.8532443208658359,0.5267138999165514,1.4454824606855812,0.31094658489793886,1.355519391689016,0.03289914512104006,34.18398224328293,18.783880196662746,12.916845535325288,65.88470797527097
53,Filip Forsberg,L,29.1,73,205,64.19898209118848,14.90163514020454,3.051568680828548,0.1656056169319967,1.45976775622684,2.508453849038776,0.3693909336476492,0.7872938250617051,0.47982281137395716,2.2959689085494164,0.2881281069296,1.979015931743688,0.04416303023459464,31.53113629001819,20.1006882128447,14.12009654791687,65.75192105077976
54,Nick Schmaltz,C,27.6,72,181,69.51778353346883,16.185868516157452,2.905023873928243,0.6605616937101917,0.9534174449921328,2.039084798202671,0.798260593680018,1.1049010763924096,0.6322389633675224,1.2056157903256857,0.383570616446081,0.9881116129559185,0.03484034438100869,25.354039148531164,25.07216592507892,15.20914558356205,65.63535065717214
55,Troy Terry,R,26.1,72,185,72.09381222178214,16.518006426744623,2.67578755920821,0.3277107796147264,1.144866661780953,2.2858156884340723,0.4454511259851178,0.8882143972794054,0.5522964796260473,1.1158254596188713,0.3250033663229152,0.9478264942649338,0.02405539498813446,30.247260743914907,21.344274415774112,14.018524458434946,65.61005961812396
56,Robert Thomas,C,24.2,72,218,67.6950748008579,15.571482681733483,2.8636893043794185,1.1920384127786932,0.7783042744030666,1.5058063452319856,0.5579835730972212,1.184582627045824,0.6406070992253509,2.298140959772881,0.37026574153798963,1.947817197624938,0.01777166449735294,19.289317701161725,28.734574134873558,17.571757389734657,65.59564922576993
57,Tomas Hertl,C,29.9,75,215,76.28206711731877,16.051495626110807,2.8502529470177143,0.6301689515727407,0.9527292727897808,2.1875452673896,0.414792379095944,0.758054633051096,0.4790212475255568,1.7817182728253056,0.3095693363271935,1.628894912018068,0.04726714072175787,27.702056916004086,22.17435700572899,15.716084414335075,65.59249833606815
58,Drake Batherson,R,25.4,75,200,71.45782629106384,15.374438466444014,3.786488149375388,0.2487742412853453,0.9251700167017229,2.1966048505659557,0.4050503623075958,0.7504947867131664,0.4527759990544052,1.949512327285042,0.33073871504067043,1.6075255717189167,0.020306638743690913,26.965984914555996,22.631313500807153,15.545775199312178,65.14307361467533
59,Adam Fox,D,25.6,71,182,76.11095112720281,19.35523291763076,3.4835628707046764,2.31826435382967,0.31058548520992096,0.5593860513824782,0.08483601580848572,0.5524845226765908,0.5622723372378634,3.1922801053222707,0.09907811052691542,2.8120358220449653,0.09773276478169896,10.347008788245416,27.962737628048952,26.518813555910484,64.82855997220486
60,Adrian Kempe,"C, R",27.0,74,200,77.78633375994406,14.695244313963784,2.96990858387434,1.490544790918365,1.4163831517507632,2.533381830933068,0.57429449456505,0.4437360160032371,0.3380195883188905,1.612205226875763,0.2687882802113183,1.2888539826800103,0.030882480962597724,37.84826379807116,15.180719029576023,11.461933815848731,64.49091664349592
61,Patrik Laine,L,25.5,77,205,64.29688646072688,16.336367832138716,3.33416911809656,0.2241314653965316,1.1893669464218726,2.7608875584660657,0.5252226356499107,0.8359410327598441,0.5221375943575758,1.503031766845478,0.3337973208670224,1.2167933150824393,0.020374638174900393,30.81205481962663,20.084650728761385,13.493122867169875,64.38982841555789
62,Zach Hyman,L,31.3,73,211,73.08373909435227,16.015945205233518,3.002243663640096,0.9037621851980018,1.0292237996644633,2.4234358243469276,0.286781082210231,0.8417707406951156,0.4922479488881524,1.1998193625945015,0.30339855684897227,1.1261556034923903,0.05491583453578242,29.256539823485106,21.14325273944646,13.781693693539053,64.18148625647062
63,Andrei Kuzmenko,L,27.7,71,194,77.06775887939557,13.201061669898053,2.916880215306243,0.2018251331025995,1.1572022250756784,2.9419795613409527,0.3546198768240386,0.9084732383251596,0.570329013561636,1.2145711628332607,0.3104834586279356,0.9815468325357354,0.03499648946828002,30.736254944590943,20.035347926325105,13.357212091850016,64.12881496276606
64,John Tavares,C,33.0,73,216,76.66616732759624,14.43936769096659,3.075849293390406,0.050962852018571,0.8509051884471127,2.815955401897501,0.1543629419661877,0.7838456750814182,0.4808177704143532,1.944596504863419,0.20349352337924767,1.6126333242320139,0.04261604581957976,26.77675027573374,22.11805167256092,15.211964820086717,64.10676676838138
65,Quinn Hughes,D,24.0,70,180,74.74739260493344,20.789283211495743,3.9875349972230327,1.479654970971143,0.16463959772431536,0.5142203757868523,0.039388223572823414,0.5787646565568397,0.5586833810277954,2.876548839830849,0.13747643196725182,2.495941595773233,0.1074053680450195,6.891076675201076,29.532519428389207,27.066285482574447,63.48988158616473
66,Nikolaj Ehlers,L,27.6,72,169,63.75202544030115,14.05831992716828,2.692594151299335,0.180480078980084,1.362321436009056,2.3379556656293725,0.3771264692033987,1.0342633965606054,0.5977572332382556,1.946802980335021,0.30774186296655787,2.189099463569443,0.03494767186654003,27.110740241671962,21.0780105552412,15.198616950820904,63.38736774773407
67,Pierre-Luc Dubois,L,25.3,76,214,73.15195016487277,15.447572220599431,3.4373329758712408,0.2870036474549798,0.8956520938291386,2.4116483776777433,0.4715910003229444,0.7572005829092703,0.472970354938711,1.5288895599435859,0.333855276435162,1.5474031160216095,0.01944600418932831,27.140150428714165,20.78494508038015,15.399417645889926,63.324513154984245
68,Sidney Crosby,C,36.2,71,200,73.5604869906423,15.925827957727062,3.3402182093271664,0.0358884422619328,0.8410099438757325,1.6809739553771188,0.0,0.8162200658791641,0.37301973531700083,2.0453985428728427,0.1402075794530669,1.9523403507691768,0.012445934127731009,23.304697260764335,24.319206891965305,15.278927030062333,62.90283118279197
69,Vincent Trocheck,C,30.2,71,184,75.98843934846904,15.292146043986966,2.8561620497194573,0.9253005296084852,0.7866967573908172,2.2230222562090667,0.21386931358193553,0.8931025948244004,0.5348129019663402,1.5370304684954335,0.2500946105704334,1.428303197220989,0.04981707953546327,23.52790394162686,23.149721107714292,15.582693632778437,62.26031868211959
70,Brock Boeser,R,26.6,73,208,74.49940710485782,15.31033735456552,3.031055292975686,0.2093802707859976,0.888890574331601,2.575542851716942,0.3781295290375376,0.814530535967799,0.5333700817284108,1.3930682307048647,0.3201694147502137,1.1681200834409753,0.04227601501919655,26.689412869069223,20.810467310088878,14.54670979402675,62.04658997318485
71,Andre Burakovsky,L,28.6,75,209,69.62144430381346,14.284194682257338,2.4738383542477456,0.1447272039012235,1.1162540812994326,1.953533691205048,0.3555993871260885,0.9477609208600097,0.5561222419101524,2.136263552026469,0.2926524407940252,2.1902350611986448,0.04150684917456423,24.169063606642073,21.89028979457345,15.511719336261695,61.57107273747722
72,Chandler Stephenson,C,29.4,72,209,76.51265391785142,15.429183152925162,2.377127938205007,1.3944850193601837,0.7122582230042886,1.8689658207151179,0.6388898440251258,0.98811638022859,0.6152399794766452,1.4232853044590081,0.42813022357717984,1.2111636028584651,0.04580677508867144,20.815593645521634,24.517435615708873,15.858035638074346,61.191064899304855
73,Joel Eriksson Ek,C,26.7,75,207,76.57904161041391,14.243524939331156,3.1837178323202786,2.005611605448723,0.9468934136494813,2.363648453021738,0.3131946750746271,0.7659029310075042,0.4773328693915999,1.2767253210960552,0.31567955502201933,1.010114513642532,0.028506426575177993,27.62006485882209,19.919512161737398,12.855062120215168,60.39463914077466
74,Brock Nelson,C,32.0,76,210,76.22190301312038,14.829423171832245,2.6242813453885,0.7239496408871577,1.2504560127413904,2.718040704073503,0.4566585021649369,0.6830154348912478,0.39928652458900943,1.122859558179917,0.18875789165319795,0.8207164029917153,0.04719708179778494,33.03843803583238,16.784158977386213,10.30157807487529,60.12417508809388
75,Jeff Skinner,L,31.4,71,197,76.38255762009976,14.160044658075668,2.8573980810934323,0.097714935790712,1.2046699676473043,1.9749319484974042,0.23287407869556095,0.8319397840095024,0.43734537117882577,1.2008430091488025,0.2459989927380382,0.8479776592993796,0.047703482092281896,28.928751239226987,19.39560488639418,10.974265323228842,59.29862144885001
76,Trevor Zegras,C,22.5,72,185,73.07305982784379,16.055401646141636,2.875931684316042,0.2866941174724545,0.9353170017352364,1.5741853053121204,0.47514531851653524,0.8649077101848126,0.5122935887711957,1.2303261171710795,0.3712285552819843,1.0313637037668213,0.023308185173015517,23.968403150216663,21.350978133420575,13.637738664632916,58.95711994827016
77,Roman Josi,D,33.3,73,201,71.40336143646141,20.59721007496772,3.0581763142853244,0.9835206000129206,0.48405652345446143,0.9702946436747668,0.18692702113519183,0.5666743155280752,0.6037300191372131,1.9029133354412961,0.07987149118805359,1.9973238465900471,0.1402152410030607,15.615192276254385,20.909176841147758,22.231706833415426,58.756075950817575
78,Michael Bunting,L,28.0,72,192,77.54483797173945,13.882307813619644,1.7287068554729954,0.1763488835410764,1.1686492887073718,2.1727645937508435,0.4275182154389387,0.9816510633439306,0.5763733859433195,1.1949147491901502,0.30306522035721944,0.9098055798831295,0.03778596230588975,25.919380910293473,20.351235303538445,12.382415836964121,58.653032050796035
79,Valeri Nichushkin,R,28.6,76,210,67.76183959299077,14.89612972529964,3.100122689024376,1.7017191400441083,0.9559787414143063,2.3261509516090597,0.6377662457347298,0.8941715985196996,0.5347669424903332,1.162049359275074,0.3605358180865909,1.0874682383108982,0.04087940947908052,25.452516652790408,19.80421349053202,12.882438211121524,58.13916835444395
80,Brandon Hagel,L,25.1,74,179,75.54236104018987,14.752897521197664,2.206029088671373,1.7860986102454288,1.1786534802707203,2.0468038249157923,0.8834756732240036,0.7180365928271634,0.4392877165712262,1.1195350121550622,0.43868781702673787,0.9695086990152705,0.019895692130160188,29.564557383308003,17.43314581226995,10.897069589079669,57.894772784657626
81,Matt Boldy,L,22.5,74,201,65.64299638149393,14.59641021651091,3.54596689267522,0.3703433705553844,1.1343168608168168,2.1607222130972668,0.4852390336357614,0.6908436204084726,0.4310871356571454,1.794338578309757,0.3684268765211104,1.5640037500587245,0.023772094950723147,26.693186979610335,18.142571643540972,12.961246862336289,57.797005485487595
82,Patrick Kane,R,34.9,70,177,73.74364567278758,16.190663086567856,3.186404464070179,0.0177961773674416,0.5899875090793583,1.297022518443487,0.05469720073883967,0.7932512095795865,0.387827166277464,2.194280170285077,0.1636384724942257,1.8911647738959472,0.027136531077200255,16.82104937958304,24.382155740324368,15.124425711048096,56.327630830955506
