,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y5 dEV ATOI
Alexander Steen 2017,Alexander Steen,2017,L,32.587,72,211,68.0,68.0,74.0,67,76,14.8075,15.0309,14.9347,15.6204,14.5314,-0.5669750000000011
Alexander Steen 2018,Alexander Steen,2018,L,33.586,72,211,68.0,74.0,67.0,76,76,15.0309,14.9347,15.6204,14.5314,14.5261,-0.5032500000000013
Alexander Steen 2019,Alexander Steen,2019,L,34.585,72,211,74.0,67.0,76.0,76,65,14.9347,15.6204,14.5314,14.5261,12.6031,-2.3000500000000006
Alexander Steen 2020,Alexander Steen,2020,L,35.585,72,211,67.0,76.0,76.0,65,64,15.6204,14.5314,14.5261,12.6031,11.41,-2.9102499999999996
Troy Brouwer 2010,Troy Brouwer,2010,R,24.124,75,213,,,2.0,69,78,,,10.475,11.5655,12.7628,1.7425499999999996
Troy Brouwer 2011,Troy Brouwer,2011,R,25.123,75,213,,2.0,69.0,78,79,,10.475,11.5655,12.7628,12.3823,0.7812000000000001
Troy Brouwer 2012,Troy Brouwer,2012,R,26.123,75,213,2.0,69.0,78.0,79,82,10.475,11.5655,12.7628,12.3823,13.5148,1.718399999999999
Troy Brouwer 2013,Troy Brouwer,2013,R,27.125,75,213,69.0,78.0,79.0,82,80,11.5655,12.7628,12.3823,13.5148,13.6103,1.0539500000000004
Troy Brouwer 2014,Troy Brouwer,2014,R,28.124,75,213,78.0,79.0,82.0,80,82,12.7628,12.3823,13.5148,13.6103,13.2675,0.1999499999999994
Troy Brouwer 2015,Troy Brouwer,2015,R,29.123,75,213,79.0,82.0,80.0,82,82,12.3823,13.5148,13.6103,13.2675,12.4124,-0.7813250000000007
Troy Brouwer 2016,Troy Brouwer,2016,R,30.123,75,213,82.0,80.0,82.0,82,82,13.5148,13.6103,13.2675,12.4124,13.6907,0.4894499999999997
Troy Brouwer 2017,Troy Brouwer,2017,R,31.125,75,213,80.0,82.0,82.0,82,74,13.6103,13.2675,12.4124,13.6907,12.2606,-0.9846249999999994
Troy Brouwer 2018,Troy Brouwer,2018,R,32.124,75,213,82.0,82.0,82.0,74,76,13.2675,12.4124,13.6907,12.2606,10.6239,-2.283899999999999
Troy Brouwer 2019,Troy Brouwer,2019,R,33.123,75,213,82.0,82.0,74.0,76,75,12.4124,13.6907,12.2606,10.6239,10.7382,-1.5086999999999993
Justin Abdelkader 2011,Justin Abdelkader,2011,L,23.598,74,213,,2.0,2.0,50,74,,11.5083,9.2917,9.5767,10.4104,0.2848333333333315
Justin Abdelkader 2012,Justin Abdelkader,2012,L,24.598,74,213,2.0,2.0,50.0,74,81,11.5083,9.2917,9.5767,10.4104,10.7656,0.5688249999999986
Justin Abdelkader 2013,Justin Abdelkader,2013,L,25.6,74,213,2.0,50.0,74.0,81,82,9.2917,9.5767,10.4104,10.7656,13.6177,3.6066000000000003
Justin Abdelkader 2014,Justin Abdelkader,2014,L,26.599,74,213,50.0,74.0,81.0,82,70,9.5767,10.4104,10.7656,13.6177,13.746,2.6534000000000013
Justin Abdelkader 2015,Justin Abdelkader,2015,L,27.598,74,213,74.0,81.0,82.0,70,71,10.4104,10.7656,13.6177,13.746,14.1678,2.0328750000000007
Justin Abdelkader 2016,Justin Abdelkader,2016,L,28.598,74,213,81.0,82.0,70.0,71,82,10.7656,13.6177,13.746,14.1678,13.9376,0.8633249999999997
Justin Abdelkader 2017,Justin Abdelkader,2017,L,29.6,74,213,82.0,70.0,71.0,82,64,13.6177,13.746,14.1678,13.9376,13.1125,-0.7547749999999986
Justin Abdelkader 2018,Justin Abdelkader,2018,L,30.599,74,213,70.0,71.0,82.0,64,75,13.746,14.1678,13.9376,13.1125,12.8098,-0.9311750000000014
Justin Abdelkader 2019,Justin Abdelkader,2019,L,31.598,74,213,71.0,82.0,64.0,75,71,14.1678,13.9376,13.1125,12.8098,12.8901,-0.6168249999999986
Justin Abdelkader 2020,Justin Abdelkader,2020,L,32.598,74,213,82.0,64.0,75.0,71,57,13.9376,13.1125,12.8098,12.8901,9.8408,-3.3467000000000002
Vladimir Sobotka 2011,Vladimir Sobotka,2011,C,23.25,70,191,,48.0,25.0,61,65,,8.3781,10.3347,10.75,13.2985,3.477566666666668
Vladimir Sobotka 2012,Vladimir Sobotka,2012,C,24.25,70,191,48.0,25.0,61.0,65,73,8.3781,10.3347,10.75,13.2985,13.2452,2.554875000000001
Vladimir Sobotka 2013,Vladimir Sobotka,2013,C,25.252,70,191,25.0,61.0,65.0,73,82,10.3347,10.75,13.2985,13.2452,12.7142,0.8071000000000002
Vladimir Sobotka 2014,Vladimir Sobotka,2014,C,26.251,70,191,61.0,65.0,73.0,82,61,10.75,13.2985,13.2452,12.7142,13.25,0.7480250000000002
Vladimir Sobotka 2019,Vladimir Sobotka,2019,C,31.251,70,191,,,1.0,81,69,,,10.5167,14.2994,12.1795,-0.22854999999999848
Bryan Little 2009,Bryan Little,2009,C,20.888,72,191,,,,48,79,,,,12.366,12.8451,0.47910000000000075
Bryan Little 2010,Bryan Little,2010,C,21.887,72,191,,,48.0,79,79,,,12.366,12.8451,12.7122,0.10664999999999836
Bryan Little 2011,Bryan Little,2011,C,22.886,72,191,,48.0,79.0,79,76,,12.366,12.8451,12.7122,14.2711,1.6300000000000008
Bryan Little 2012,Bryan Little,2012,C,23.886,72,191,48.0,79.0,79.0,76,74,12.366,12.8451,12.7122,14.2711,15.9045,2.8559
Bryan Little 2013,Bryan Little,2013,C,24.888,72,191,79.0,79.0,76.0,74,82,12.8451,12.7122,14.2711,15.9045,15.6892,1.7559749999999994
Bryan Little 2014,Bryan Little,2014,C,25.887,72,191,79.0,76.0,74.0,82,82,12.7122,14.2711,15.9045,15.6892,15.0661,0.42185000000000095
Bryan Little 2015,Bryan Little,2015,C,26.886,72,191,76.0,74.0,82.0,82,70,14.2711,15.9045,15.6892,15.0661,14.6764,-0.5563250000000011
Bryan Little 2016,Bryan Little,2016,C,27.886,72,191,74.0,82.0,82.0,70,57,15.9045,15.6892,15.0661,14.6764,14.6023,-0.7317499999999999
Bryan Little 2017,Bryan Little,2017,C,28.888,72,191,82.0,82.0,70.0,57,59,15.6892,15.0661,14.6764,14.6023,14.1435,-0.8650000000000002
Bryan Little 2018,Bryan Little,2018,C,29.887,72,191,82.0,70.0,57.0,59,82,15.0661,14.6764,14.6023,14.1435,13.7175,-0.9045749999999995
Bryan Little 2019,Bryan Little,2019,C,30.887,72,191,70.0,57.0,59.0,82,82,14.6764,14.6023,14.1435,13.7175,13.2311,-1.0538249999999998
Chris Stewart 2010,Chris Stewart,2010,R,21.923,74,242,,,,53,77,,,,11.0915,14.0338,2.9422999999999995
Chris Stewart 2011,Chris Stewart,2011,R,22.922,74,242,,,53.0,77,62,,,11.0915,14.0338,14.5212,1.9585500000000007
Chris Stewart 2012,Chris Stewart,2012,R,23.921,74,242,,53.0,77.0,62,79,,11.0915,14.0338,14.5212,13.7816,0.5660999999999987
Chris Stewart 2013,Chris Stewart,2013,R,24.923,74,242,53.0,77.0,62.0,79,82,11.0915,14.0338,14.5212,13.7816,13.492,0.13497500000000073
Chris Stewart 2014,Chris Stewart,2014,R,25.923,74,242,77.0,62.0,79.0,82,63,14.0338,14.5212,13.7816,13.492,11.7675,-2.1896500000000003
Chris Stewart 2015,Chris Stewart,2015,R,26.922,74,242,62.0,79.0,82.0,63,81,14.5212,13.7816,13.492,11.7675,13.9358,0.5452250000000003
Chris Stewart 2016,Chris Stewart,2016,R,27.921,74,242,79.0,82.0,63.0,81,56,13.7816,13.492,11.7675,13.9358,9.7211,-3.5231250000000003
Chris Stewart 2017,Chris Stewart,2017,R,28.923,74,242,82.0,63.0,81.0,56,79,13.492,11.7675,13.9358,9.7211,10.2207,-2.0084
Chris Stewart 2018,Chris Stewart,2018,R,29.923,74,242,63.0,81.0,56.0,79,54,11.7675,13.9358,9.7211,10.2207,10.3207,-1.0905749999999994
Michael Grabner 2012,Michael Grabner,2012,"L, R",23.99,73,188,,,20.0,76,78,,,12.2425,12.6279,13.0596,0.6243999999999996
Michael Grabner 2013,Michael Grabner,2013,"L, R",24.992,73,188,,20.0,76.0,78,76,,12.2425,12.6279,13.0596,11.9504,-0.6929333333333325
Michael Grabner 2014,Michael Grabner,2014,"L, R",25.991,73,188,20.0,76.0,78.0,76,64,12.2425,12.6279,13.0596,11.9504,11.8339,-0.6362000000000005
Michael Grabner 2017,Michael Grabner,2017,"L, R",28.992,73,188,76.0,64.0,34.0,80,76,11.9504,11.8339,11.627,11.2606,12.3353,0.667325
Michael Grabner 2018,Michael Grabner,2018,"L, R",29.991,73,188,64.0,34.0,80.0,76,80,11.8339,11.627,11.2606,12.3353,12.7269,0.9626999999999999
Michael Grabner 2019,Michael Grabner,2019,"L, R",30.991,73,188,34.0,80.0,76.0,80,41,11.627,11.2606,12.3353,12.7269,11.9321,-0.055350000000000676
Michael Grabner 2020,Michael Grabner,2020,"L, R",31.99,73,188,80.0,76.0,80.0,41,54,11.2606,12.3353,12.7269,11.9321,10.0036,-2.0601249999999993
Mark Letestu 2012,Mark Letestu,2012,C,26.654,70,195,,,10.0,64,62,,,9.1217,12.0143,12.2427,1.6746999999999979
Mark Letestu 2013,Mark Letestu,2013,C,27.656,70,195,,10.0,64.0,62,78,,9.1217,12.0143,12.2427,13.0754,1.9491666666666667
Mark Letestu 2014,Mark Letestu,2014,C,28.655,70,195,10.0,64.0,62.0,78,82,9.1217,12.0143,12.2427,13.0754,11.1675,-0.4460249999999988
Mark Letestu 2015,Mark Letestu,2015,C,29.654,70,195,64.0,62.0,78.0,82,54,12.0143,12.2427,13.0754,11.1675,10.1312,-1.9937749999999994
Mark Letestu 2016,Mark Letestu,2016,C,30.654,70,195,62.0,78.0,82.0,54,82,12.2427,13.0754,11.1675,10.1312,11.3035,-0.3506999999999998
Mark Letestu 2017,Mark Letestu,2017,C,31.656,70,195,78.0,82.0,54.0,82,78,13.0754,11.1675,10.1312,11.3035,9.8288,-1.5906000000000002
Mark Letestu 2018,Mark Letestu,2018,C,32.655,70,195,82.0,54.0,82.0,78,80,11.1675,10.1312,11.3035,9.8288,9.2306,-1.3771499999999985
Zack Smith 2012,Zack Smith,2012,C,23.489,74,208,,1.0,15.0,55,81,,7.0167,7.7922,11.1312,11.6138,2.9671000000000003
Zack Smith 2013,Zack Smith,2013,C,24.491,74,208,1.0,15.0,55.0,81,82,7.0167,7.7922,11.1312,11.6138,13.9729,4.5844249999999995
Zack Smith 2014,Zack Smith,2014,C,25.49,74,208,15.0,55.0,81.0,82,82,7.7922,11.1312,11.6138,13.9729,13.5575,2.429974999999999
Zack Smith 2017,Zack Smith,2017,C,28.491,74,208,82.0,82.0,37.0,81,74,13.9729,13.5575,10.8698,12.4874,13.0187,0.29680000000000106
Zack Smith 2018,Zack Smith,2018,C,29.49,74,208,82.0,37.0,81.0,74,68,13.5575,10.8698,12.4874,13.0187,13.7588,1.275450000000001
Zack Smith 2019,Zack Smith,2019,C,30.49,74,208,37.0,81.0,74.0,68,70,10.8698,12.4874,13.0187,13.7588,14.4107,1.8770249999999997
Zack Smith 2020,Zack Smith,2020,C,31.489,74,208,81.0,74.0,68.0,70,58,12.4874,13.0187,13.7588,14.4107,10.286,-3.132900000000001
Colin Wilson 2012,Colin Wilson,2012,C,21.947,73,215,,,35.0,82,68,,,13.31,11.5935,13.7569,1.3051499999999994
Colin Wilson 2013,Colin Wilson,2013,C,22.949,73,215,,35.0,82.0,68,42,,13.31,11.5935,13.7569,14.16,1.2731999999999992
Colin Wilson 2014,Colin Wilson,2014,C,23.949,73,215,35.0,82.0,68.0,42,81,13.31,11.5935,13.7569,14.16,13.6265,0.4214000000000002
Colin Wilson 2015,Colin Wilson,2015,C,24.948,73,215,82.0,68.0,42.0,81,77,11.5935,13.7569,14.16,13.6265,13.7162,0.43197500000000133
Colin Wilson 2016,Colin Wilson,2016,C,25.947,73,215,68.0,42.0,81.0,77,64,13.7569,14.16,13.6265,13.7162,12.9898,-0.8250999999999991
Colin Wilson 2017,Colin Wilson,2017,C,26.949,73,215,42.0,81.0,77.0,64,70,14.16,13.6265,13.7162,12.9898,12.9852,-0.6379249999999992
Colin Wilson 2018,Colin Wilson,2018,C,27.949,73,215,81.0,77.0,64.0,70,56,13.6265,13.7162,12.9898,12.9852,11.092,-2.237425
Colin Wilson 2019,Colin Wilson,2019,C,28.948,73,215,77.0,64.0,70.0,56,65,13.7162,12.9898,12.9852,11.092,11.4764,-1.2194000000000003
Mikkel Boedker 2013,Mikkel Boedker,2013,L,22.793,72,207,78.0,14.0,34.0,82,82,12.3615,8.5905,9.6142,12.2098,14.6094,3.9154000000000018
Mikkel Boedker 2014,Mikkel Boedker,2014,L,23.793,72,207,14.0,34.0,82.0,82,82,8.5905,9.6142,12.2098,14.6094,14.9297,3.673725000000001
Mikkel Boedker 2015,Mikkel Boedker,2015,L,24.792,72,207,34.0,82.0,82.0,82,45,9.6142,12.2098,14.6094,14.9297,14.5585,1.7177249999999997
Mikkel Boedker 2016,Mikkel Boedker,2016,L,25.791,72,207,82.0,82.0,82.0,45,80,12.2098,14.6094,14.9297,14.5585,14.4952,0.4183500000000002
Mikkel Boedker 2017,Mikkel Boedker,2017,L,26.793,72,207,82.0,82.0,45.0,80,81,14.6094,14.9297,14.5585,14.4952,11.9638,-2.6844
Mikkel Boedker 2018,Mikkel Boedker,2018,L,27.793,72,207,82.0,45.0,80.0,81,74,14.9297,14.5585,14.4952,11.9638,11.9673,-2.0195000000000007
Mikkel Boedker 2019,Mikkel Boedker,2019,L,28.792,72,207,45.0,80.0,81.0,74,71,14.5585,14.4952,11.9638,11.9673,12.108,-1.1381999999999994
Dale Weise 2013,Dale Weise,2013,R,24.157,74,196,,,10.0,68,68,,,6.3883,8.0625,8.6008,1.375399999999999
Dale Weise 2014,Dale Weise,2014,R,25.156,74,196,,10.0,68.0,68,61,,6.3883,8.0625,8.6008,8.1904,0.5065333333333335
Dale Weise 2015,Dale Weise,2015,R,26.155,74,196,10.0,68.0,68.0,61,79,6.3883,8.0625,8.6008,8.1904,11.4785,3.668
Dale Weise 2016,Dale Weise,2016,R,27.155,74,196,68.0,68.0,61.0,79,71,8.0625,8.6008,8.1904,11.4785,11.83,2.74695
Dale Weise 2017,Dale Weise,2017,R,28.157,74,196,68.0,61.0,79.0,71,64,8.6008,8.1904,11.4785,11.83,11.9013,1.8763750000000012
Dale Weise 2018,Dale Weise,2018,R,29.156,74,196,61.0,79.0,71.0,64,46,8.1904,11.4785,11.83,11.9013,10.1884,-0.6616499999999998
Dale Weise 2019,Dale Weise,2019,R,30.156,74,196,79.0,71.0,64.0,46,51,11.4785,11.83,11.9013,10.1884,10.3758,-0.9737500000000008
Gabriel Bourque 2013,Gabriel Bourque,2013,L,22.024,70,206,,,,43,58,,,,12.6016,13.8848,1.2832000000000008
Gabriel Bourque 2014,Gabriel Bourque,2014,L,23.023,70,206,,,43.0,58,74,,,12.6016,13.8848,12.5797,-0.6634999999999991
Gabriel Bourque 2015,Gabriel Bourque,2015,L,24.023,70,206,,43.0,58.0,74,69,,12.6016,13.8848,12.5797,10.5836,-2.4384333333333323
Gabriel Bourque 2019,Gabriel Bourque,2019,L,28.023,70,206,69.0,22.0,6.0,58,55,10.5836,10.0235,8.9944,9.0003,7.2039,-2.4465499999999993
Gabriel Bourque 2020,Gabriel Bourque,2020,L,29.022,70,206,22.0,6.0,58.0,55,61,10.0235,8.9944,9.0003,7.2039,8.2269,-0.5786249999999988
Jordan Weal 2019,Jordan Weal,2019,C,26.462,70,181,,14.0,23.0,69,63,,8.5381,12.721,11.4171,12.3873,1.4952333333333332
Jordan Weal 2020,Jordan Weal,2020,C,27.461,70,181,14.0,23.0,69.0,63,57,8.5381,12.721,11.4171,12.3873,11.6133,0.3474250000000012
Tom Kuhnhackl 2017,Tom Kuhnhackl,2017,R,24.696,74,196,,,,42,57,,,,11.1857,8.8178,-2.3679000000000006
Tom Kuhnhackl 2018,Tom Kuhnhackl,2018,R,25.695,74,196,,,42.0,57,69,,,11.1857,8.8178,7.8085,-2.193250000000001
Micheal Ferland 2017,Micheal Ferland,2017,L,24.45,74,217,,,26.0,71,76,,,10.1481,11.4167,11.0621,0.27970000000000006
Micheal Ferland 2018,Micheal Ferland,2018,L,25.449,74,217,,26.0,71.0,76,77,,10.1481,11.4167,11.0621,13.1318,2.256166666666667
Micheal Ferland 2019,Micheal Ferland,2019,L,26.448,74,217,26.0,71.0,76.0,77,71,10.1481,11.4167,11.0621,13.1318,12.1061,0.6664250000000003
Cory Conacher 2014,Cory Conacher,2014,C,23.798,68,185,,,,80,79,,,,11.8911,11.4897,-0.40140000000000065
Brian Gibbons 2019,Brian Gibbons,2019,C,30.596,68,175,25.0,,,59,64,11.3313,,,11.5613,10.0844,-1.3619000000000003
Scott Wilson 2018,Scott Wilson,2018,L,25.438,71,177,,1.0,24.0,78,69,,4.35,9.8,10.5417,10.9609,2.730333333333334
Nick Shore 2017,Nick Shore,2017,C,24.014,73,198,,,34.0,68,70,,,10.3765,11.1064,11.2064,0.46495
Nick Shore 2018,Nick Shore,2018,C,25.014,73,198,,34.0,68.0,70,64,,10.3765,11.1064,11.2064,12.2523,1.3558666666666657
Markus Granlund 2016,Markus Granlund,2016,C,22.459,72,180,,,7.0,48,47,,,10.0452,11.9809,11.8557,0.8426500000000008
Markus Granlund 2017,Markus Granlund,2017,C,23.461,72,180,,7.0,48.0,47,69,,10.0452,11.9809,11.8557,14.1517,2.8577666666666666
Markus Granlund 2018,Markus Granlund,2018,C,24.461,72,180,7.0,48.0,47.0,69,53,10.0452,11.9809,11.8557,14.1517,12.6874,0.6790249999999993
Markus Granlund 2019,Markus Granlund,2019,C,25.46,72,180,48.0,47.0,69.0,53,77,11.9809,11.8557,14.1517,12.6874,11.0922,-1.5767249999999997
Markus Granlund 2020,Markus Granlund,2020,C,26.459,72,180,47.0,69.0,53.0,77,40,11.8557,14.1517,12.6874,11.0922,9.4784,-2.968349999999999
Pontus Aberg 2019,Pontus Aberg,2019,L,25.022,71,194,,,15.0,53,59,,,12.0044,11.7682,12.5107,0.6243999999999996
Brendan Leipsic 2019,Brendan Leipsic,2019,L,24.37,70,180,,6.0,,58,62,,12.2111,,12.2836,12.014,-0.2333500000000015
Brendan Leipsic 2020,Brendan Leipsic,2020,L,25.37,70,180,6.0,,58.0,62,71,12.2111,,12.2836,12.014,8.6131,-3.556466666666667
Tim Schaller 2018,Tim Schaller,2018,"C, L",26.875,74,204,,18.0,17.0,59,82,,10.2657,7.1324,10.6884,11.2878,1.9256333333333338
Tim Schaller 2019,Tim Schaller,2019,"C, L",27.875,74,204,18.0,17.0,59.0,82,47,10.2657,7.1324,10.6884,11.2878,9.3216,-0.5219749999999994
Tim Schaller 2020,Tim Schaller,2020,"C, L",28.874,74,204,17.0,59.0,82.0,47,62,7.1324,10.6884,11.2878,9.3216,8.7208,-0.8867499999999993
Alexander Wennberg 2016,Alexander Wennberg,2016,C,21.025,74,190,,,,68,69,,,,12.3841,12.9891,0.6050000000000004
Alexander Wennberg 2017,Alexander Wennberg,2017,C,22.027,74,190,,,68.0,69,80,,,12.3841,12.9891,15.0831,2.3964999999999996
Alexander Wennberg 2018,Alexander Wennberg,2018,C,23.026,74,190,,68.0,69.0,80,66,,12.3841,12.9891,15.0831,14.5194,1.0339666666666663
Alexander Wennberg 2019,Alexander Wennberg,2019,C,24.025,74,190,68.0,69.0,80.0,66,75,12.3841,12.9891,15.0831,14.5194,11.9107,-1.8332250000000005
Alexander Wennberg 2020,Alexander Wennberg,2020,C,25.025,74,190,69.0,80.0,66.0,75,67,12.9891,15.0831,14.5194,11.9107,13.0778,-0.5477749999999997
Melker Karlsson 2016,Melker Karlsson,2016,C,25.205,72,180,,,,53,65,,,,14.2195,11.8577,-2.3618000000000006
Melker Karlsson 2017,Melker Karlsson,2017,C,26.207,72,180,,,53.0,65,67,,,14.2195,11.8577,11.102,-1.9365999999999985
Melker Karlsson 2018,Melker Karlsson,2018,C,27.207,72,180,,53.0,65.0,67,71,,14.2195,11.8577,11.102,11.8117,-0.5813666666666659
Melker Karlsson 2019,Melker Karlsson,2019,C,28.206,72,180,53.0,65.0,67.0,71,79,14.2195,11.8577,11.102,11.8117,9.9709,-2.2768249999999988
Melker Karlsson 2020,Melker Karlsson,2020,C,29.205,72,180,65.0,67.0,71.0,79,71,11.8577,11.102,11.8117,9.9709,10.0869,-1.098675
Christoffer Ehn 2020,Christoffer Ehn,2020,C,23.489,75,195,,,,60,63,,,,9.8275,9.1046,-0.722900000000001
Matt Cullen 2009,Matt Cullen,2009,C,31.913,73,202,,,,59,69,,,,11.2605,13.1652,1.9047
Matt Cullen 2010,Matt Cullen,2010,C,32.913,73,202,,,59.0,69,81,,,11.2605,13.1652,12.9216,0.7087500000000002
Matt Cullen 2011,Matt Cullen,2011,C,33.912,73,202,,59.0,69.0,81,78,,11.2605,13.1652,12.9216,12.8902,0.4411000000000005
Matt Cullen 2012,Matt Cullen,2012,C,34.911,73,202,59.0,69.0,81.0,78,73,11.2605,13.1652,12.9216,12.8902,14.4532,1.8938250000000014
Matt Cullen 2013,Matt Cullen,2013,C,35.913,73,202,69.0,81.0,78.0,73,71,13.1652,12.9216,12.8902,14.4532,12.5722,-0.7853499999999993
Matt Cullen 2014,Matt Cullen,2014,C,36.913,73,202,81.0,78.0,73.0,71,77,12.9216,12.8902,14.4532,12.5722,12.7792,-0.43010000000000126
Matt Cullen 2015,Matt Cullen,2015,C,37.912,73,202,78.0,73.0,71.0,77,62,12.8902,14.4532,12.5722,12.7792,11.7038,-1.4699000000000009
Matt Cullen 2016,Matt Cullen,2016,C,38.911,73,202,73.0,71.0,77.0,62,82,14.4532,12.5722,12.7792,11.7038,11.0827,-1.7943999999999996
Matt Cullen 2017,Matt Cullen,2017,C,39.913,73,202,71.0,77.0,62.0,82,72,12.5722,12.7792,11.7038,11.0827,11.1912,-0.8432750000000002
Matt Cullen 2018,Matt Cullen,2018,C,40.913,73,202,77.0,62.0,82.0,72,79,12.7792,11.7038,11.0827,11.1912,10.9179,-0.7713250000000009
Matt Cullen 2019,Matt Cullen,2019,C,41.912,73,202,62.0,82.0,72.0,79,71,11.7038,11.0827,11.1912,10.9179,9.2155,-2.0084
Derek MacKenzie 2012,Derek MacKenzie,2012,C,30.306,71,177,17.0,1.0,18.0,63,66,7.5078,7.25,7.9667,8.7905,8.6604,0.7816499999999991
Derek MacKenzie 2013,Derek MacKenzie,2013,C,31.308,71,177,1.0,18.0,63.0,66,73,7.25,7.9667,8.7905,8.6604,8.8264,0.6594999999999995
Derek MacKenzie 2014,Derek MacKenzie,2014,C,32.308,71,177,18.0,63.0,66.0,73,71,7.9667,8.7905,8.6604,8.8264,9.3002,0.7392000000000003
Derek MacKenzie 2015,Derek MacKenzie,2015,C,33.307,71,177,63.0,66.0,73.0,71,82,8.7905,8.6604,8.8264,9.3002,9.876,0.9816249999999993
Derek MacKenzie 2016,Derek MacKenzie,2016,C,34.306,71,177,66.0,73.0,71.0,82,64,8.6604,8.8264,9.3002,9.876,10.3578,1.19205
Derek MacKenzie 2017,Derek MacKenzie,2017,C,35.308,71,177,73.0,71.0,82.0,64,82,8.8264,9.3002,9.876,10.3578,10.1547,0.5646000000000004
Derek MacKenzie 2018,Derek MacKenzie,2018,C,36.308,71,177,71.0,82.0,64.0,82,75,9.3002,9.876,10.3578,10.1547,8.9418,-0.9803749999999987
Matt Hendricks 2011,Matt Hendricks,2011,C,29.29,72,211,,,4.0,56,77,,,8.3583,7.9095,9.9569,1.8229999999999986
Matt Hendricks 2012,Matt Hendricks,2012,C,30.29,72,211,,4.0,56.0,77,78,,8.3583,7.9095,9.9569,10.8034,2.0618333333333325
Matt Hendricks 2013,Matt Hendricks,2013,C,31.292,72,211,4.0,56.0,77.0,78,82,8.3583,7.9095,9.9569,10.8034,9.899,0.6419749999999986
Matt Hendricks 2014,Matt Hendricks,2014,C,32.291,72,211,56.0,77.0,78.0,82,77,7.9095,9.9569,10.8034,9.899,9.9853,0.3431000000000015
Matt Hendricks 2015,Matt Hendricks,2015,C,33.29,72,211,77.0,78.0,82.0,77,71,9.9569,10.8034,9.899,9.9853,10.7188,0.5576500000000006
Matt Hendricks 2016,Matt Hendricks,2016,C,34.29,72,211,78.0,82.0,77.0,71,68,10.8034,9.899,9.9853,10.7188,10.8517,0.5000749999999989
Matt Hendricks 2017,Matt Hendricks,2017,C,35.292,72,211,82.0,77.0,71.0,68,42,9.899,9.9853,10.7188,10.8517,9.1742,-1.189499999999999
Matt Hendricks 2018,Matt Hendricks,2018,C,36.291,72,211,77.0,71.0,68.0,42,60,9.9853,10.7188,10.8517,9.1742,7.3717,-2.8108000000000013
Chris Thorburn 2009,Chris Thorburn,2009,R,25.331,75,235,,,,73,82,,,,8.7619,9.4136,0.6517
Chris Thorburn 2010,Chris Thorburn,2010,R,26.331,75,235,,,73.0,82,76,,,8.7619,9.4136,7.6726,-1.4151499999999997
Chris Thorburn 2011,Chris Thorburn,2011,R,27.33,75,235,,73.0,82.0,76,82,,8.7619,9.4136,7.6726,11.5398,2.9237666666666655
Chris Thorburn 2012,Chris Thorburn,2012,R,28.329,75,235,73.0,82.0,76.0,82,72,8.7619,9.4136,7.6726,11.5398,9.5963,0.2493249999999989
Chris Thorburn 2013,Chris Thorburn,2013,R,29.331,75,235,82.0,76.0,82.0,72,71,9.4136,7.6726,11.5398,9.5963,6.0246,-3.530974999999999
Chris Thorburn 2014,Chris Thorburn,2014,R,30.331,75,235,76.0,82.0,72.0,71,55,7.6726,11.5398,9.5963,6.0246,8.8121,0.10377499999999884
Chris Thorburn 2015,Chris Thorburn,2015,R,31.33,75,235,82.0,72.0,71.0,55,81,11.5398,9.5963,6.0246,8.8121,7.9601,-1.0331000000000001
Chris Thorburn 2016,Chris Thorburn,2016,R,32.329,75,235,72.0,71.0,55.0,81,82,9.5963,6.0246,8.8121,7.9601,9.3526,1.2543250000000015
Chris Thorburn 2017,Chris Thorburn,2017,R,33.332,75,235,71.0,55.0,81.0,82,64,6.0246,8.8121,7.9601,9.3526,6.332,-1.7053500000000001
Chris Thorburn 2018,Chris Thorburn,2018,R,34.331,75,235,55.0,81.0,82.0,64,50,8.8121,7.9601,9.3526,6.332,6.998,-1.1162
Jason Pominville 2009,Jason Pominville,2009,R,25.838,72,180,,,,82,82,,,,13.5872,13.3449,-0.2422999999999984
Jason Pominville 2010,Jason Pominville,2010,R,26.837,72,180,,,82.0,82,82,,,13.5872,13.3449,13.2911,-0.17494999999999905
Jason Pominville 2011,Jason Pominville,2011,R,27.836,72,180,,82.0,82.0,82,73,,13.5872,13.3449,13.2911,13.2833,-0.12443333333333229
Jason Pominville 2012,Jason Pominville,2012,R,28.836,72,180,82.0,82.0,82.0,73,82,13.5872,13.3449,13.2911,13.2833,14.3177,0.9410749999999997
Jason Pominville 2013,Jason Pominville,2013,R,29.838,72,180,82.0,82.0,73.0,82,80,13.3449,13.2911,13.2833,14.3177,14.8638,1.304549999999999
Jason Pominville 2014,Jason Pominville,2014,R,30.837,72,180,82.0,73.0,82.0,80,82,13.2911,13.2833,14.3177,14.8638,15.0467,1.1077250000000003
Jason Pominville 2015,Jason Pominville,2015,R,31.837,72,180,73.0,82.0,80.0,82,82,13.2833,14.3177,14.8638,15.0467,14.9207,0.5428250000000006
Jason Pominville 2016,Jason Pominville,2016,R,32.836,72,180,82.0,80.0,82.0,82,75,14.3177,14.8638,15.0467,14.9207,13.8353,-0.9519249999999992
