,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y5 dEV ATOI
Jason Pominville 2017,Jason Pominville,2017,R,33.838,72,180,80.0,82.0,82.0,75,78,14.8638,15.0467,14.9207,13.8353,12.1763,-2.4903250000000003
Jason Pominville 2018,Jason Pominville,2018,R,34.837,72,180,82.0,82.0,75.0,78,82,15.0467,14.9207,13.8353,12.1763,12.9819,-1.0128500000000003
Jason Pominville 2019,Jason Pominville,2019,R,35.837,72,180,82.0,75.0,78.0,82,73,14.9207,13.8353,12.1763,12.9819,11.5795,-1.8990500000000008
Tomas Plekanec 2009,Tomas Plekanec,2009,C,25.92,71,190,,,,81,80,,,,13.0755,12.6358,-0.4397000000000002
Tomas Plekanec 2010,Tomas Plekanec,2010,C,26.919,71,190,,,81.0,80,82,,,13.0755,12.6358,14.5669,1.7112499999999997
Tomas Plekanec 2011,Tomas Plekanec,2011,C,27.919,71,190,,81.0,80.0,82,77,,13.0755,12.6358,14.5669,14.4965,1.070433333333332
Tomas Plekanec 2012,Tomas Plekanec,2012,C,28.918,71,190,81.0,80.0,82.0,77,81,13.0755,12.6358,14.5669,14.4965,14.4344,0.7407250000000012
Tomas Plekanec 2013,Tomas Plekanec,2013,C,29.92,71,190,80.0,82.0,77.0,81,80,12.6358,14.5669,14.4965,14.4344,14.1131,0.079699999999999
Tomas Plekanec 2014,Tomas Plekanec,2014,C,30.919,71,190,82.0,77.0,81.0,80,81,14.5669,14.4965,14.4344,14.1131,14.8708,0.4680749999999989
Tomas Plekanec 2015,Tomas Plekanec,2015,C,31.919,71,190,77.0,81.0,80.0,81,82,14.4965,14.4344,14.1131,14.8708,15.0443,0.5655999999999999
Tomas Plekanec 2016,Tomas Plekanec,2016,C,32.918,71,190,81.0,80.0,81.0,82,82,14.4344,14.1131,14.8708,15.0443,14.2187,-0.3969499999999986
Tomas Plekanec 2017,Tomas Plekanec,2017,C,33.92,71,190,80.0,81.0,82.0,82,78,14.1131,14.8708,15.0443,14.2187,13.8897,-0.6720249999999997
Tomas Plekanec 2018,Tomas Plekanec,2018,C,34.92,71,190,81.0,82.0,82.0,78,77,14.8708,15.0443,14.2187,13.8897,12.9965,-1.5093750000000004
Chris Kunitz 2009,Chris Kunitz,2009,L,29.017,72,188,,,,82,82,,,,12.8128,13.4039,0.5911000000000008
Chris Kunitz 2010,Chris Kunitz,2010,L,30.016,72,188,,,82.0,82,50,,,12.8128,13.4039,13.878,0.7696500000000004
Chris Kunitz 2011,Chris Kunitz,2011,L,31.015,72,188,,82.0,82.0,50,66,,12.8128,13.4039,13.878,13.5621,0.1971999999999987
Chris Kunitz 2012,Chris Kunitz,2012,L,32.015,72,188,82.0,82.0,50.0,66,82,12.8128,13.4039,13.878,13.5621,14.6228,1.2086000000000006
Chris Kunitz 2013,Chris Kunitz,2013,L,33.017,72,188,82.0,50.0,66.0,82,82,13.4039,13.878,13.5621,14.6228,14.0333,0.16660000000000075
Chris Kunitz 2014,Chris Kunitz,2014,L,34.016,72,188,50.0,66.0,82.0,82,78,13.878,13.5621,14.6228,14.0333,15.3344,1.3103500000000015
Chris Kunitz 2015,Chris Kunitz,2015,L,35.015,72,188,66.0,82.0,82.0,78,74,13.5621,14.6228,14.0333,15.3344,14.6626,0.27444999999999986
Chris Kunitz 2016,Chris Kunitz,2016,L,36.015,72,188,82.0,82.0,78.0,74,80,14.6228,14.0333,15.3344,14.6626,14.3308,-0.3324750000000005
Chris Kunitz 2017,Chris Kunitz,2017,L,37.017,72,188,82.0,78.0,74.0,80,71,14.0333,15.3344,14.6626,14.3308,13.2047,-1.3855749999999993
Chris Kunitz 2018,Chris Kunitz,2018,L,38.016,72,188,78.0,74.0,80.0,71,82,15.3344,14.6626,14.3308,13.2047,11.0707,-3.3124249999999993
Chris Kunitz 2019,Chris Kunitz,2019,L,39.015,72,188,74.0,80.0,71.0,82,56,14.6626,14.3308,13.2047,11.0707,8.7997,-4.5175
Thomas Vanek 2009,Thomas Vanek,2009,L,24.702,74,214,,,,82,73,,,,12.9051,12.7196,-0.18549999999999933
Thomas Vanek 2010,Thomas Vanek,2010,L,25.701,74,214,,,82.0,73,71,,,12.9051,12.7196,13.0347,0.22235000000000227
Thomas Vanek 2011,Thomas Vanek,2011,L,26.7,74,214,,82.0,73.0,71,80,,12.9051,12.7196,13.0347,14.0406,1.1541333333333323
Thomas Vanek 2012,Thomas Vanek,2012,L,27.7,74,214,82.0,73.0,71.0,80,78,12.9051,12.7196,13.0347,14.0406,13.5983,0.42329999999999934
Thomas Vanek 2013,Thomas Vanek,2013,L,28.702,74,214,73.0,71.0,80.0,78,64,12.7196,13.0347,14.0406,13.5983,14.8377,1.4893999999999998
Thomas Vanek 2014,Thomas Vanek,2014,L,29.701,74,214,71.0,80.0,78.0,64,78,13.0347,14.0406,13.5983,14.8377,15.335,1.4571750000000012
Thomas Vanek 2015,Thomas Vanek,2015,L,30.7,74,214,80.0,78.0,64.0,78,80,14.0406,13.5983,14.8377,15.335,13.1937,-1.2591999999999999
Thomas Vanek 2016,Thomas Vanek,2016,L,31.7,74,214,78.0,64.0,78.0,80,74,13.5983,14.8377,15.335,13.1937,12.9795,-1.2616750000000003
Thomas Vanek 2017,Thomas Vanek,2017,L,32.702,74,214,64.0,78.0,80.0,74,68,14.8377,15.335,13.1937,12.9795,11.7142,-2.372275
Thomas Vanek 2018,Thomas Vanek,2018,L,33.701,74,214,78.0,80.0,74.0,68,80,15.335,13.1937,12.9795,11.7142,12.0544,-1.2512000000000008
Thomas Vanek 2019,Thomas Vanek,2019,L,34.7,74,214,80.0,74.0,68.0,80,64,13.1937,12.9795,11.7142,12.0544,11.5128,-0.9726499999999998
Eric Fehr 2010,Eric Fehr,2010,C,24.066,76,209,,,23.0,61,69,,,9.0717,10.4495,10.6758,0.9152000000000005
Eric Fehr 2011,Eric Fehr,2011,C,25.066,76,209,,23.0,61.0,69,52,,9.0717,10.4495,10.6758,10.6583,0.5926333333333336
Eric Fehr 2014,Eric Fehr,2014,C,28.066,76,209,69.0,52.0,35.0,70,73,10.6758,10.6583,9.2438,11.7935,13.1155,2.5226500000000005
Eric Fehr 2015,Eric Fehr,2015,C,29.066,76,209,52.0,35.0,70.0,73,75,10.6583,9.2438,11.7935,13.1155,13.2671,2.0643249999999984
Eric Fehr 2016,Eric Fehr,2016,C,30.065,76,209,35.0,70.0,73.0,75,55,9.2438,11.7935,13.1155,13.2671,10.2048,-1.650174999999999
Eric Fehr 2017,Eric Fehr,2017,C,31.067,76,209,70.0,73.0,75.0,55,53,11.7935,13.1155,13.2671,10.2048,8.8667,-3.2285249999999994
Ryan Kesler 2009,Ryan Kesler,2009,C,24.086,74,206,,,,80,82,,,,13.5629,13.6577,0.09479999999999933
Ryan Kesler 2010,Ryan Kesler,2010,C,25.085,74,206,,,80.0,82,82,,,13.5629,13.6577,14.1738,0.5634999999999994
Ryan Kesler 2011,Ryan Kesler,2011,C,26.084,74,206,,80.0,82.0,82,82,,13.5629,13.6577,14.1738,14.2917,0.49356666666666626
Ryan Kesler 2012,Ryan Kesler,2012,C,27.084,74,206,80.0,82.0,82.0,82,77,13.5629,13.6577,14.1738,14.2917,14.5498,0.6282749999999986
Ryan Kesler 2015,Ryan Kesler,2015,C,30.084,74,206,82.0,77.0,29.0,77,81,14.2917,14.5498,13.8069,16.0771,14.7807,0.09932499999999855
Ryan Kesler 2016,Ryan Kesler,2016,C,31.084,74,206,77.0,29.0,77.0,81,79,14.5498,13.8069,16.0771,14.7807,14.7333,-0.07032500000000041
Ryan Kesler 2017,Ryan Kesler,2017,C,32.086,74,206,29.0,77.0,81.0,79,82,13.8069,16.0771,14.7807,14.7333,15.7551,0.9055999999999997
Ryan Kesler 2018,Ryan Kesler,2018,C,33.085,74,206,77.0,81.0,79.0,82,44,16.0771,14.7807,14.7333,15.7551,14.3466,-0.9899500000000003
Ryan Kesler 2019,Ryan Kesler,2019,C,34.084,74,206,81.0,79.0,82.0,44,60,14.7807,14.7333,15.7551,14.3466,12.5158,-2.3881250000000005
Patrick Eaves 2010,Patrick Eaves,2010,R,25.419,70,203,,,37.0,74,65,,,10.6117,9.3617,10.8251,0.8384
Patrick Eaves 2011,Patrick Eaves,2011,R,26.418,70,203,,37.0,74.0,65,63,,10.6117,9.3617,10.8251,9.7537,-0.5124666666666666
Patrick Eaves 2016,Patrick Eaves,2016,R,31.418,70,203,10.0,58.0,30.0,47,54,8.4617,9.3819,9.095,11.5496,10.6265,1.0044500000000003
Patrick Eaves 2017,Patrick Eaves,2017,R,32.42,70,203,58.0,30.0,47.0,54,79,9.3819,9.095,11.5496,10.6265,13.2827,3.1194500000000005
Lee Stempniak 2009,Lee Stempniak,2009,R,25.657,71,195,,,,80,75,,,,12.5598,13.4093,0.8495000000000008
Lee Stempniak 2010,Lee Stempniak,2010,R,26.656,71,195,,,80.0,75,80,,,12.5598,13.4093,13.2467,0.2621500000000019
Lee Stempniak 2011,Lee Stempniak,2011,R,27.656,71,195,,80.0,75.0,80,82,,12.5598,13.4093,13.2467,13.4012,0.3292666666666655
Lee Stempniak 2012,Lee Stempniak,2012,R,28.655,71,195,80.0,75.0,80.0,82,61,12.5598,13.4093,13.2467,13.4012,12.9637,-0.19055
Lee Stempniak 2013,Lee Stempniak,2013,R,29.657,71,195,75.0,80.0,82.0,61,80,13.4093,13.2467,13.4012,12.9637,14.2777,1.022475
Lee Stempniak 2014,Lee Stempniak,2014,R,30.657,71,195,80.0,82.0,61.0,80,73,13.2467,13.4012,12.9637,14.2777,15.2388,1.7664749999999998
Lee Stempniak 2015,Lee Stempniak,2015,R,31.656,71,195,82.0,61.0,80.0,73,71,13.4012,12.9637,14.2777,15.2388,11.3246,-2.6457499999999996
Lee Stempniak 2016,Lee Stempniak,2016,R,32.655,71,195,61.0,80.0,73.0,71,82,12.9637,14.2777,15.2388,11.3246,14.4217,0.9704999999999995
Lee Stempniak 2017,Lee Stempniak,2017,R,33.657,71,195,80.0,73.0,71.0,82,82,14.2777,15.2388,11.3246,14.4217,13.8722,0.05649999999999977
Kyle Brodziak 2009,Kyle Brodziak,2009,C,24.354,74,205,,,,80,79,,,,10.0846,9.904,-0.1806000000000001
Kyle Brodziak 2010,Kyle Brodziak,2010,C,25.353,74,205,,,80.0,79,82,,,10.0846,9.904,12.8012,2.8069000000000006
Kyle Brodziak 2011,Kyle Brodziak,2011,C,26.353,74,205,,80.0,79.0,82,80,,10.0846,9.904,12.8012,12.8033,1.8733666666666675
Kyle Brodziak 2012,Kyle Brodziak,2012,C,27.352,74,205,80.0,79.0,82.0,80,82,10.0846,9.904,12.8012,12.8033,14.9589,3.560625
Kyle Brodziak 2013,Kyle Brodziak,2013,C,28.354,74,205,79.0,82.0,80.0,82,82,9.904,12.8012,12.8033,14.9589,14.1142,1.4973500000000008
Kyle Brodziak 2014,Kyle Brodziak,2014,C,29.353,74,205,82.0,80.0,82.0,82,81,12.8012,12.8033,14.9589,14.1142,13.4516,-0.21780000000000044
Kyle Brodziak 2015,Kyle Brodziak,2015,C,30.353,74,205,80.0,82.0,82.0,81,73,12.8033,14.9589,14.1142,13.4516,10.6126,-3.2194000000000003
Kyle Brodziak 2016,Kyle Brodziak,2016,C,31.352,74,205,82.0,82.0,81.0,73,76,14.9589,14.1142,13.4516,10.6126,9.0061,-4.278224999999999
Kyle Brodziak 2017,Kyle Brodziak,2017,C,32.354,74,205,82.0,81.0,73.0,76,69,14.1142,13.4516,10.6126,9.0061,9.1476,-2.6485249999999994
Kyle Brodziak 2018,Kyle Brodziak,2018,C,33.353,74,205,81.0,73.0,76.0,69,81,13.4516,10.6126,9.0061,9.1476,11.636,1.0815249999999992
Kyle Brodziak 2019,Kyle Brodziak,2019,C,34.353,74,205,73.0,76.0,69.0,81,70,10.6126,9.0061,9.1476,11.636,9.8926,-0.20797499999999935
Drew Stafford 2009,Drew Stafford,2009,R,22.922,74,215,,,,64,79,,,,11.5503,12.9416,1.3912999999999993
Drew Stafford 2010,Drew Stafford,2010,R,23.921,74,215,,,64.0,79,71,,,11.5503,12.9416,11.9378,-0.30815000000000126
Drew Stafford 2011,Drew Stafford,2011,R,24.921,74,215,,64.0,79.0,71,62,,11.5503,12.9416,11.9378,13.2298,1.0865666666666662
Drew Stafford 2012,Drew Stafford,2012,R,25.92,74,215,64.0,79.0,71.0,62,80,11.5503,12.9416,11.9378,13.2298,14.3783,1.9634250000000009
Drew Stafford 2013,Drew Stafford,2013,R,26.922,74,215,79.0,71.0,62.0,80,78,12.9416,11.9378,13.2298,14.3783,13.35,0.22812500000000036
Drew Stafford 2014,Drew Stafford,2014,R,27.921,74,215,71.0,62.0,80.0,78,70,11.9378,13.2298,14.3783,13.35,14.801,1.5770250000000008
Drew Stafford 2015,Drew Stafford,2015,R,28.921,74,215,62.0,80.0,78.0,70,76,13.2298,14.3783,13.35,14.801,13.725,-0.2147749999999995
Drew Stafford 2016,Drew Stafford,2016,R,29.92,74,215,80.0,78.0,70.0,76,78,14.3783,13.35,14.801,13.725,14.6393,0.5757250000000003
Drew Stafford 2017,Drew Stafford,2017,R,30.922,74,215,78.0,70.0,76.0,78,58,13.35,14.801,13.725,14.6393,12.0632,-2.065624999999999
Drew Stafford 2018,Drew Stafford,2018,R,31.921,74,215,70.0,76.0,78.0,58,59,14.801,13.725,14.6393,12.0632,11.9407,-1.8664249999999996
Drew Stafford 2019,Drew Stafford,2019,R,32.921,74,215,76.0,78.0,58.0,59,57,13.725,14.6393,12.0632,11.9407,11.3602,-1.7318499999999997
Brandon Dubinsky 2009,Brandon Dubinsky,2009,C,22.426,74,208,,,,82,82,,,,11.9504,13.3333,1.3828999999999994
Brandon Dubinsky 2010,Brandon Dubinsky,2010,C,23.426,74,208,,,82.0,82,69,,,11.9504,13.3333,15.1029,2.46105
Brandon Dubinsky 2011,Brandon Dubinsky,2011,C,24.425,74,208,,82.0,82.0,69,77,,11.9504,13.3333,15.1029,15.0368,1.5746000000000002
Brandon Dubinsky 2012,Brandon Dubinsky,2012,C,25.424,74,208,82.0,82.0,69.0,77,77,11.9504,13.3333,15.1029,15.0368,13.2314,-0.6244499999999995
Brandon Dubinsky 2013,Brandon Dubinsky,2013,C,26.426,74,208,82.0,69.0,77.0,77,49,13.3333,15.1029,15.0368,13.2314,13.4793,-0.6967999999999996
Brandon Dubinsky 2014,Brandon Dubinsky,2014,C,27.426,74,208,69.0,77.0,77.0,49,76,15.1029,15.0368,13.2314,13.4793,14.0202,-0.19239999999999924
Brandon Dubinsky 2015,Brandon Dubinsky,2015,C,28.425,74,208,77.0,77.0,49.0,76,47,15.0368,13.2314,13.4793,14.0202,13.677,-0.26492500000000163
Brandon Dubinsky 2016,Brandon Dubinsky,2016,C,29.424,74,208,77.0,49.0,76.0,47,75,13.2314,13.4793,14.0202,13.677,14.5822,0.9802250000000008
Brandon Dubinsky 2017,Brandon Dubinsky,2017,C,30.427,74,208,49.0,76.0,47.0,75,80,13.4793,14.0202,13.677,14.5822,14.7402,0.8005249999999986
Brandon Dubinsky 2018,Brandon Dubinsky,2018,C,31.426,74,208,76.0,47.0,75.0,80,62,14.0202,13.677,14.5822,14.7402,13.4242,-0.8306999999999984
Brandon Dubinsky 2019,Brandon Dubinsky,2019,C,32.425,74,208,47.0,75.0,80.0,62,61,13.677,14.5822,14.7402,13.4242,10.9792,-3.1266999999999996
Ryan Callahan 2009,Ryan Callahan,2009,R,23.532,70,187,,,,52,81,,,,11.0446,13.7204,2.675799999999999
Ryan Callahan 2010,Ryan Callahan,2010,R,24.532,70,187,,,52.0,81,77,,,11.0446,13.7204,13.3807,0.9981999999999989
Ryan Callahan 2011,Ryan Callahan,2011,R,25.531,70,187,,52.0,81.0,77,60,,11.0446,13.7204,13.3807,14.27,1.5547666666666657
Ryan Callahan 2012,Ryan Callahan,2012,R,26.531,70,187,52.0,81.0,77.0,60,76,11.0446,13.7204,13.3807,14.27,15.4963,2.3923749999999995
Ryan Callahan 2013,Ryan Callahan,2013,R,27.533,70,187,81.0,77.0,60.0,76,76,13.7204,13.3807,14.27,15.4963,15.7367,1.5198500000000017
Ryan Callahan 2014,Ryan Callahan,2014,R,28.532,70,187,77.0,60.0,76.0,76,65,13.3807,14.27,15.4963,15.7367,14.8177,0.09677500000000094
Ryan Callahan 2015,Ryan Callahan,2015,R,29.531,70,187,60.0,76.0,76.0,65,77,14.27,15.4963,15.7367,14.8177,14.534,-0.5461749999999999
Ryan Callahan 2016,Ryan Callahan,2016,R,30.531,70,187,76.0,76.0,65.0,77,73,15.4963,15.7367,14.8177,14.534,13.2256,-1.9205749999999995
Ryan Callahan 2019,Ryan Callahan,2019,R,33.531,70,187,77.0,73.0,18.0,67,52,14.534,13.2256,11.9306,10.9751,10.0061,-2.6602250000000005
Adam Cracknell 2017,Adam Cracknell,2017,R,31.215,74,209,34.0,19.0,17.0,52,69,8.5942,7.95,9.2706,11.4612,9.8411,0.5221
Cody McLeod 2009,Cody McLeod,2009,L,24.266,74,204,,,,49,79,,,,9.6854,10.3838,0.6984000000000012
Cody McLeod 2010,Cody McLeod,2010,L,25.266,74,204,,,49.0,79,74,,,9.6854,10.3838,11.3462,1.3115999999999985
Cody McLeod 2011,Cody McLeod,2011,L,26.265,74,204,,49.0,79.0,74,71,,9.6854,10.3838,11.3462,9.0681,-1.4037000000000006
Cody McLeod 2012,Cody McLeod,2012,L,27.264,74,204,49.0,79.0,74.0,71,75,9.6854,10.3838,11.3462,9.0681,7.1042,-3.016675
Cody McLeod 2013,Cody McLeod,2013,L,28.266,74,204,79.0,74.0,71.0,75,82,10.3838,11.3462,9.0681,7.1042,11.0774,1.6018250000000016
Cody McLeod 2014,Cody McLeod,2014,L,29.266,74,204,74.0,71.0,75.0,82,71,11.3462,9.0681,7.1042,11.0774,8.7831,-0.8658750000000008
Cody McLeod 2015,Cody McLeod,2015,L,30.265,74,204,71.0,75.0,82.0,71,82,9.0681,7.1042,11.0774,8.7831,9.3868,0.3785999999999987
Cody McLeod 2016,Cody McLeod,2016,L,31.264,74,204,75.0,82.0,71.0,82,82,7.1042,11.0774,8.7831,9.3868,9.5681,0.480224999999999
Cody McLeod 2017,Cody McLeod,2017,L,32.266,74,204,82.0,71.0,82.0,82,59,11.0774,8.7831,9.3868,9.5681,7.0667,-2.637149999999999
Cody McLeod 2018,Cody McLeod,2018,L,33.266,74,204,71.0,82.0,82.0,59,48,8.7831,9.3868,9.5681,7.0667,7.3733,-1.3278749999999988
Martin Hanzal 2009,Martin Hanzal,2009,C,21.613,78,230,,,,72,74,,,,12.8377,12.8081,-0.029600000000000293
Martin Hanzal 2010,Martin Hanzal,2010,C,22.613,78,230,,,72.0,74,81,,,12.8377,12.8081,14.2765,1.4535999999999998
Martin Hanzal 2011,Martin Hanzal,2011,C,23.612,78,230,,72.0,74.0,81,61,,12.8377,12.8081,14.2765,14.3467,1.0392666666666663
Martin Hanzal 2012,Martin Hanzal,2012,C,24.611,78,230,72.0,74.0,81.0,61,64,12.8377,12.8081,14.2765,14.3467,13.9156,0.34834999999999994
Martin Hanzal 2013,Martin Hanzal,2013,C,25.613,78,230,74.0,81.0,61.0,64,66,12.8081,14.2765,14.3467,13.9156,14.7833,0.946575000000001
Martin Hanzal 2014,Martin Hanzal,2014,C,26.613,78,230,81.0,61.0,64.0,66,65,14.2765,14.3467,13.9156,14.7833,14.6379,0.3073750000000004
Martin Hanzal 2017,Martin Hanzal,2017,C,29.613,78,230,66.0,65.0,37.0,64,71,14.7833,14.6379,14.3005,13.3208,13.866,-0.39462500000000134
Tom Pyatt 2011,Tom Pyatt,2011,L,23.628,71,185,,,,40,61,,,,9.9254,8.397,-1.5283999999999995
Tom Pyatt 2012,Tom Pyatt,2012,L,24.628,71,185,,,40.0,61,74,,,9.9254,8.397,12.2252,3.0639999999999983
Tom Pyatt 2013,Tom Pyatt,2013,L,25.63,71,185,,40.0,61.0,74,73,,9.9254,8.397,12.2252,11.5488,1.3662666666666663
Tom Pyatt 2018,Tom Pyatt,2018,L,30.629,71,185,27.0,,,82,81,10.3623,,,13.3652,11.987,0.12325000000000053
Stephen Gionta 2014,Stephen Gionta,2014,"C, R",29.98,67,177,,12.0,1.0,82,66,,7.3889,10.6167,11.1972,10.5432,0.808933333333334
Stephen Gionta 2015,Stephen Gionta,2015,"C, R",30.98,67,177,12.0,1.0,82.0,66,61,7.3889,10.6167,11.1972,10.5432,10.8792,0.9427000000000003
Stephen Gionta 2016,Stephen Gionta,2016,"C, R",31.979,67,177,1.0,82.0,66.0,61,82,10.6167,11.1972,10.5432,10.8792,10.3356,-0.47347500000000053
Jamie McGinn 2011,Jamie McGinn,2011,L,22.155,73,205,,,35.0,59,49,,,8.8157,9.2407,11.2673,2.2391000000000005
Jamie McGinn 2012,Jamie McGinn,2012,L,23.155,73,205,,35.0,59.0,49,78,,8.8157,9.2407,11.2673,12.4647,2.6901333333333337
Jamie McGinn 2013,Jamie McGinn,2013,L,24.157,73,205,35.0,59.0,49.0,78,80,8.8157,9.2407,11.2673,12.4647,14.2053,3.7581999999999987
Jamie McGinn 2014,Jamie McGinn,2014,L,25.156,73,205,59.0,49.0,78.0,80,79,9.2407,11.2673,12.4647,14.2053,13.6911,1.8966000000000012
Jamie McGinn 2017,Jamie McGinn,2017,L,28.157,73,205,80.0,79.0,19.0,84,72,14.2053,13.6911,12.686,11.8671,12.1725,-0.9398750000000007
Jamie McGinn 2018,Jamie McGinn,2018,L,29.156,73,205,79.0,19.0,84.0,72,76,13.6911,12.686,11.8671,12.1725,11.8379,-0.7662750000000003
Matt Beleskey 2013,Matt Beleskey,2013,L,24.318,72,207,2.0,60.0,35.0,70,71,11.1583,12.3058,12.1257,9.9626,11.0746,-0.31349999999999945
Matt Beleskey 2014,Matt Beleskey,2014,L,25.318,72,207,60.0,35.0,70.0,71,55,12.3058,12.1257,9.9626,11.0746,10.6952,-0.6719749999999998
Matt Beleskey 2015,Matt Beleskey,2015,L,26.317,72,207,35.0,70.0,71.0,55,65,12.1257,9.9626,11.0746,10.6952,12.6392,1.6746750000000006
Matt Beleskey 2016,Matt Beleskey,2016,L,27.316,72,207,70.0,71.0,55.0,65,80,9.9626,11.0746,10.6952,12.6392,14.5371,3.4442000000000004
Matt Beleskey 2017,Matt Beleskey,2017,L,28.318,72,207,71.0,55.0,65.0,80,49,11.0746,10.6952,12.6392,14.5371,11.2776,-0.9589250000000007
Patrik Berglund 2010,Patrik Berglund,2010,C,21.331,76,215,,,,76,71,,,,11.1276,11.1484,0.020800000000001262
Patrik Berglund 2011,Patrik Berglund,2011,C,22.331,76,215,,,76.0,71,81,,,11.1276,11.1484,13.7759,2.6379
Patrik Berglund 2012,Patrik Berglund,2012,C,23.33,76,215,,76.0,71.0,81,82,,11.1276,11.1484,13.7759,14.048,2.0306999999999995
Patrik Berglund 2013,Patrik Berglund,2013,C,24.332,76,215,76.0,71.0,81.0,82,82,11.1276,11.1484,13.7759,14.048,13.1365,0.6115250000000003
Patrik Berglund 2014,Patrik Berglund,2014,C,25.331,76,215,71.0,81.0,82.0,82,78,11.1484,13.7759,14.048,13.1365,13.0838,0.05659999999999954
Patrik Berglund 2015,Patrik Berglund,2015,C,26.331,76,215,81.0,82.0,82.0,78,77,13.7759,14.048,13.1365,13.0838,12.9359,-0.5751500000000007
Patrik Berglund 2016,Patrik Berglund,2016,C,27.33,76,215,82.0,82.0,78.0,77,42,14.048,13.1365,13.0838,12.9359,13.4575,0.15644999999999953
Patrik Berglund 2017,Patrik Berglund,2017,C,28.332,76,215,82.0,78.0,77.0,42,82,13.1365,13.0838,12.9359,13.4575,13.3122,0.15877500000000033
Patrik Berglund 2018,Patrik Berglund,2018,C,29.331,76,215,78.0,77.0,42.0,82,57,13.0838,12.9359,13.4575,13.3122,13.5211,0.3237500000000004
Erik Condra 2013,Erik Condra,2013,R,26.155,71,185,,,26.0,81,82,,,13.1449,11.2877,11.017,-1.199300000000001
Erik Condra 2014,Erik Condra,2014,R,27.155,71,185,,26.0,81.0,82,76,,13.1449,11.2877,11.017,9.1923,-2.6242333333333328
Erik Condra 2015,Erik Condra,2015,R,28.154,71,185,26.0,81.0,82.0,76,68,13.1449,11.2877,11.017,9.1923,12.1248,0.9643250000000005
Erik Condra 2016,Erik Condra,2016,R,29.153,71,185,81.0,82.0,76.0,68,54,11.2877,11.017,9.1923,12.1248,9.4571,-1.4483499999999996
Eric Tangradi 2014,Eric Tangradi,2014,L,24.639,76,226,1.0,15.0,24.0,70,55,11.0667,9.4278,8.1653,9.9146,8.5015,-1.1420999999999992
Anthony Peluso 2015,Anthony Peluso,2015,R,25.454,75,225,,,8.0,53,49,,,4.8033,5.723,5.8262,0.5630500000000005
Jori Lehtera 2016,Jori Lehtera,2016,C,27.774,74,212,,,,75,79,,,,13.4927,13.3789,-0.11379999999999946
Jori Lehtera 2017,Jori Lehtera,2017,C,28.776,74,212,,,75.0,79,64,,,13.4927,13.3789,13.3865,-0.049300000000000566
Jori Lehtera 2018,Jori Lehtera,2018,C,29.775,74,212,,75.0,79.0,64,62,,13.4927,13.3789,13.3865,9.2099,-4.209466666666668
Magnus Paajarvi 2012,Magnus Paajarvi,2012,L,20.471,75,206,,,,80,41,,,,13.4906,11.9402,-1.5503999999999998
Magnus Paajarvi 2013,Magnus Paajarvi,2013,L,21.474,75,206,,,80.0,41,71,,,13.4906,11.9402,12.2944,-0.42100000000000115
Magnus Paajarvi 2014,Magnus Paajarvi,2014,L,22.473,75,206,,80.0,41.0,71,55,,13.4906,11.9402,12.2944,10.0255,-2.549566666666667
Magnus Paajarvi 2019,Magnus Paajarvi,2019,L,27.472,75,206,10.0,48.0,32.0,79,80,9.475,12.4938,11.2172,11.0065,11.4031,0.3549749999999996
Marcus Kruger 2013,Marcus Kruger,2013,C,22.35,72,186,,,7.0,71,80,,,11.0,12.5906,11.377,-0.41830000000000034
Marcus Kruger 2014,Marcus Kruger,2014,C,23.349,72,186,,7.0,71.0,80,81,,11.0,12.5906,11.377,11.1932,-0.4626666666666672
Marcus Kruger 2015,Marcus Kruger,2015,C,24.348,72,186,7.0,71.0,80.0,81,81,11.0,12.5906,11.377,11.1932,10.8523,-0.6879000000000008
Marcus Kruger 2016,Marcus Kruger,2016,C,25.348,72,186,71.0,80.0,81.0,81,41,12.5906,11.377,11.1932,10.8523,11.0748,-0.4284750000000006
Marcus Kruger 2017,Marcus Kruger,2017,C,26.35,72,186,80.0,81.0,81.0,41,70,11.377,11.1932,10.8523,11.0748,11.7069,0.5825750000000003
Marcus Kruger 2018,Marcus Kruger,2018,C,27.349,72,186,81.0,81.0,41.0,70,48,11.1932,10.8523,11.0748,11.7069,9.5556,-1.6511999999999993
Marcus Kruger 2019,Marcus Kruger,2019,C,28.348,72,186,81.0,41.0,70.0,48,74,10.8523,11.0748,11.7069,9.5556,8.5939,-2.2035
Jordan Nolan 2014,Jordan Nolan,2014,C,24.274,75,219,,,26.0,75,64,,,8.9987,8.3553,8.8914,0.21440000000000126
Jordan Nolan 2015,Jordan Nolan,2015,C,25.274,75,219,,26.0,75.0,64,60,,8.9987,8.3553,8.8914,9.8914,1.1429333333333336
Jordan Nolan 2016,Jordan Nolan,2016,C,26.273,75,219,26.0,75.0,64.0,60,52,8.9987,8.3553,8.8914,9.8914,8.7913,-0.24290000000000056
Jordan Nolan 2017,Jordan Nolan,2017,C,27.275,75,219,75.0,64.0,60.0,52,46,8.3553,8.8914,9.8914,8.7913,10.662,1.6796500000000005
