,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y1 EV A1/60,Y2 EV A1/60,Y3 EV A1/60,Y4 EV A1/60,Y5 EV A1/60,Y5 dEV A1/60,Y1 EV A2/60,Y2 EV A2/60,Y3 EV A2/60,Y4 EV A2/60,Y5 EV A2/60,Y1 EV Rebounds Created/60,Y2 EV Rebounds Created/60,Y3 EV Rebounds Created/60,Y4 EV Rebounds Created/60,Y5 EV Rebounds Created/60,Y1 EV Rush Attempts/60,Y2 EV Rush Attempts/60,Y3 EV Rush Attempts/60,Y4 EV Rush Attempts/60,Y5 EV Rush Attempts/60,Y1 EV oixGF/60,Y2 EV oixGF/60,Y3 EV oixGF/60,Y4 EV oixGF/60,Y5 EV oixGF/60
Antoine Roussel 2018,Antoine Roussel,2018,L,27.861,71,200,81.0,80.0,80.0,60,73,11.5146,12.116,12.0973,12.36,11.3441,0.4503,0.3095,0.496,0.7282,0.6521,-0.20237499999999997,0.386,0.2476,0.372,0.2427,0.2174,0.7076,0.4333,0.744,0.6472,0.7245,0.579,0.3095,0.434,0.2427,2.3207,2.6382,2.8871,2.8674,2.729,2.3207
Antoine Roussel 2019,Antoine Roussel,2019,L,28.86,71,200,80.0,80.0,60.0,73,65,12.116,12.0973,12.36,11.3441,12.8292,0.3095,0.496,0.7282,0.6521,1.2951,0.5591249999999999,0.2476,0.372,0.2427,0.2174,0.2878,0.4333,0.744,0.6472,0.7245,0.5037,0.3095,0.434,0.2427,0.5072,2.3348,2.8871,2.8674,2.729,2.3207,2.3348
Tyler Bozak 2015,Tyler Bozak,2015,C,28.537,73,187,82.0,73.0,78.0,58,82,14.4949,15.3797,15.6576,17.0477,14.9301,0.4038,0.6413,0.4165,1.0923,0.5881,-0.027725,0.2019,0.4275,0.4998,0.5461,0.3921,0.4038,0.5879,0.0833,0.182,0.245,0.2019,0.5344,0.4998,0.3034,2.3902,2.2762,2.7159,2.3309,2.5693,2.3902
Tyler Bozak 2016,Tyler Bozak,2016,C,29.537,73,187,73.0,78.0,58.0,82,57,15.3797,15.6576,17.0477,14.9301,14.4462,0.6413,0.4165,1.0923,0.5881,0.8015,0.17635,0.4275,0.4998,0.5461,0.3921,0.3643,0.5879,0.0833,0.182,0.245,0.6558,0.5344,0.4998,0.3034,0.098,2.7077,2.7159,2.3309,2.5693,2.3902,2.7077
Tyler Bozak 2017,Tyler Bozak,2017,C,30.539,73,187,78.0,58.0,82.0,57,78,15.6576,17.0477,14.9301,14.4462,13.9942,0.4165,1.0923,0.5881,0.8015,0.9894,0.38734999999999997,0.4998,0.5461,0.3921,0.3643,0.4397,0.0833,0.182,0.245,0.6558,0.2199,0.4998,0.3034,0.098,0.1457,2.6236,2.3309,2.5693,2.3902,2.7077,2.6236
Tyler Bozak 2018,Tyler Bozak,2018,C,31.538,73,187,58.0,82.0,57.0,78,81,17.0477,14.9301,14.4462,13.9942,13.4389,1.0923,0.5881,0.8015,0.9894,0.7717,0.16427500000000006,0.5461,0.3921,0.3643,0.4397,0.441,0.182,0.245,0.6558,0.2199,0.6063,0.3034,0.098,0.1457,0.3848,2.8469,2.5693,2.3902,2.7077,2.6236,2.8469
Tyler Bozak 2019,Tyler Bozak,2019,C,32.538,73,187,82.0,57.0,78.0,81,72,14.9301,14.4462,13.9942,13.4389,12.6785,0.5881,0.8015,0.9894,0.7717,0.3944,-0.14122500000000004,0.3921,0.3643,0.4397,0.441,0.8545,0.245,0.6558,0.2199,0.6063,0.6573,0.098,0.1457,0.3848,0.3858,2.4385,2.3902,2.7077,2.6236,2.8469,2.4385
Tyler Bozak 2020,Tyler Bozak,2020,C,33.537,73,187,57.0,78.0,81.0,72,79,14.4462,13.9942,13.4389,12.6785,12.2816,0.8015,0.9894,0.7717,0.3944,0.5104,-0.09570000000000001,0.3643,0.4397,0.441,0.8545,0.5104,0.6558,0.2199,0.6063,0.6573,0.5104,0.1457,0.3848,0.3858,0.2629,2.3895,2.7077,2.6236,2.8469,2.4385,2.3895
Richard Panik 2021,Richard Panik,2021,R,29.649,73,203,82.0,72.0,75.0,69,70,13.0764,13.1111,13.4107,10.3831,11.8319,0.5036,0.8263,0.6562,0.4897,0.5282,-0.29675000000000007,0.4476,0.3814,0.3579,0.7835,0.4226,0.7834,1.1441,1.372,0.3918,0.8452,0.2798,0.5085,0.7158,0.3918,2.0379,2.4666,3.0992,2.7626,2.6366,2.0379
Cody Eakin 2017,Cody Eakin,2017,C,25.359,72,196,82.0,81.0,78.0,82,60,12.1392,13.6994,13.9036,13.4439,13.9486,0.9267,0.4326,0.2213,0.5443,0.3585,-0.250025,0.8238,0.4326,0.7746,0.3266,0.1434,1.2357,1.0814,0.4979,0.4354,0.7169,0.2059,0.4326,0.3873,0.5443,2.4827,2.011,2.6554,2.711,2.6157,2.4827
Cody Eakin 2018,Cody Eakin,2018,C,26.358,72,196,81.0,78.0,82.0,60,80,13.6994,13.9036,13.4439,13.9486,12.4367,0.4326,0.2213,0.5443,0.3585,0.3015,-0.25782499999999997,0.4326,0.7746,0.3266,0.1434,0.5427,1.0814,0.4979,0.4354,0.7169,0.3618,0.4326,0.3873,0.5443,0.2151,2.2464,2.6554,2.711,2.6157,2.4827,2.2464
Cody Eakin 2019,Cody Eakin,2019,C,27.357,72,196,78.0,82.0,60.0,80,78,13.9036,13.4439,13.9486,12.4367,12.9241,0.2213,0.5443,0.3585,0.3015,0.7142,0.16632499999999995,0.7746,0.3266,0.1434,0.5427,0.2381,0.4979,0.4354,0.7169,0.3618,0.7142,0.3873,0.5443,0.2151,0.6031,2.6611,2.711,2.6157,2.4827,2.2464,2.6611
Cody Eakin 2020,Cody Eakin,2020,C,28.357,72,196,82.0,60.0,80.0,78,57,13.4439,13.9486,12.4367,12.9241,12.2276,0.5443,0.3585,0.3015,0.7142,0.6009,-0.021150000000000002,0.3266,0.1434,0.5427,0.2381,0.3004,0.4354,0.7169,0.3618,0.7142,0.701,0.5443,0.2151,0.6031,0.5357,2.5666,2.6157,2.4827,2.2464,2.6611,2.5666
Cody Eakin 2021,Cody Eakin,2021,C,29.359,72,196,60.0,80.0,78.0,57,67,13.9486,12.4367,12.9241,12.2276,11.2196,0.3585,0.3015,0.7142,0.6009,0.2325,-0.36505,0.1434,0.5427,0.2381,0.3004,0.2325,0.7169,0.3618,0.7142,0.701,0.465,0.2151,0.6031,0.5357,0.4006,1.6625,2.4827,2.2464,2.6611,2.5666,1.6625
Cody Eakin 2022,Cody Eakin,2022,C,30.358,72,196,80.0,78.0,57.0,67,69,12.4367,12.9241,12.2276,11.2196,12.2628,0.3015,0.7142,0.6009,0.2325,0.0709,-0.560075,0.5427,0.2381,0.3004,0.2325,0.3546,0.3618,0.7142,0.701,0.465,0.3546,0.6031,0.5357,0.4006,0.5813,1.7097,2.2464,2.6611,2.5666,1.6625,1.7097
Brett Connolly 2019,Brett Connolly,2019,R,26.416,75,198,55.0,71.0,66.0,70,81,10.1085,12.1087,10.2045,10.526,12.3704,0.2158,0.5583,0.6236,0.6515,0.7784,-0.14925,0.2158,0.349,0.0891,0.2443,0.5988,0.4317,0.7677,0.6236,0.4072,0.6587,0.4317,0.4187,0.3563,0.2443,2.6515,2.1875,2.3282,2.2851,2.0513,2.6515
Brett Connolly 2020,Brett Connolly,2020,R,27.415,75,198,71.0,66.0,70.0,81,81,12.1087,10.2045,10.526,12.3704,13.1133,0.5583,0.6236,0.6515,0.7784,0.3316,-0.640625,0.349,0.0891,0.2443,0.5988,0.4642,0.7677,0.6236,0.4072,0.6587,0.6631,0.4187,0.3563,0.2443,0.2994,2.1896,2.3282,2.2851,2.0513,2.6515,2.1896
Joonas Donskoi 2020,Joonas Donskoi,2020,R,27.467,72,185,76.0,61.0,66.0,80,76,12.6169,12.4117,13.322,12.7804,13.4931,0.8134,0.3962,0.6824,0.6455,0.6157,-0.02100000000000002,0.438,0.2377,0.273,0.5868,0.4789,0.6883,1.1095,1.0918,0.5282,0.8893,0.2503,0.317,0.1365,0.2347,2.64,2.7269,2.6913,2.9159,2.798,2.64
Joonas Donskoi 2021,Joonas Donskoi,2021,R,28.469,72,185,61.0,66.0,80.0,76,74,12.4117,13.322,12.7804,13.4931,11.098,0.3962,0.6824,0.6455,0.6157,0.8481,0.13132500000000003,0.2377,0.273,0.5868,0.4789,0.318,1.1095,1.0918,0.5282,0.8893,0.8481,0.317,0.1365,0.2347,0.4789,2.788,2.6913,2.9159,2.798,2.64,2.788
Joonas Donskoi 2022,Joonas Donskoi,2022,R,29.468,72,185,66.0,80.0,76.0,74,75,13.322,12.7804,13.4931,11.098,11.5636,0.6824,0.6455,0.6157,0.8481,0.2767,-0.6590499999999999,0.273,0.5868,0.4789,0.318,0.8302,1.0918,0.5282,0.8893,0.8481,0.2075,0.1365,0.2347,0.4789,0.212,2.1281,2.9159,2.798,2.64,2.788,2.1281
Ryan Dzingel 2021,Ryan Dzingel,2021,C,28.565,72,190,81.0,79.0,78.0,75,58,12.8508,14.308,15.0246,11.8646,10.9254,0.6917,0.5308,0.768,0.9482,0.2746,-0.4982999999999999,0.2306,0.2123,0.4608,0.3161,0.2746,0.9223,0.7431,0.9216,0.4741,0.2746,0.2882,0.2654,0.2048,0.0,1.9839,2.4809,2.3913,2.3695,2.3334,1.9839
Gabriel Landeskog 2016,Gabriel Landeskog,2016,L,22.853,73,215,82.0,61.0,81.0,82,75,15.0837,14.95,16.0348,15.525,14.7209,0.4366,0.4459,1.2473,0.8955,0.5978,-0.18274999999999997,0.6306,0.223,0.3234,0.377,0.5434,1.2613,1.3378,1.2011,1.1311,0.7065,0.6306,0.3344,0.6467,0.4242,2.1613,2.49,2.2798,2.7237,2.3547,2.1613
Gabriel Landeskog 2017,Gabriel Landeskog,2017,L,23.856,73,215,61.0,81.0,82.0,75,72,14.95,16.0348,15.525,14.7209,14.6743,0.4459,1.2473,0.8955,0.5978,0.3407,-0.4496,0.223,0.3234,0.377,0.5434,0.4543,1.3378,1.2011,1.1311,0.7065,0.5679,0.3344,0.6467,0.4242,0.2717,2.3817,2.2798,2.7237,2.3547,2.1613,2.3817
Gabriel Landeskog 2018,Gabriel Landeskog,2018,L,24.855,73,215,81.0,82.0,75.0,72,78,16.0348,15.525,14.7209,14.6743,15.4062,1.2473,0.8955,0.5978,0.3407,0.7489,-0.04454999999999998,0.3234,0.377,0.5434,0.4543,0.5992,1.2011,1.1311,0.7065,0.5679,0.6491,0.6467,0.4242,0.2717,0.4543,2.7651,2.7237,2.3547,2.1613,2.3817,2.7651
Gabriel Landeskog 2019,Gabriel Landeskog,2019,L,25.854,73,215,82.0,75.0,72.0,78,73,15.525,14.7209,14.6743,15.4062,16.7527,0.8955,0.5978,0.3407,0.7489,0.8831,0.13244999999999996,0.377,0.5434,0.4543,0.5992,0.2944,1.1311,0.7065,0.5679,0.6491,0.7359,0.4242,0.2717,0.4543,0.3495,2.8039,2.3547,2.1613,2.3817,2.7651,2.8039
Gabriel Landeskog 2020,Gabriel Landeskog,2020,L,26.854,73,215,75.0,72.0,78.0,73,63,14.7209,14.6743,15.4062,16.7527,16.1065,0.5978,0.3407,0.7489,0.8831,0.6209,-0.247375,0.5434,0.4543,0.5992,0.2944,0.3449,0.7065,0.5679,0.6491,0.7359,0.9658,0.2717,0.4543,0.3495,0.1962,3.0071,2.1613,2.3817,2.7651,2.8039,3.0071
Gabriel Landeskog 2021,Gabriel Landeskog,2021,L,27.856,73,215,72.0,78.0,73.0,63,79,14.6743,15.4062,16.7527,16.1065,15.771,0.3407,0.7489,0.8831,0.6209,0.6341,-0.28907499999999997,0.4543,0.5992,0.2944,0.3449,1.1977,0.5679,0.6491,0.7359,0.9658,1.3386,0.4543,0.3495,0.1962,0.5519,3.1499,2.3817,2.7651,2.8039,3.0071,3.1499
Gabriel Landeskog 2022,Gabriel Landeskog,2022,L,28.855,73,215,78.0,73.0,63.0,79,51,15.4062,16.7527,16.1065,15.771,16.2703,0.7489,0.8831,0.6209,0.6341,0.7954,-0.15115,0.5992,0.2944,0.3449,1.1977,0.7231,0.6491,0.7359,0.9658,1.3386,0.7231,0.3495,0.1962,0.5519,0.4227,3.3768,2.7651,2.8039,3.0071,3.1499,3.3768
Sean Couturier 2016,Sean Couturier,2016,C,22.815,75,211,77.0,78.0,82.0,82,63,10.9494,11.8725,14.3386,14.4998,14.8492,0.5693,0.4395,0.5103,0.5046,0.9621,0.33942499999999987,0.3558,0.3296,0.4593,0.3028,0.449,0.6405,0.8789,0.7655,0.9083,0.6414,0.3558,0.2197,0.3062,0.6056,2.611,2.2503,2.1182,2.3076,2.1447,2.611
Sean Couturier 2017,Sean Couturier,2017,C,23.817,75,211,78.0,82.0,82.0,63,66,11.8725,14.3386,14.4998,14.8492,14.8179,0.4395,0.5103,0.5046,0.9621,0.5522,-0.019074999999999953,0.3296,0.4593,0.3028,0.449,0.4908,0.8789,0.7655,0.9083,0.6414,0.7362,0.2197,0.3062,0.6056,0.2565,2.8804,2.1182,2.3076,2.1447,2.611,2.8804
Sean Couturier 2018,Sean Couturier,2018,C,24.817,75,211,82.0,82.0,63.0,66,82,14.3386,14.4998,14.8492,14.8179,16.4575,0.5103,0.5046,0.9621,0.5522,1.2449,0.5687749999999998,0.4593,0.3028,0.449,0.4908,0.4446,0.7655,0.9083,0.6414,0.7362,0.8892,0.3062,0.6056,0.2565,0.3681,3.1033,2.3076,2.1447,2.611,2.8804,3.1033
Sean Couturier 2019,Sean Couturier,2019,C,25.816,75,211,82.0,63.0,66.0,82,80,14.4998,14.8492,14.8179,16.4575,16.7025,0.5046,0.9621,0.5522,1.2449,0.9879,0.198125,0.3028,0.449,0.4908,0.4446,0.5388,0.9083,0.6414,0.7362,0.8892,0.8532,0.6056,0.2565,0.3681,0.1334,2.9726,2.1447,2.611,2.8804,3.1033,2.9726
Sean Couturier 2020,Sean Couturier,2020,C,26.815,75,211,63.0,66.0,82.0,80,81,14.8492,14.8179,16.4575,16.7025,14.9126,0.9621,0.5522,1.2449,0.9879,0.6997,-0.1955,0.449,0.4908,0.4446,0.5388,0.933,0.6414,0.7362,0.8892,0.8532,0.8747,0.2565,0.3681,0.1334,0.1347,2.8357,2.611,2.8804,3.1033,2.9726,2.8357
Sean Couturier 2021,Sean Couturier,2021,C,27.817,75,211,66.0,82.0,80.0,81,65,14.8179,16.4575,16.7025,14.9126,14.6889,0.5522,1.2449,0.9879,0.6997,0.8169,-0.19640000000000013,0.4908,0.4446,0.5388,0.933,0.6354,0.7362,0.8892,0.8532,0.8747,1.0893,0.3681,0.1334,0.1347,0.2332,2.6142,2.8804,3.1033,2.9726,2.8357,2.6142
Cedric Paquette 2019,Cedric Paquette,2019,C,25.134,72,205,64.0,56.0,58.0,56,80,11.4677,11.0655,9.983,9.6199,9.9396,0.327,0.1937,0.3109,0.1114,0.2264,-0.34184999999999993,0.2453,0.2905,0.3109,0.2228,0.0755,0.8993,0.3873,0.829,0.7796,0.3773,0.0,0.0968,0.4145,0.1114,2.1316,2.1721,2.2009,2.0528,1.9636,2.1316
Cedric Paquette 2020,Cedric Paquette,2020,C,26.134,72,205,56.0,58.0,56.0,80,71,11.0655,9.983,9.6199,9.9396,11.0361,0.1937,0.3109,0.1114,0.2264,0.4456,-0.12577499999999997,0.2905,0.3109,0.2228,0.0755,0.4456,0.3873,0.829,0.7796,0.3773,0.6239,0.0968,0.4145,0.1114,0.1509,2.0829,2.2009,2.0528,1.9636,2.1316,2.0829
Cedric Paquette 2021,Cedric Paquette,2021,C,27.136,72,205,58.0,56.0,80.0,71,68,9.983,9.6199,9.9396,11.0361,8.6716,0.3109,0.1114,0.2264,0.4456,0.0,-0.58405,0.3109,0.2228,0.0755,0.4456,0.5889,0.829,0.7796,0.3773,0.6239,0.8833,0.4145,0.1114,0.1509,0.3565,2.3878,2.0528,1.9636,2.1316,2.0829,2.3878
Michael Raffl 2018,Michael Raffl,2018,L,28.833,73,205,68.0,67.0,82.0,52,76,11.0392,12.8328,12.9388,13.1413,11.9373,0.8792,0.1396,0.509,0.1756,0.2645,-0.5746249999999999,0.1599,0.3489,0.4524,0.0878,0.3307,0.9591,0.4885,0.9048,0.439,0.1984,0.3996,0.5583,0.2262,0.1756,2.3359,2.4131,2.7467,2.5459,2.21,2.3359
Michael Raffl 2019,Michael Raffl,2019,L,29.832,73,205,67.0,82.0,52.0,76,67,12.8328,12.9388,13.1413,11.9373,10.4219,0.1396,0.509,0.1756,0.2645,0.5156,-0.342075,0.3489,0.4524,0.0878,0.3307,0.5156,0.4885,0.9048,0.439,0.1984,0.7733,0.5583,0.2262,0.1756,0.4629,2.0863,2.7467,2.5459,2.21,2.3359,2.0863
Michael Raffl 2020,Michael Raffl,2020,L,30.832,73,205,82.0,52.0,76.0,67,68,12.9388,13.1413,11.9373,10.4219,10.952,0.509,0.1756,0.2645,0.5156,0.7556,0.10455000000000003,0.4524,0.0878,0.3307,0.5156,0.2834,0.9048,0.439,0.1984,0.7733,0.3778,0.2262,0.1756,0.4629,0.6015,2.2197,2.5459,2.21,2.3359,2.0863,2.2197
Michael Raffl 2021,Michael Raffl,2021,L,31.834,73,205,52.0,76.0,67.0,68,64,13.1413,11.9373,10.4219,10.952,11.9655,0.1756,0.2645,0.5156,0.7556,0.5698,-0.07690000000000008,0.0878,0.3307,0.5156,0.2834,0.2279,0.439,0.1984,0.7733,0.3778,0.5698,0.1756,0.4629,0.6015,0.2834,2.2964,2.21,2.3359,2.0863,2.2197,2.2964
Michael Raffl 2022,Michael Raffl,2022,L,32.833,73,205,76.0,67.0,68.0,64,76,11.9373,10.4219,10.952,11.9655,12.6355,0.2645,0.5156,0.7556,0.5698,0.3749,-0.210175,0.3307,0.5156,0.2834,0.2279,0.0625,0.1984,0.7733,0.3778,0.5698,0.4374,0.4629,0.6015,0.2834,0.0,1.9625,2.3359,2.0863,2.2197,2.2964,1.9625
Patrick Marleau 2012,Patrick Marleau,2012,C,32.045,74,215,78.0,76.0,82.0,82,82,14.0861,14.8647,15.3486,15.424,15.8022,0.4369,0.478,0.7151,0.4744,0.463,-0.5975999999999999,0.1092,0.7967,0.5244,0.4744,0.4167,0.8191,0.7967,0.9535,0.9962,0.8335,0.273,0.7435,1.0011,0.8065,2.9598,2.5251,3.0252,2.9843,2.7852,2.9598
Patrick Marleau 2013,Patrick Marleau,2013,C,33.047,74,215,76.0,82.0,82.0,82,82,14.8647,15.3486,15.424,15.8022,14.3872,0.478,0.7151,0.4744,0.463,0.0869,-1.05505,0.7967,0.5244,0.4744,0.4167,0.4344,0.7967,0.9535,0.9962,0.8335,1.477,0.7435,1.0011,0.8065,0.7409,2.8089,3.0252,2.9843,2.7852,2.9598,2.8089
Patrick Marleau 2014,Patrick Marleau,2014,C,34.046,74,215,82.0,82.0,82.0,82,82,15.3486,15.424,15.8022,14.3872,15.2435,0.7151,0.4744,0.463,0.0869,0.768,-0.29905000000000004,0.5244,0.4744,0.4167,0.4344,0.432,0.9535,0.9962,0.8335,1.477,1.056,1.0011,0.8065,0.7409,0.3475,3.0255,2.9843,2.7852,2.9598,2.8089,3.0255
Patrick Marleau 2015,Patrick Marleau,2015,C,35.045,74,215,82.0,82.0,82.0,82,82,15.424,15.8022,14.3872,15.2435,14.9051,0.4744,0.463,0.0869,0.768,0.5891,-0.3842500000000001,0.4744,0.4167,0.4344,0.432,0.4418,0.9962,0.8335,1.477,1.056,0.7364,0.8065,0.7409,0.3475,0.816,2.8438,2.7852,2.9598,2.8089,3.0255,2.8438
Patrick Marleau 2016,Patrick Marleau,2016,C,36.045,74,215,82.0,82.0,82.0,82,82,15.8022,14.3872,15.2435,14.9051,14.1923,0.463,0.0869,0.768,0.5891,0.3609,-0.47509999999999997,0.4167,0.4344,0.432,0.4418,0.1031,0.8335,1.477,1.056,0.7364,0.9796,0.7409,0.3475,0.816,0.4418,2.75,2.9598,2.8089,3.0255,2.8438,2.75
Patrick Marleau 2017,Patrick Marleau,2017,C,37.047,74,215,82.0,82.0,82.0,82,82,14.3872,15.2435,14.9051,14.1923,14.0543,0.0869,0.768,0.5891,0.3609,0.2603,-0.511725,0.4344,0.432,0.4418,0.1031,0.2603,1.477,1.056,0.7364,0.9796,0.7809,0.3475,0.816,0.4418,0.5671,2.7338,2.8089,3.0255,2.8438,2.75,2.7338
Patrick Marleau 2018,Patrick Marleau,2018,C,38.046,74,215,82.0,82.0,82.0,82,82,15.2435,14.9051,14.1923,14.0543,14.5931,0.768,0.5891,0.3609,0.2603,0.4011,-0.4140499999999999,0.432,0.4418,0.1031,0.2603,0.4011,1.056,0.7364,0.9796,0.7809,0.4513,0.816,0.4418,0.5671,0.5206,2.837,3.0255,2.8438,2.75,2.7338,2.837
Patrick Marleau 2019,Patrick Marleau,2019,C,39.046,74,215,82.0,82.0,82.0,82,82,14.9051,14.1923,14.0543,14.5931,14.5081,0.5891,0.3609,0.2603,0.4011,0.5548,-0.29612499999999997,0.4418,0.1031,0.2603,0.4011,0.2017,0.7364,0.9796,0.7809,0.4513,0.6556,0.4418,0.5671,0.5206,0.4011,2.7431,2.8438,2.75,2.7338,2.837,2.7431
Patrick Marleau 2020,Patrick Marleau,2020,C,40.045,74,215,82.0,82.0,82.0,82,77,14.1923,14.0543,14.5931,14.5081,13.7639,0.3609,0.2603,0.4011,0.5548,0.3963,-0.45865,0.1031,0.2603,0.4011,0.2017,0.3302,0.9796,0.7809,0.4513,0.6556,0.6605,0.5671,0.5206,0.4011,0.5043,2.6538,2.75,2.7338,2.837,2.7431,2.6538
Patrick Marleau 2021,Patrick Marleau,2021,C,41.047,74,215,82.0,82.0,82.0,77,82,14.0543,14.5931,14.5081,13.7639,11.4976,0.2603,0.4011,0.5548,0.3963,0.1864,-0.666125,0.2603,0.4011,0.2017,0.3302,0.1864,0.7809,0.4513,0.6556,0.6605,0.6523,0.5206,0.4011,0.5043,0.4623,2.3008,2.7338,2.837,2.7431,2.6538,2.3008
Mikko Koivu 2012,Mikko Koivu,2012,C,28.557,75,213,57.0,79.0,80.0,71,55,15.0787,15.1386,15.0871,14.419,16.0924,0.6981,0.7525,0.6462,0.8791,0.6101,0.021625000000000005,0.6981,0.4515,0.7954,0.8791,0.4745,0.349,0.602,0.348,0.8791,0.4745,0.4887,0.5519,0.3977,0.3516,2.2764,1.9212,2.1036,2.2703,2.3138,2.2764
Mikko Koivu 2013,Mikko Koivu,2013,C,29.559,75,213,79.0,80.0,71.0,55,82,15.1386,15.0871,14.419,16.0924,16.0,0.7525,0.6462,0.8791,0.6101,0.5469,-0.037024999999999975,0.4515,0.7954,0.8791,0.4745,0.4688,0.602,0.348,0.8791,0.4745,0.7812,0.5519,0.3977,0.3516,0.4745,2.5219,2.1036,2.2703,2.3138,2.2764,2.5219
Mikko Koivu 2014,Mikko Koivu,2014,C,30.558,75,213,80.0,71.0,55.0,82,65,15.0871,14.419,16.0924,16.0,16.0803,0.6462,0.8791,0.6101,0.5469,0.9185,0.25769999999999993,0.7954,0.8791,0.4745,0.4688,0.5166,0.348,0.8791,0.4745,0.7812,0.6314,0.3977,0.3516,0.4745,0.0,2.3708,2.2703,2.3138,2.2764,2.5219,2.3708
Mikko Koivu 2015,Mikko Koivu,2015,C,31.557,75,213,71.0,55.0,82.0,65,80,14.419,16.0924,16.0,16.0803,14.65,0.8791,0.6101,0.5469,0.9185,0.6143,-0.014100000000000001,0.8791,0.4745,0.4688,0.5166,0.5631,0.8791,0.4745,0.7812,0.6314,0.4096,0.3516,0.4745,0.0,0.5166,2.4788,2.3138,2.2764,2.5219,2.3708,2.4788
Mikko Koivu 2016,Mikko Koivu,2016,C,32.557,75,213,55.0,82.0,65.0,80,82,16.0924,16.0,16.0803,14.65,15.585,0.6101,0.5469,0.9185,0.6143,0.6103,-0.014200000000000101,0.4745,0.4688,0.5166,0.5631,0.7042,0.4745,0.7812,0.6314,0.4096,0.7981,0.4745,0.0,0.5166,0.1024,2.4301,2.2764,2.5219,2.3708,2.4788,2.4301
Mikko Koivu 2017,Mikko Koivu,2017,C,33.559,75,213,82.0,65.0,80.0,82,80,16.0,16.0803,14.65,15.585,15.051,0.5469,0.9185,0.6143,0.6103,0.2492,-0.2932,0.4688,0.5166,0.5631,0.7042,0.7475,0.7812,0.6314,0.4096,0.7981,0.7973,0.0,0.5166,0.1024,0.1878,2.7247,2.5219,2.3708,2.4788,2.4301,2.7247
Mikko Koivu 2018,Mikko Koivu,2018,C,34.558,75,213,65.0,80.0,82.0,80,82,16.0803,14.65,15.585,15.051,13.9498,0.9185,0.6143,0.6103,0.2492,0.4196,-0.10727500000000001,0.5166,0.5631,0.7042,0.7475,0.577,0.6314,0.4096,0.7981,0.7973,0.8392,0.5166,0.1024,0.1878,0.1993,2.5838,2.3708,2.4788,2.4301,2.7247,2.5838
Valtteri Filppula 2012,Valtteri Filppula,2012,C,27.533,72,189,78.0,80.0,55.0,71,81,13.8269,13.5533,14.6106,13.9998,14.8811,0.5007,0.664,0.896,0.6036,1.1449,0.44889999999999997,0.1669,0.7194,0.2987,0.5433,0.5973,0.2782,0.2213,0.896,0.3018,0.5476,0.2225,0.498,0.224,0.1207,2.4122,2.1424,2.2721,2.7611,2.2817,2.4122
Valtteri Filppula 2013,Valtteri Filppula,2013,C,28.535,72,189,80.0,55.0,71.0,81,70,13.5533,14.6106,13.9998,14.8811,14.4537,0.664,0.896,0.6036,1.1449,0.6075,-0.13022499999999992,0.7194,0.2987,0.5433,0.5973,0.2025,0.2213,0.896,0.3018,0.5476,0.5062,0.498,0.224,0.1207,0.2987,2.3297,2.2721,2.7611,2.2817,2.4122,2.3297
Valtteri Filppula 2014,Valtteri Filppula,2014,C,29.534,72,189,55.0,71.0,81.0,70,75,14.6106,13.9998,14.8811,14.4537,15.5438,0.896,0.6036,1.1449,0.6075,0.5661,-0.17132499999999995,0.2987,0.5433,0.5973,0.2025,0.4117,0.896,0.3018,0.5476,0.5062,0.3088,0.224,0.1207,0.2987,0.405,2.2687,2.7611,2.2817,2.4122,2.3297,2.2687
Valtteri Filppula 2015,Valtteri Filppula,2015,C,30.533,72,189,71.0,81.0,70.0,75,82,13.9998,14.8811,14.4537,15.5438,14.4065,0.6036,1.1449,0.6075,0.5661,0.5587,-0.2552000000000001,0.5433,0.5973,0.2025,0.4117,0.5079,0.3018,0.5476,0.5062,0.3088,0.3555,0.1207,0.2987,0.405,0.2573,2.2866,2.2817,2.4122,2.3297,2.2687,2.2866
Valtteri Filppula 2016,Valtteri Filppula,2016,C,31.533,72,189,81.0,70.0,75.0,82,76,14.8811,14.4537,15.5438,14.4065,13.8318,1.1449,0.6075,0.5661,0.5587,0.5708,-0.188975,0.5973,0.2025,0.4117,0.5079,0.3425,0.5476,0.5062,0.3088,0.3555,0.2854,0.2987,0.405,0.2573,0.254,2.3259,2.4122,2.3297,2.2687,2.2866,2.3259
Valtteri Filppula 2017,Valtteri Filppula,2017,C,32.535,72,189,70.0,75.0,82.0,76,79,14.4537,15.5438,14.4065,13.8318,13.7671,0.6075,0.5661,0.5587,0.5708,0.993,0.38405,0.2025,0.4117,0.5079,0.3425,0.2758,0.5062,0.3088,0.3555,0.2854,0.4965,0.405,0.2573,0.254,0.2283,2.434,2.3297,2.2687,2.2866,2.3259,2.434
Valtteri Filppula 2018,Valtteri Filppula,2018,C,33.534,72,189,75.0,82.0,76.0,79,81,15.5438,14.4065,13.8318,13.7671,13.6309,0.5661,0.5587,0.5708,0.993,0.5434,-0.079175,0.4117,0.5079,0.3425,0.2758,0.4891,0.3088,0.3555,0.2854,0.4965,0.3261,0.2573,0.254,0.2283,0.331,2.0737,2.2687,2.2866,2.3259,2.434,2.0737
