,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PP ATOI,Y2 PP ATOI,Y3 PP ATOI,Y4 PP ATOI,Y5 PP ATOI,Y1 EV A1/60,Y2 EV A1/60,Y3 EV A1/60,Y4 EV A1/60,Y5 EV A1/60,Y1 EV A2/60,Y2 EV A2/60,Y3 EV A2/60,Y4 EV A2/60,Y5 EV A2/60,Y1 PP A1/60,Y2 PP A1/60,Y3 PP A1/60,Y4 PP A1/60,Y5 PP A1/60,Y5 dPP A1/60,Y1 PP A2/60,Y2 PP A2/60,Y3 PP A2/60,Y4 PP A2/60,Y5 PP A2/60,Y5 dPP A2/60,Y1 PP Rebounds Created/60,Y2 PP Rebounds Created/60,Y3 PP Rebounds Created/60,Y4 PP Rebounds Created/60,Y5 PP Rebounds Created/60,Y1 PP oixGF/60,Y2 PP oixGF/60,Y3 PP oixGF/60,Y4 PP oixGF/60,Y5 PP oixGF/60
Christian Dvorak 2021,Christian Dvorak,2021,C,24.663,73,193,78.0,78.0,20.0,82,82,1.4265,1.8361,1.4133,2.759,2.8423,0.4618,0.6941,0.9284,0.7549,0.3936,0.404,0.2892,0.2321,0.2516,0.4724,1.0785,1.2568,0.0,0.932,0.7539,-0.06292500000000001,0.5392,0.8379,0.0,0.3107,0.377,-0.04494999999999999,1.0785,2.0947,0.0,1.5533,0.377,4.3948,6.9252,4.6486,6.0953,5.6318
Christian Dvorak 2022,Christian Dvorak,2022,C,25.663,73,193,78.0,20.0,82.0,82,56,1.8361,1.4133,2.759,2.8423,2.4491,0.6941,0.9284,0.7549,0.3936,1.0543,0.2892,0.2321,0.2516,0.4724,0.4055,1.2568,0.0,0.932,0.7539,0.875,0.13932500000000003,0.8379,0.0,0.3107,0.377,0.875,0.49360000000000004,2.0947,0.0,1.5533,0.377,1.3124,6.9252,4.6486,6.0953,5.6318,6.4659
Christian Dvorak 2023,Christian Dvorak,2023,C,26.662,73,193,20.0,82.0,82.0,56,64,1.4133,2.759,2.8423,2.4491,1.8451,0.9284,0.7549,0.3936,1.0543,0.3689,0.2321,0.2516,0.4724,0.4055,0.7377,0.0,0.932,0.7539,0.875,0.5081,-0.13212500000000005,0.0,0.3107,0.377,0.875,1.0162,0.625525,0.0,1.5533,0.377,1.3124,3.0487,4.6486,6.0953,5.6318,6.4659,7.4134
Brayden Point 2018,Brayden Point,2018,C,21.553,71,180,,,,68,82,,,,2.5002,2.312,,,,0.4297,0.8126,,,,0.4911,0.4302,,,,0.3529,0.3165,-0.03639999999999999,,,,2.1174,1.5824,-0.5349999999999999,,,,0.7058,0.0,,,,6.7546,7.7222
Brayden Point 2019,Brayden Point,2019,C,22.552,71,180,,,68.0,82,79,,,2.5002,2.312,3.3576,,,0.4297,0.8126,1.2776,,,0.4911,0.4302,0.4914,,,0.3529,0.3165,0.4524,0.11770000000000003,,,2.1174,1.5824,2.9406,1.0907,,,0.7058,0.0,0.6786,,,6.7546,7.7222,6.8946
Brayden Point 2020,Brayden Point,2020,C,23.552,71,180,,68.0,82.0,79,77,,2.5002,2.312,3.3576,3.2318,,0.4297,0.8126,1.2776,1.3506,,0.4911,0.4302,0.4914,0.6459,,0.3529,0.3165,0.4524,0.8439,0.46996666666666664,,2.1174,1.5824,2.9406,0.5626,-1.6508666666666667,,0.7058,0.0,0.6786,1.9691,,6.7546,7.7222,6.8946,6.7651
Brayden Point 2021,Brayden Point,2021,C,24.554,71,180,68.0,82.0,79.0,77,82,2.5002,2.312,3.3576,3.2318,3.3464,0.4297,0.8126,1.2776,1.3506,0.5741,0.4911,0.4302,0.4914,0.6459,0.5741,0.3529,0.3165,0.4524,0.8439,1.2807,0.789275,2.1174,1.5824,2.9406,0.5626,1.6009,-0.19984999999999986,0.7058,0.0,0.6786,1.9691,1.2807,6.7546,7.7222,6.8946,6.7651,6.8292
Brayden Point 2022,Brayden Point,2022,C,25.553,71,180,82.0,79.0,77.0,82,66,2.312,3.3576,3.2318,3.3464,3.5457,0.8126,1.2776,1.3506,0.5741,0.5745,0.4302,0.4914,0.6459,0.5741,0.4596,0.3165,0.4524,0.8439,1.2807,1.0256,0.3022250000000001,1.5824,2.9406,0.5626,1.6009,2.0511,0.379475,0.0,0.6786,1.9691,1.2807,1.0256,7.7222,6.8946,6.7651,6.8292,9.084
Brayden Point 2023,Brayden Point,2023,C,26.552,71,180,79.0,77.0,82.0,66,82,3.3576,3.2318,3.3464,3.5457,3.8033,1.2776,1.3506,0.5741,0.5745,0.8793,0.4914,0.6459,0.5741,0.4596,0.6942,0.4524,0.8439,1.2807,1.0256,0.7696,-0.13105,2.9406,0.5626,1.6009,2.0511,1.1543,-0.6344999999999998,0.6786,1.9691,1.2807,1.0256,1.5391,6.8946,6.7651,6.8292,9.084,9.0404
Viktor Arvidsson 2018,Viktor Arvidsson,2018,"L, R",24.483,70,185,,6.0,56.0,80,78,,,0.336,2.0129,2.4996,,0.0,0.4471,0.6387,0.608,,0.0,0.2682,0.5855,0.8843,,,0.0,0.0,0.6155,0.6155,,,0.0,1.863,0.9232,-0.008299999999999974,,,0.0,1.4904,0.6155,,,4.6873,5.1753,7.0658
Viktor Arvidsson 2019,Viktor Arvidsson,2019,"L, R",25.482,70,185,6.0,56.0,80.0,78,58,,0.336,2.0129,2.4996,2.9129,0.0,0.4471,0.6387,0.608,0.4151,0.0,0.2682,0.5855,0.8843,0.4151,,0.0,0.0,0.6155,0.0,-0.2051666666666667,,0.0,1.863,0.9232,0.3551,-0.5736333333333332,,0.0,1.4904,0.6155,0.7103,,4.6873,5.1753,7.0658,5.8633
Viktor Arvidsson 2020,Viktor Arvidsson,2020,"L, R",26.481,70,185,56.0,80.0,78.0,58,67,0.336,2.0129,2.4996,2.9129,2.4804,0.4471,0.6387,0.608,0.4151,0.4021,0.2682,0.5855,0.8843,0.4151,0.3217,0.0,0.0,0.6155,0.0,0.8488,0.694925,0.0,1.863,0.9232,0.3551,0.8488,0.06347499999999995,0.0,1.4904,0.6155,0.7103,1.2731,4.6873,5.1753,7.0658,5.8633,7.5624
Viktor Arvidsson 2021,Viktor Arvidsson,2021,"L, R",27.483,70,185,80.0,78.0,58.0,67,71,2.0129,2.4996,2.9129,2.4804,2.217,0.6387,0.608,0.4151,0.4021,0.9406,0.5855,0.8843,0.4151,0.3217,0.171,0.0,0.6155,0.0,0.8488,0.5523,0.18622499999999997,1.863,0.9232,0.3551,0.8488,0.0,-0.997525,1.4904,0.6155,0.7103,1.2731,2.2093,5.1753,7.0658,5.8633,7.5624,5.6999
Viktor Arvidsson 2022,Viktor Arvidsson,2022,"L, R",28.483,70,185,78.0,58.0,67.0,71,66,2.4996,2.9129,2.4804,2.217,2.6371,0.608,0.4151,0.4021,0.9406,1.0173,0.8843,0.4151,0.3217,0.171,0.5723,0.6155,0.0,0.8488,0.5523,0.3447,-0.15944999999999998,0.9232,0.3551,0.8488,0.0,1.0342,0.502425,0.6155,0.7103,1.2731,2.2093,1.7236,7.0658,5.8633,7.5624,5.6999,8.3907
Viktor Arvidsson 2023,Viktor Arvidsson,2023,"L, R",29.482,70,185,58.0,67.0,71.0,66,77,2.9129,2.4804,2.217,2.6371,2.2587,0.4151,0.4021,0.9406,1.0173,0.7903,0.4151,0.3217,0.171,0.5723,0.1581,0.0,0.8488,0.5523,0.3447,3.4499,3.0134499999999997,0.3551,0.8488,0.0,1.0342,1.725,1.165475,0.7103,1.2731,2.2093,1.7236,2.07,5.8633,7.5624,5.6999,8.3907,8.0556
Danton Heinen 2019,Danton Heinen,2019,L,23.242,73,188,,,8.0,77,77,,,1.7708,2.0262,1.3714,,,0.0,0.5516,0.7498,,,0.0,0.7355,0.3124,,,0.0,1.1537,3.4091,2.83225,,,0.0,2.692,0.0,-1.346,,,0.0,0.3846,1.1364,,,2.8376,6.107,6.4602
Danton Heinen 2020,Danton Heinen,2020,L,24.242,73,188,,8.0,77.0,77,79,,1.7708,2.0262,1.3714,2.206,,0.0,0.5516,0.7498,0.3696,,0.0,0.7355,0.3124,0.5914,,0.0,1.1537,3.4091,0.8119,-0.7090333333333333,,0.0,2.692,0.0,0.406,-0.4913333333333334,,0.0,0.3846,1.1364,0.8119,,2.8376,6.107,6.4602,7.4127
Danton Heinen 2021,Danton Heinen,2021,L,25.244,73,188,8.0,77.0,77.0,79,62,1.7708,2.0262,1.3714,2.206,0.926,0.0,0.5516,0.7498,0.3696,0.669,0.0,0.7355,0.3124,0.5914,0.1115,0.0,1.1537,3.4091,0.8119,0.0,-1.343675,0.0,2.692,0.0,0.406,0.0,-0.7745000000000001,0.0,0.3846,1.1364,0.8119,3.0138,2.8376,6.107,6.4602,7.4127,5.4851
Danton Heinen 2022,Danton Heinen,2022,L,26.243,73,188,77.0,77.0,79.0,62,76,2.0262,1.3714,2.206,0.926,1.1772,0.5516,0.7498,0.3696,0.669,0.686,0.7355,0.3124,0.5914,0.1115,0.2744,1.1537,3.4091,0.8119,0.0,0.0,-1.343675,2.692,0.0,0.406,0.0,0.6706,-0.1039000000000001,0.3846,1.1364,0.8119,3.0138,0.0,6.107,6.4602,7.4127,5.4851,4.4195
Michael Bunting 2022,Michael Bunting,2022,L,26.04,72,192,,5.0,,30,79,,,,1.9087,1.315,,0.0,,0.1939,1.1819,,0.0,,0.3878,0.8058,,,,0.0,1.1551,1.1551,,,,0.0,0.5776,0.5776,,,,1.4969,1.7327,,,,7.2299,7.2947
Michael Bunting 2023,Michael Bunting,2023,L,27.04,72,192,5.0,,30.0,79,82,,,1.9087,1.315,1.8187,0.0,,0.1939,1.1819,0.8912,0.0,,0.3878,0.8058,0.3145,,,0.0,1.1551,0.8046,0.22704999999999997,,,0.0,0.5776,0.4023,0.11349999999999999,,,1.4969,1.7327,2.4139,,,7.2299,7.2947,6.7027
Oskar Lindblom 2020,Oskar Lindblom,2020,L,23.127,73,191,,,23.0,81,35,,,1.4841,1.0827,2.2528,,,0.3982,0.6883,0.8693,,,0.1991,0.2503,0.0,,,0.0,0.6842,0.8878,0.5457000000000001,,,1.7578,0.0,0.0,-0.8789,,,0.0,2.7366,0.0,,,3.5684,6.3831,4.2348
Kevin Labanc 2018,Kevin Labanc,2018,R,21.805,71,185,,,,55,77,,,,1.1418,2.2353,,,,0.7069,0.7088,,,,0.1767,0.3222,,,,1.9108,3.1374,1.2266,,,,0.0,1.3944,1.3944,,,,0.0,1.0458,,,,6.2962,7.6448
Kevin Labanc 2019,Kevin Labanc,2019,R,22.804,71,185,,,55.0,77,82,,,1.1418,2.2353,2.3291,,,0.7069,0.7088,0.6265,,,0.1767,0.3222,0.6892,,,1.9108,3.1374,2.5133,-0.010799999999999699,,,0.0,1.3944,3.1416,2.4444,,,0.0,1.0458,0.6283,,,6.2962,7.6448,8.4321
Kevin Labanc 2020,Kevin Labanc,2020,R,23.804,71,185,,55.0,77.0,82,82,,1.1418,2.2353,2.3291,2.4162,,0.7069,0.7088,0.6265,0.4426,,0.1767,0.3222,0.6892,0.3793,,1.9108,3.1374,2.5133,0.7095,-1.8110000000000002,,0.0,1.3944,3.1416,1.419,-0.09299999999999997,,0.0,1.0458,0.6283,1.419,,6.2962,7.6448,8.4321,8.5388
Kevin Labanc 2021,Kevin Labanc,2021,R,24.806,71,185,55.0,77.0,82.0,82,80,1.1418,2.2353,2.3291,2.4162,2.1545,0.7069,0.7088,0.6265,0.4426,0.6162,0.1767,0.3222,0.6892,0.3793,0.3851,1.9108,3.1374,2.5133,0.7095,1.519,-0.5487500000000003,0.0,1.3944,3.1416,1.419,0.0,-1.48875,0.0,1.0458,0.6283,1.419,1.519,6.2962,7.6448,8.4321,8.5388,7.0684
Victor Olofsson 2021,Victor Olofsson,2021,L,25.208,71,181,,,6.0,63,82,,,2.0972,3.3049,2.9563,,,1.2603,0.5214,0.5221,,,0.0,0.6704,0.2983,,,0.0,1.0086,2.1746,1.6703,,,0.0,1.0086,0.7249,0.22060000000000002,,,0.0,0.6724,1.4497,,,3.9099,5.9406,6.5998
Victor Olofsson 2022,Victor Olofsson,2022,L,26.207,71,181,,6.0,63.0,82,72,,2.0972,3.3049,2.9563,2.2225,,1.2603,0.5214,0.5221,0.9559,,0.0,0.6704,0.2983,0.5098,,0.0,1.0086,2.1746,0.7499,-0.3111666666666666,,0.0,1.0086,0.7249,1.1249,0.5470666666666667,,0.0,0.6724,1.4497,2.9997,,3.9099,5.9406,6.5998,5.7444
Victor Olofsson 2023,Victor Olofsson,2023,L,27.207,71,181,6.0,63.0,82.0,72,75,2.0972,3.3049,2.9563,2.2225,2.5244,1.2603,0.5214,0.5221,0.9559,0.4064,0.0,0.6704,0.2983,0.5098,0.0677,0.0,1.0086,2.1746,0.7499,0.6338,-0.34947499999999987,0.0,1.0086,0.7249,1.1249,0.9507,0.23609999999999998,0.0,0.6724,1.4497,2.9997,1.5845,3.9099,5.9406,6.5998,5.7444,6.8356
Ondrej Kase 2019,Ondrej Kase,2019,R,22.897,72,187,,,53.0,66,30,,,0.227,1.3005,2.2228,,,0.6862,0.8655,0.7455,,,0.2941,0.2885,0.1491,,,0.0,0.0,0.0,0.0,,,0.0,1.3981,2.6993,2.0002500000000003,,,0.0,0.699,0.8998,,,3.6898,6.6548,6.1545
Ondrej Kase 2020,Ondrej Kase,2020,R,23.897,72,187,,53.0,66.0,30,64,,0.227,1.3005,2.2228,1.7391,,0.6862,0.8655,0.7455,0.7041,,0.2941,0.2885,0.1491,0.4694,,0.0,0.0,0.0,1.2546,1.2546,,0.0,1.3981,2.6993,0.0,-1.3658,,0.0,0.699,0.8998,0.6273,,3.6898,6.6548,6.1545,6.4109
Andrew Mangiapane 2022,Andrew Mangiapane,2022,L,25.493,70,184,10.0,44.0,80.0,82,82,0.025,0.4879,0.5537,1.8068,1.799,0.0,0.4084,0.7448,0.8736,0.5787,0.0,0.2723,0.2031,0.0,0.3472,0.0,0.0,1.5936,0.593,0.8135,0.26685000000000003,0.0,0.0,0.0,1.186,0.4067,0.11020000000000002,0.0,0.0,3.1873,1.186,2.0337,0.0,5.2826,6.7888,6.1374,7.4717
Andrew Mangiapane 2023,Andrew Mangiapane,2023,L,26.492,70,184,44.0,80.0,82.0,82,82,0.4879,0.5537,1.8068,1.799,2.0835,0.4084,0.7448,0.8736,0.5787,0.804,0.2723,0.2031,0.0,0.3472,0.3752,0.0,1.5936,0.593,0.8135,0.0,-0.7500249999999999,0.0,0.0,1.186,0.4067,0.7024,0.304225,0.0,3.1873,1.186,2.0337,0.0,5.2826,6.7888,6.1374,7.4717,6.6971
Frank Vatrano 2020,Frank Vatrano,2020,R,25.55,71,197,39.0,44.0,41.0,81,81,0.1983,1.764,0.7061,1.6529,1.4577,0.2638,0.1167,0.4339,0.2282,0.6411,0.1319,0.7002,0.0,0.2853,0.6411,0.0,0.773,0.0,1.3445,0.0,-0.529375,0.0,0.0,0.0,1.3445,0.0,-0.336125,0.0,1.5461,0.0,1.7926,1.193,4.9655,6.3311,4.3731,6.1666,4.9094
Frank Vatrano 2021,Frank Vatrano,2021,R,26.552,71,197,44.0,41.0,81.0,81,82,1.764,0.7061,1.6529,1.4577,1.5899,0.1167,0.4339,0.2282,0.6411,0.2519,0.7002,0.0,0.2853,0.6411,0.2519,0.773,0.0,1.3445,0.0,0.0,-0.529375,0.0,0.0,1.3445,0.0,1.3478,1.011675,1.5461,0.0,1.7926,1.193,1.3478,6.3311,4.3731,6.1666,4.9094,5.7215
Frank Vatrano 2022,Frank Vatrano,2022,R,27.552,71,197,41.0,81.0,81.0,82,71,0.7061,1.6529,1.4577,1.5899,0.8124,0.4339,0.2282,0.6411,0.2519,0.6864,0.0,0.2853,0.6411,0.2519,0.2059,0.0,1.3445,0.0,0.0,0.0,-0.336125,0.0,1.3445,0.0,1.3478,1.0402,0.3671249999999999,0.0,1.7926,1.193,1.3478,0.0,4.3731,6.1666,4.9094,5.7215,4.4311
Frank Vatrano 2023,Frank Vatrano,2023,R,28.551,71,197,81.0,81.0,82.0,71,81,1.6529,1.4577,1.5899,0.8124,1.6179,0.2282,0.6411,0.2519,0.6864,0.4721,0.2853,0.6411,0.2519,0.2059,0.3147,1.3445,0.0,0.0,0.0,0.9157,0.579575,1.3445,0.0,1.3478,1.0402,0.9157,-0.017425000000000024,1.7926,1.193,1.3478,0.0,1.8314,6.1666,4.9094,5.7215,4.4311,7.2156
Kyle Connor 2019,Kyle Connor,2019,L,21.81,74,179,,,20.0,76,82,,,1.425,2.6647,3.4825,,,0.0,0.6656,0.8749,,,0.2779,0.5547,0.2916,,,2.1053,0.2963,0.4202,-0.7806000000000001,,,2.1053,0.8888,1.2607,-0.23635000000000028,,,0.0,0.5925,2.1011,,,9.2842,6.5121,8.4085
Kyle Connor 2020,Kyle Connor,2020,L,22.81,74,179,,20.0,76.0,82,83,,1.425,2.6647,3.4825,3.2822,,0.0,0.6656,0.8749,0.862,,0.2779,0.5547,0.2916,0.4563,,2.1053,0.2963,0.4202,1.2874,0.3468,,2.1053,0.8888,1.2607,0.7724,-0.6458666666666668,,0.0,0.5925,2.1011,1.5448,,9.2842,6.5121,8.4085,8.6588
Kyle Connor 2021,Kyle Connor,2021,L,23.812,74,179,20.0,76.0,82.0,83,82,1.425,2.6647,3.4825,3.2822,3.0476,0.0,0.6656,0.8749,0.862,0.8293,0.2779,0.5547,0.2916,0.4563,0.622,2.1053,0.2963,0.4202,1.2874,0.3516,-0.6757000000000001,2.1053,0.8888,1.2607,0.7724,0.7031,-0.5537000000000002,0.0,0.5925,2.1011,1.5448,2.4609,9.2842,6.5121,8.4085,8.6588,6.9187
Kyle Connor 2022,Kyle Connor,2022,L,24.811,74,179,76.0,82.0,83.0,82,79,2.6647,3.4825,3.2822,3.0476,3.3797,0.6656,0.8749,0.862,0.8293,0.6276,0.5547,0.2916,0.4563,0.622,0.5379,0.2963,0.4202,1.2874,0.3516,2.9213,2.3324249999999997,0.8888,1.2607,0.7724,0.7031,1.573,0.66675,0.5925,2.1011,1.5448,2.4609,2.2472,6.5121,8.4085,8.6588,6.9187,8.4337
Kyle Connor 2023,Kyle Connor,2023,L,25.81,74,179,82.0,83.0,82.0,79,82,3.4825,3.2822,3.0476,3.3797,3.6809,0.8749,0.862,0.8293,0.6276,0.8018,0.2916,0.4563,0.622,0.5379,0.4454,0.4202,1.2874,0.3516,2.9213,2.5842,1.339075,1.2607,0.7724,0.7031,1.573,1.5903,0.5130000000000001,2.1011,1.5448,2.4609,2.2472,3.1806,8.4085,8.6588,6.9187,8.4337,9.0745
Colin White 2020,Colin White,2020,C,22.667,73,194,,2.0,21.0,71,71,,1.675,0.6579,2.1195,2.1986,,0.0,0.4518,0.7324,0.2928,,0.0,0.4518,0.7324,0.6588,,0.0,0.0,0.3987,0.8947,0.7618,,0.0,0.0,0.7974,0.4474,0.18160000000000004,,0.0,0.0,1.5949,1.3421,,15.0448,9.0326,7.5596,5.9858
Colin White 2021,Colin White,2021,C,23.669,73,194,2.0,21.0,71.0,71,65,1.675,0.6579,2.1195,2.1986,1.5511,0.0,0.4518,0.7324,0.2928,0.2035,0.0,0.4518,0.7324,0.6588,0.4071,0.0,0.0,0.3987,0.8947,1.7192,1.39585,0.0,0.0,0.7974,0.4474,0.0,-0.31120000000000003,0.0,0.0,1.5949,1.3421,0.8596,15.0448,9.0326,7.5596,5.9858,5.149
Colin White 2022,Colin White,2022,C,24.669,73,194,21.0,71.0,71.0,65,24,0.6579,2.1195,2.1986,1.5511,2.6375,0.4518,0.7324,0.2928,0.2035,0.1973,0.4518,0.7324,0.6588,0.4071,0.1973,0.0,0.3987,0.8947,1.7192,3.7915,3.0383500000000003,0.0,0.7974,0.4474,0.0,0.9479,0.6366999999999999,0.0,1.5949,1.3421,0.8596,0.9479,9.0326,7.5596,5.9858,5.149,8.9763
Pavel Zacha 2018,Pavel Zacha,2018,C,20.488,76,199,,,1.0,70,69,,,4.2333,1.8452,1.3068,,,5.1282,0.5105,0.7238,,,5.1282,0.0729,0.2895,,,0.0,1.8581,1.3309,0.40184999999999993,,,0.0,1.8581,0.6654,-0.26365000000000005,,,0.0,0.929,0.6654,,,7.6535,5.8018,6.4547
Pavel Zacha 2019,Pavel Zacha,2019,C,21.487,76,199,,1.0,70.0,69,61,,4.2333,1.8452,1.3068,1.7077,,5.1282,0.5105,0.7238,0.242,,5.1282,0.0729,0.2895,0.484,,0.0,1.8581,1.3309,0.576,-0.487,,0.0,1.8581,0.6654,0.576,-0.2651666666666668,,0.0,0.929,0.6654,0.576,,7.6535,5.8018,6.4547,7.2115
Pavel Zacha 2020,Pavel Zacha,2020,C,22.487,76,199,1.0,70.0,69.0,61,76,4.2333,1.8452,1.3068,1.7077,1.6277,5.1282,0.5105,0.7238,0.242,0.814,5.1282,0.0729,0.2895,0.484,0.444,0.0,1.8581,1.3309,0.576,2.2684,1.32715,0.0,1.8581,0.6654,0.576,0.5671,-0.20777499999999993,0.0,0.929,0.6654,0.576,1.7013,7.6535,5.8018,6.4547,7.2115,5.3932
Pavel Zacha 2021,Pavel Zacha,2021,C,23.489,76,199,70.0,69.0,61.0,76,73,1.8452,1.3068,1.7077,1.6277,2.6647,0.5105,0.7238,0.242,0.814,0.8258,0.0729,0.2895,0.484,0.444,0.2753,1.8581,1.3309,0.576,2.2684,0.4503,-1.0580500000000002,1.8581,0.6654,0.576,0.5671,2.2517,1.33505,0.929,0.6654,0.576,1.7013,1.351,5.8018,6.4547,7.2115,5.3932,6.0525
Pavel Zacha 2022,Pavel Zacha,2022,C,24.488,76,199,69.0,61.0,76.0,73,70,1.3068,1.7077,1.6277,2.6647,2.1679,0.7238,0.242,0.814,0.8258,0.6015,0.2895,0.484,0.444,0.2753,0.421,1.3309,0.576,2.2684,0.4503,0.0,-1.1564,0.6654,0.576,0.5671,2.2517,1.5815,0.5664499999999999,0.6654,0.576,1.7013,1.351,0.3954,6.4547,7.2115,5.3932,6.0525,6.0494
Pavel Zacha 2023,Pavel Zacha,2023,C,25.487,76,199,61.0,76.0,73.0,70,82,1.7077,1.6277,2.6647,2.1679,1.7047,0.242,0.814,0.8258,0.6015,0.6721,0.484,0.444,0.2753,0.421,1.0081,0.576,2.2684,0.4503,0.0,2.1462,1.3225249999999997,0.576,0.5671,2.2517,1.5815,0.0,-1.244075,0.576,1.7013,1.351,0.3954,0.8585,7.2115,5.3932,6.0525,6.0494,6.1896
Connor McDavid 2017,Connor McDavid,2017,C,19.716,73,193,,,,45,82,,,,2.9704,3.0272,,,,0.9709,1.3541,,,,0.8827,0.5501,,,,2.2444,2.9005,0.6560999999999999,,,,2.6933,2.9005,0.20720000000000027,,,,0.8978,1.2085,,,,8.0663,8.5976
Connor McDavid 2018,Connor McDavid,2018,C,20.715,73,193,,,45.0,82,82,,,2.9704,3.0272,2.9636,,,0.9709,1.3541,1.2137,,,0.8827,0.5501,0.837,,,2.2444,2.9005,1.7283,-0.84415,,,2.6933,2.9005,1.9752,-0.8216999999999999,,,0.8978,1.2085,2.2221,,,8.0663,8.5976,8.1896
Connor McDavid 2019,Connor McDavid,2019,C,21.714,73,193,,45.0,82.0,82,78,,2.9704,3.0272,2.9636,3.4269,,0.9709,1.3541,1.2137,1.4746,,0.8827,0.5501,0.837,0.5735,,2.2444,2.9005,1.7283,4.4893,2.1982333333333335,,2.6933,2.9005,1.9752,0.8979,-1.6251000000000002,,0.8978,1.2085,2.2221,1.5713,,8.0663,8.5976,8.1896,8.1212
Connor McDavid 2020,Connor McDavid,2020,C,22.714,73,193,45.0,82.0,82.0,78,75,2.9704,3.0272,2.9636,3.4269,3.8885,0.9709,1.3541,1.2137,1.4746,1.0096,0.8827,0.5501,0.837,0.5735,0.6376,2.2444,2.9005,1.7283,4.4893,4.5808,1.7401749999999998,2.6933,2.9005,1.9752,0.8979,3.1342,1.0174749999999997,0.8978,1.2085,2.2221,1.5713,1.4466,8.0663,8.5976,8.1896,8.1212,8.5781
Connor McDavid 2021,Connor McDavid,2021,C,23.716,73,193,82.0,82.0,78.0,75,82,3.0272,2.9636,3.4269,3.8885,4.1756,1.3541,1.2137,1.4746,1.0096,2.0484,0.5501,0.837,0.5735,0.6376,0.6025,2.9005,1.7283,4.4893,4.5808,4.1055,0.6807750000000001,2.9005,1.9752,0.8979,3.1342,3.0791,0.85215,1.2085,2.2221,1.5713,1.4466,1.7962,8.5976,8.1896,8.1212,8.5781,8.9756
Connor McDavid 2022,Connor McDavid,2022,C,24.715,73,193,82.0,78.0,75.0,82,80,2.9636,3.4269,3.8885,4.1756,3.7233,1.2137,1.4746,1.0096,2.0484,1.1602,0.837,0.5735,0.6376,0.6025,0.663,1.7283,4.4893,4.5808,4.1055,4.0286,0.3026249999999999,1.9752,0.8979,3.1342,3.0791,2.8201,0.5485000000000002,2.2221,1.5713,1.4466,1.7962,3.2229,8.1896,8.1212,8.5781,8.9756,10.3335
Connor McDavid 2023,Connor McDavid,2023,C,25.715,73,193,78.0,75.0,82.0,80,82,3.4269,3.8885,4.1756,3.7233,3.9254,1.4746,1.0096,2.0484,1.1602,1.1498,0.5735,0.6376,0.6025,0.663,0.3833,4.4893,4.5808,4.1055,4.0286,5.5921,1.2910500000000003,0.8979,3.1342,3.0791,2.8201,3.7281,1.245275,1.5713,1.4466,1.7962,3.2229,2.0504,8.1212,8.5781,8.9756,10.3335,11.4694
Jack Eichel 2017,Jack Eichel,2017,C,19.927,74,207,,,,81,61,,,,3.0514,2.9828,,,,0.6141,0.7069,,,,0.2834,0.4124,,,,2.1848,2.3083,0.12349999999999994,,,,0.971,2.3083,1.3373,,,,0.4855,1.319,,,,6.6295,8.3495
Jack Eichel 2018,Jack Eichel,2018,C,20.926,74,207,,,81.0,61,67,,,3.0514,2.9828,3.7172,,,0.6141,0.7069,0.802,,,0.2834,0.4124,0.3437,,,2.1848,2.3083,1.6864,-0.5601500000000001,,,0.971,2.3083,2.4092,0.7695499999999997,,,0.4855,1.319,1.2046,,,6.6295,8.3495,8.2514
Jack Eichel 2019,Jack Eichel,2019,C,21.925,74,207,,81.0,61.0,67,77,,3.0514,2.9828,3.7172,3.5335,,0.6141,0.7069,0.802,1.0946,,0.2834,0.4124,0.3437,0.6187,,2.1848,2.3083,1.6864,1.7642,-0.2956333333333332,,0.971,2.3083,2.4092,2.2052,0.3090333333333335,,0.4855,1.319,1.2046,1.9847,,6.6295,8.3495,8.2514,7.2154
Jack Eichel 2020,Jack Eichel,2020,C,22.925,74,207,81.0,61.0,67.0,77,80,3.0514,2.9828,3.7172,3.5335,3.8556,0.6141,0.7069,0.802,1.0946,0.5388,0.2834,0.4124,0.3437,0.6187,0.7348,2.1848,2.3083,1.6864,1.7642,1.8308,-0.15512499999999996,0.971,2.3083,2.4092,2.2052,1.8308,-0.142625,0.4855,1.319,1.2046,1.9847,2.0596,6.6295,8.3495,8.2514,7.2154,6.3665
Jack Eichel 2021,Jack Eichel,2021,C,23.927,74,207,61.0,67.0,77.0,80,30,2.9828,3.7172,3.5335,3.8556,3.4373,0.7069,0.802,1.0946,0.5388,0.6743,0.4124,0.3437,0.6187,0.7348,0.6743,2.3083,1.6864,1.7642,1.8308,0.8312,-1.0662249999999998,2.3083,2.4092,2.2052,1.8308,5.8185,3.6301250000000005,1.319,1.2046,1.9847,2.0596,0.0,8.3495,8.2514,7.2154,6.3665,8.4867
Jack Eichel 2022,Jack Eichel,2022,C,24.926,74,207,67.0,77.0,80.0,30,34,3.7172,3.5335,3.8556,3.4373,2.9206,0.802,1.0946,0.5388,0.6743,0.4297,0.3437,0.6187,0.7348,0.6743,0.2148,1.6864,1.7642,1.8308,0.8312,1.2085,-0.31965,2.4092,2.2052,1.8308,5.8185,1.8127,-1.253225,1.2046,1.9847,2.0596,0.0,1.2085,8.2514,7.2154,6.3665,8.4867,8.3263
