,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PP ATOI,Y2 PP ATOI,Y3 PP ATOI,Y4 PP ATOI,Y5 PP ATOI,Y1 PP G/60,Y2 PP G/60,Y3 PP G/60,Y4 PP G/60,Y5 PP G/60,Y5 dPP G/60,Y1 PP ixG/60,Y2 PP ixG/60,Y3 PP ixG/60,Y4 PP ixG/60,Y5 PP ixG/60,Y1 EV G/60,Y2 EV G/60,Y3 EV G/60,Y4 EV G/60,Y5 EV G/60,Y1 EV ixG/60,Y2 EV ixG/60,Y3 EV ixG/60,Y4 EV ixG/60,Y5 EV ixG/60
Dylan Strome 2023,Dylan Strome,2023,C,25.569,75,200,78.0,68.0,58.0,69,81,2.9953,2.6043,3.0413,2.6874,3.0056,1.5409,0.7944,1.9729,1.6178,0.7394,-0.7421000000000001,1.6422,1.8887,2.0987,1.2,1.6132,0.8199,0.7796,0.608,1.0073,1.0861,0.6066,0.6852,0.6306,0.7053,1.1326
Brock Boeser 2021,Brock Boeser,2021,R,23.598,73,208,9.0,62.0,69.0,67,82,1.7667,2.9497,3.5647,4.0936,3.5991,7.5472,3.2808,1.4636,1.2857,2.3815,-1.0128250000000003,3.2809,1.8688,1.5846,1.4082,1.6095,0.923,1.2669,1.1182,0.8071,0.9601,0.6687,0.6304,0.7521,0.8448,0.7566
Brock Boeser 2022,Brock Boeser,2022,R,24.598,73,208,62.0,69.0,67.0,82,71,2.9497,3.5647,4.0936,3.5991,3.0589,3.2808,1.4636,1.2857,2.3815,3.0389,0.9359999999999999,1.8688,1.5846,1.4082,1.6095,2.7471,1.2669,1.1182,0.8071,0.9601,0.656,0.6304,0.7521,0.8448,0.7566,0.8184
Brock Boeser 2023,Brock Boeser,2023,R,25.597,73,208,69.0,67.0,82.0,71,74,3.5647,4.0936,3.5991,3.0589,2.8696,1.4636,1.2857,2.3815,3.0389,1.6953,-0.34712500000000013,1.5846,1.4082,1.6095,2.7471,2.7645,1.1182,0.8071,0.9601,0.656,0.6776,0.7521,0.8448,0.7566,0.8184,0.7246
Mathew Barzal 2021,Mathew Barzal,2021,C,23.352,73,190,2.0,82.0,82.0,80,80,0.5167,3.1659,2.9772,2.6537,2.5033,0.0,1.1556,0.7373,1.33,0.4358,-0.369925,0.0,0.6591,1.2977,1.2531,1.0583,0.0,0.855,0.7377,0.7663,1.0842,0.0,0.6867,0.7155,0.681,0.8296
Mathew Barzal 2022,Mathew Barzal,2022,C,24.351,73,190,82.0,82.0,80.0,80,73,3.1659,2.9772,2.6537,2.5033,2.6498,1.1556,0.7373,1.33,0.4358,0.3102,-0.6044750000000001,0.6591,1.2977,1.2531,1.0583,0.9752,0.855,0.7377,0.7663,1.0842,0.7545,0.6867,0.7155,0.681,0.8296,0.7423
Mathew Barzal 2023,Mathew Barzal,2023,C,25.35,73,190,82.0,80.0,80.0,73,58,2.9772,2.6537,2.5033,2.6498,3.4595,0.7373,1.33,0.4358,0.3102,1.1961,0.49277499999999996,1.2977,1.2531,1.0583,0.9752,1.3921,0.7377,0.7663,1.0842,0.7545,0.6799,0.7155,0.681,0.8296,0.7423,0.6632
Roope Hintz 2022,Roope Hintz,2022,C,24.871,75,215,,58.0,70.0,60,80,,1.7638,1.9644,2.8285,2.5352,,1.7595,1.5271,3.1043,2.6625,0.5322,,2.0661,1.6574,2.1816,2.3329,,0.5164,1.1342,0.9308,1.3105,,0.9105,1.1491,1.0432,1.5171
Roope Hintz 2023,Roope Hintz,2023,C,25.871,75,215,58.0,70.0,60.0,80,73,1.7638,1.9644,2.8285,2.5352,3.0048,1.7595,1.5271,3.1043,2.6625,2.4618,0.19845000000000024,2.0661,1.6574,2.1816,2.3329,2.2995,0.5164,1.1342,0.9308,1.3105,1.5029,0.9105,1.1491,1.0432,1.5171,1.5161
Jack Roslovic 2023,Jack Roslovic,2023,C,25.671,73,200,77.0,83.0,70.0,81,77,0.6227,1.3077,1.8771,1.5346,2.1812,6.2565,0.6462,2.6637,1.9308,0.7145,-2.1597999999999997,2.4725,1.6912,1.5336,1.1433,1.6595,0.3423,0.6887,0.6727,1.1151,0.4317,0.5353,0.7209,0.7185,0.8277,0.6255
Anthony Beauvillier 2021,Anthony Beauvillier,2021,L,23.316,71,180,66.0,71.0,81.0,80,68,0.4919,0.9455,1.6883,1.8027,1.8298,0.0,2.6812,0.4388,1.4684,2.093,0.9459,0.9188,1.4638,1.8692,1.6509,1.2583,0.6562,1.1875,0.9728,0.8374,1.0858,0.57,0.7145,0.8161,0.6648,0.7629
Anthony Beauvillier 2022,Anthony Beauvillier,2022,L,24.316,71,180,71.0,81.0,80.0,68,75,0.9455,1.6883,1.8027,1.8298,1.7262,2.6812,0.4388,1.4684,2.093,2.3172,0.6468500000000001,1.4638,1.8692,1.6509,1.2583,1.64,1.1875,0.9728,0.8374,1.0858,0.3818,0.7145,0.8161,0.6648,0.7629,0.7136
Anthony Beauvillier 2023,Anthony Beauvillier,2023,L,25.315,71,180,81.0,80.0,68.0,75,82,1.6883,1.8027,1.8298,1.7262,1.9311,0.4388,1.4684,2.093,2.3172,1.1367,-0.44265,1.8692,1.6509,1.2583,1.64,1.5809,0.9728,0.8374,1.0858,0.3818,0.782,0.8161,0.6648,0.7629,0.7136,0.7044
Mitchell Marner 2020,Mitchell Marner,2020,R,22.407,72,181,,77.0,82.0,82,69,,2.3842,2.198,2.5896,3.2333,,1.3073,2.6632,0.8477,1.8871,0.28103333333333347,,1.5453,2.7252,1.624,1.9937,,0.8158,0.7244,1.0137,0.6341,,1.1033,0.948,1.2186,0.9164
Mitchell Marner 2021,Mitchell Marner,2021,R,23.409,72,181,77.0,82.0,82.0,69,80,2.3842,2.198,2.5896,3.2333,3.1376,1.3073,2.6632,0.8477,1.8871,0.0,-1.6763249999999998,1.5453,2.7252,1.624,1.9937,1.4231,0.8158,0.7244,1.0137,0.6341,1.259,1.1033,0.948,1.2186,0.9164,1.4353
Mitchell Marner 2022,Mitchell Marner,2022,R,24.409,72,181,82.0,82.0,69.0,80,72,2.198,2.5896,3.2333,3.1376,3.1171,2.6632,0.8477,1.8871,0.0,1.604,0.25450000000000017,2.7252,1.624,1.9937,1.4231,2.6269,0.7244,1.0137,0.6341,1.259,1.3779,0.948,1.2186,0.9164,1.4353,1.2137
Mitchell Marner 2023,Mitchell Marner,2023,R,25.408,72,181,82.0,69.0,80.0,72,80,2.5896,3.2333,3.1376,3.1171,3.5748,0.8477,1.8871,0.0,1.604,1.8882,0.8035000000000001,1.624,1.9937,1.4231,2.6269,1.4788,1.0137,0.6341,1.259,1.3779,0.8282,1.2186,0.9164,1.4353,1.2137,0.8292
Denis Gurianov 2023,Denis Gurianov,2023,R,25.318,75,205,21.0,75.0,80.0,73,66,1.1008,1.9036,2.2179,1.9632,1.2146,0.0,3.4473,1.9675,1.6746,0.7484,-1.02395,1.1127,1.6202,1.4172,1.9575,0.9998,0.2924,1.0213,0.6428,0.4727,0.4558,0.4927,0.8493,0.7537,0.5925,0.6597
Jake DeBrusk 2021,Jake DeBrusk,2021,L,23.957,72,197,,70.0,68.0,76,60,,1.8112,2.6561,2.5646,1.3955,,0.9465,2.6576,2.5195,2.0973,0.05610000000000026,,1.6278,1.5807,2.4642,1.3598,,0.9632,1.2633,0.8271,0.3455,,0.8437,0.8454,0.8293,0.8466
Jake DeBrusk 2022,Jake DeBrusk,2022,L,24.956,72,197,70.0,68.0,76.0,60,77,1.8112,2.6561,2.5646,1.3955,1.2853,0.9465,2.6576,2.5195,2.0973,1.8188,-0.2364250000000001,1.6278,1.5807,2.4642,1.3598,2.0054,0.9632,1.2633,0.8271,0.3455,1.3107,0.8437,0.8454,0.8293,0.8466,1.0095
Jake DeBrusk 2023,Jake DeBrusk,2023,L,25.956,72,197,68.0,76.0,60.0,77,64,2.6561,2.5646,1.3955,1.2853,2.919,2.6576,2.5195,2.0973,1.8188,1.927,-0.34629999999999983,1.5807,2.4642,1.3598,2.0054,3.1905,1.2633,0.8271,0.3455,1.3107,1.5755,0.8454,0.8293,0.8466,1.0095,1.2054
Artemi Panarin 2019,Artemi Panarin,2019,L,26.922,72,173,,80.0,82.0,81,79,,2.8456,3.1508,2.9457,2.7973,,2.1085,2.0901,1.7603,1.6291,-0.35719999999999996,,1.9602,1.5384,2.2189,1.7949,,1.0542,0.9883,0.8632,0.9819,,0.957,1.0098,0.9666,0.7776
Artemi Panarin 2020,Artemi Panarin,2020,L,27.921,72,173,80.0,82.0,81.0,79,81,2.8456,3.1508,2.9457,2.7973,3.6599,2.1085,2.0901,1.7603,1.6291,1.6631,-0.2339,1.9602,1.5384,2.2189,1.7949,1.7104,1.0542,0.9883,0.8632,0.9819,1.2935,0.957,1.0098,0.9666,0.7776,0.9457
Artemi Panarin 2021,Artemi Panarin,2021,L,28.923,72,173,82.0,81.0,79.0,81,61,3.1508,2.9457,2.7973,3.6599,3.8627,2.0901,1.7603,1.6291,1.6631,1.8492,0.06355,1.5384,2.2189,1.7949,1.7104,2.476,0.9883,0.8632,0.9819,1.2935,1.0948,1.0098,0.9666,0.7776,0.9457,0.722
Artemi Panarin 2022,Artemi Panarin,2022,L,29.923,72,173,81.0,79.0,81.0,61,75,2.9457,2.7973,3.6599,3.8627,2.9993,1.7603,1.6291,1.6631,1.8492,1.3336,-0.3918250000000001,2.2189,1.7949,1.7104,2.476,2.1742,0.8632,0.9819,1.2935,1.0948,0.8397,0.9666,0.7776,0.9457,0.722,0.7741
Artemi Panarin 2023,Artemi Panarin,2023,L,30.922,72,173,79.0,81.0,61.0,75,82,2.7973,3.6599,3.8627,2.9993,3.5858,1.6291,1.6631,1.8492,1.3336,1.8365,0.2177500000000001,1.7949,1.7104,2.476,2.1742,2.5266,0.9819,1.2935,1.0948,0.8397,0.9141,0.7776,0.9457,0.722,0.7741,0.7797
Derek Ryan 2020,Derek Ryan,2020,C,32.757,70,185,6.0,67.0,80.0,81,80,0.8944,2.1231,2.0235,1.7068,0.8679,11.1801,1.6872,1.1119,0.868,1.0167,-2.6951,0.8209,1.0928,1.7612,0.6601,1.4184,0.8843,0.4364,0.6812,0.8004,0.59,0.204,0.5301,0.8158,0.6366,0.6228
Conor Garland 2022,Conor Garland,2022,R,25.559,70,165,,47.0,80.0,71,77,,2.4085,2.0958,2.8452,1.5972,,2.1201,1.684,1.2911,0.4879,-1.2105,,1.9954,2.0019,1.1814,0.8705,,1.1073,1.3213,0.7353,0.9529,,0.7683,0.7527,0.7409,0.9129
Conor Garland 2023,Conor Garland,2023,R,26.558,70,165,47.0,80.0,71.0,77,81,2.4085,2.0958,2.8452,1.5972,1.5465,2.1201,1.684,1.2911,0.4879,0.958,-0.437775,1.9954,2.0019,1.1814,0.8705,1.559,1.1073,1.3213,0.7353,0.9529,0.8204,0.7683,0.7527,0.7409,0.9129,0.7604
Troy Terry 2022,Troy Terry,2022,R,24.058,72,185,2.0,32.0,55.0,70,75,0.15,1.8818,1.7809,1.7587,2.0436,0.0,1.9928,0.0,0.0,3.1318,2.6336000000000004,0.0,0.5027,1.253,1.4508,1.7864,0.0,0.3118,0.405,0.6805,1.3874,0.6648,0.4993,0.7223,0.6843,1.1765
Troy Terry 2023,Troy Terry,2023,R,25.057,72,185,32.0,55.0,70.0,75,70,1.8818,1.7809,1.7587,2.0436,2.7848,1.9928,0.0,0.0,3.1318,1.539,0.2578499999999999,0.5027,1.253,1.4508,1.7864,2.8634,0.3118,0.405,0.6805,1.3874,0.9405,0.4993,0.7223,0.6843,1.1765,0.9997
Matthew Tkachuk 2020,Matthew Tkachuk,2020,L,21.805,74,201,,76.0,68.0,80,81,,2.0237,2.9799,3.2229,2.863,,1.1704,2.961,2.5598,1.5186,-0.7118,,1.7903,2.9442,2.0,1.7759,,0.6258,0.8661,1.2006,1.0231,,0.7721,0.8386,0.9246,0.9209
Matthew Tkachuk 2021,Matthew Tkachuk,2021,L,22.807,74,201,76.0,68.0,80.0,81,82,2.0237,2.9799,3.2229,2.863,3.203,1.1704,2.961,2.5598,1.5186,1.338,-0.7144499999999998,1.7903,2.9442,2.0,1.7759,2.2522,0.6258,0.8661,1.2006,1.0231,0.8681,0.7721,0.8386,0.9246,0.9209,0.843
Matthew Tkachuk 2022,Matthew Tkachuk,2022,L,23.806,74,201,68.0,80.0,81.0,82,82,2.9799,3.2229,2.863,3.203,2.9307,2.961,2.5598,1.5186,1.338,2.996,0.9016500000000001,2.9442,2.0,1.7759,2.2522,3.1333,0.8661,1.2006,1.0231,0.8681,1.4726,0.8386,0.9246,0.9209,0.843,1.1476
Matthew Tkachuk 2023,Matthew Tkachuk,2023,L,24.806,74,201,80.0,81.0,82.0,82,79,3.2229,2.863,3.203,2.9307,4.4321,2.5598,1.5186,1.338,2.996,2.3991,0.2959999999999998,2.0,1.7759,2.2522,3.1333,3.4509,1.2006,1.0231,0.8681,1.4726,1.2651,0.9246,0.9209,0.843,1.1476,1.234
Auston Matthews 2020,Auston Matthews,2020,C,22.038,75,208,,82.0,62.0,68,82,,2.4713,2.1462,2.5733,3.2424,,2.3686,2.2545,4.1147,3.1723,0.25970000000000004,,2.5312,2.0877,3.4546,2.5198,,1.5471,1.6991,1.3822,1.7034,,1.5995,1.2966,1.4472,1.2827
Auston Matthews 2021,Auston Matthews,2021,C,23.04,75,208,82.0,62.0,68.0,82,76,2.4713,2.1462,2.5733,3.2424,3.2446,2.3686,2.2545,4.1147,3.1723,3.5563,0.5787749999999998,2.5312,2.0877,3.4546,2.5198,2.9805,1.5471,1.6991,1.3822,1.7034,1.9749,1.5995,1.2966,1.4472,1.2827,1.6627
Auston Matthews 2022,Auston Matthews,2022,C,24.039,75,208,62.0,68.0,82.0,76,73,2.1462,2.5733,3.2424,3.2446,3.1112,2.2545,4.1147,3.1723,3.5563,4.2269,0.9524499999999998,2.0877,3.4546,2.5198,2.9805,3.4953,1.6991,1.3822,1.7034,1.9749,2.084,1.2966,1.4472,1.2827,1.6627,1.7159
Auston Matthews 2023,Auston Matthews,2023,C,25.038,75,208,68.0,82.0,76.0,73,74,2.5733,3.2424,3.2446,3.1112,3.6257,4.1147,3.1723,3.5563,4.2269,2.9072,-0.86035,3.4546,2.5198,2.9805,3.4953,3.2914,1.3822,1.7034,1.9749,2.084,1.3201,1.4472,1.2827,1.6627,1.7159,1.7434
Alex DeBrincat 2021,Alex DeBrincat,2021,R,22.788,68,178,,82.0,82.0,82,74,,2.0398,3.2661,3.4579,3.8105,,2.1523,2.9124,2.4788,2.7787,0.2642000000000002,,1.4702,1.9341,2.1173,1.7086,,1.2758,1.4316,0.492,1.6005,,0.9947,0.8329,0.9158,0.9588
Alex DeBrincat 2022,Alex DeBrincat,2022,R,23.787,68,178,82.0,82.0,82.0,74,82,2.0398,3.2661,3.4579,3.8105,3.6096,2.1523,2.9124,2.4788,2.7787,2.838,0.25744999999999996,1.4702,1.9341,2.1173,1.7086,2.3902,1.2758,1.4316,0.492,1.6005,1.1948,0.9947,0.8329,0.9158,0.9588,0.9744
Alex DeBrincat 2023,Alex DeBrincat,2023,R,24.786,68,178,82.0,82.0,74.0,82,82,3.2661,3.4579,3.8105,3.6096,4.0841,2.9124,2.4788,2.7787,2.838,1.9707,-0.7812749999999999,1.9341,2.1173,1.7086,2.3902,2.2152,1.4316,0.492,1.6005,1.1948,0.7866,0.8329,0.9158,0.9588,0.9744,0.9838
Patrik Laine 2020,Patrik Laine,2020,L,21.452,77,205,,73.0,82.0,82,80,,2.7144,3.0067,3.5004,3.2098,,2.7252,4.8672,3.1355,2.1991,-1.376866666666667,,2.3971,3.318,3.6279,3.1434,,1.462,1.3035,0.8019,1.0966,,1.1421,1.39,1.1467,1.3152
Patrik Laine 2021,Patrik Laine,2021,L,22.454,77,205,73.0,82.0,82.0,80,67,2.7144,3.0067,3.5004,3.2098,2.1551,2.7252,4.8672,3.1355,2.1991,2.421,-0.8107500000000001,2.3971,3.318,3.6279,3.1434,1.6278,1.462,1.3035,0.8019,1.0966,0.6881,1.1421,1.39,1.1467,1.3152,0.5078
Patrik Laine 2022,Patrik Laine,2022,L,23.453,77,205,82.0,82.0,80.0,67,56,3.0067,3.5004,3.2098,2.1551,3.4196,4.8672,3.1355,2.1991,2.421,1.5666,-1.5891,3.318,3.6279,3.1434,1.6278,2.5546,1.3035,0.8019,1.0966,0.6881,1.4662,1.39,1.1467,1.3152,0.5078,1.2047
Patrik Laine 2023,Patrik Laine,2023,L,24.452,77,205,82.0,80.0,67.0,56,55,3.5004,3.2098,2.1551,3.4196,3.35,3.1355,2.1991,2.421,1.5666,2.6052,0.27464999999999984,3.6279,3.1434,1.6278,2.5546,3.2886,0.8019,1.0966,0.6881,1.4662,0.9688,1.1467,1.3152,0.5078,1.2047,1.098
Clayton Keller 2021,Clayton Keller,2021,R,22.177,70,178,3.0,82.0,82.0,82,82,1.7167,3.0447,3.5364,2.685,2.7286,0.0,1.4419,0.2069,0.6385,1.5707,0.998875,0.0,2.8568,1.8974,2.274,1.6071,0.0,0.8336,0.6539,0.9495,0.7723,0.0,1.1207,1.0246,1.2983,1.1955
Clayton Keller 2022,Clayton Keller,2022,R,23.177,70,178,82.0,82.0,82.0,82,67,3.0447,3.5364,2.685,2.7286,2.9025,1.4419,0.2069,0.6385,1.5707,1.5427,0.5781999999999999,2.8568,1.8974,2.274,1.6071,2.0773,0.8336,0.6539,0.9495,0.7723,1.2269,1.1207,1.0246,1.2983,1.1955,1.1778
Clayton Keller 2023,Clayton Keller,2023,R,24.176,70,178,82.0,82.0,82.0,67,82,3.5364,2.685,2.7286,2.9025,3.215,0.2069,0.6385,1.5707,1.5427,1.3655,0.3757999999999999,1.8974,2.274,1.6071,2.0773,1.7563,0.6539,0.9495,0.7723,1.2269,1.295,1.0246,1.2983,1.1955,1.1778,1.1721
Pierre-Luc Dubois 2021,Pierre-Luc Dubois,2021,L,22.273,76,214,,82.0,82.0,82,67,,1.9394,2.2994,2.6488,1.5359,,2.2637,0.6364,0.3236,0.8493,-0.22526666666666662,,1.4044,0.8843,0.8549,1.2893,,0.7045,1.2005,0.9642,0.7794,,0.6142,0.7133,0.6052,0.4763
Pierre-Luc Dubois 2022,Pierre-Luc Dubois,2022,L,23.272,76,214,82.0,82.0,82.0,67,81,1.9394,2.2994,2.6488,1.5359,3.0977,2.2637,0.6364,0.3236,0.8493,3.5868,2.56855,1.4044,0.8843,0.8549,1.2893,2.1514,0.7045,1.2005,0.9642,0.7794,0.6112,0.6142,0.7133,0.6052,0.4763,0.8883
Pierre-Luc Dubois 2023,Pierre-Luc Dubois,2023,L,24.272,76,214,82.0,82.0,67.0,81,73,2.2994,2.6488,1.5359,3.0977,3.626,0.6364,0.3236,0.8493,3.5868,2.4934,1.1443749999999997,0.8843,0.8549,1.2893,2.1514,2.7004,1.2005,0.9642,0.7794,0.6112,0.8377,0.7133,0.6052,0.4763,0.8883,0.7813
Jesper Bratt 2021,Jesper Bratt,2021,L,22.174,70,175,,74.0,51.0,70,67,,2.05,2.1673,2.0414,2.3696,,1.5821,0.5428,0.4899,1.1009,0.22929999999999995,,1.3087,0.8757,0.9979,1.5655,,0.5339,0.6417,1.2682,0.4942,,0.5675,0.7607,0.8566,1.0742
Jesper Bratt 2022,Jesper Bratt,2022,L,23.174,70,175,74.0,51.0,70.0,67,76,2.05,2.1673,2.0414,2.3696,2.6971,1.5821,0.5428,0.4899,1.1009,0.8781,-0.05082500000000001,1.3087,0.8757,0.9979,1.5655,0.8084,0.5339,0.6417,1.2682,0.4942,1.1857,0.5675,0.7607,0.8566,1.0742,1.1621
Jesper Bratt 2023,Jesper Bratt,2023,L,24.173,70,175,51.0,70.0,67.0,76,82,2.1673,2.0414,2.3696,2.6971,2.7917,0.5428,0.4899,1.1009,0.8781,2.0968,1.3438750000000002,0.8757,0.9979,1.5655,0.8084,1.6556,0.6417,1.2682,0.4942,1.1857,1.2076,0.7607,0.8566,1.0742,1.1621,1.3264
Casey Mittelstadt 2022,Casey Mittelstadt,2022,C,22.859,73,195,6.0,77.0,36.0,60,40,2.15,1.763,1.7274,2.2085,2.5096,4.6512,1.326,1.1204,1.9879,0.5977,-1.6736749999999998,0.3039,1.8482,1.1591,1.4648,1.0479,0.0,0.6007,0.5292,0.6558,0.5736,0.6055,0.5545,0.484,0.5999,0.6271
Casey Mittelstadt 2023,Casey Mittelstadt,2023,C,23.858,73,195,77.0,36.0,60.0,40,82,1.763,1.7274,2.2085,2.5096,2.1157,1.326,1.1204,1.9879,0.5977,1.3834,0.12539999999999996,1.8482,1.1591,1.4648,1.0479,1.1336,0.6007,0.5292,0.6558,0.5736,0.5518,0.5545,0.484,0.5999,0.6271,0.6417
Nico Hischier 2021,Nico Hischier,2021,C,21.742,73,175,,82.0,69.0,68,30,,2.0498,2.9089,2.7029,2.9198,,0.357,0.8968,0.7655,2.9356,2.2625,,1.3649,1.4712,2.0286,2.4729,,1.0119,0.837,0.7945,0.4099,,0.8453,0.7328,0.6351,0.4926
Nico Hischier 2022,Nico Hischier,2022,C,22.741,73,175,82.0,69.0,68.0,30,70,2.0498,2.9089,2.7029,2.9198,2.811,0.357,0.8968,0.7655,2.9356,1.2197,-0.01902500000000007,1.3649,1.4712,2.0286,2.4729,1.7144,1.0119,0.837,0.7945,0.4099,0.9858,0.8453,0.7328,0.6351,0.4926,0.6921
Nico Hischier 2023,Nico Hischier,2023,C,23.741,73,175,69.0,68.0,30.0,70,81,2.9089,2.7029,2.9198,2.811,2.9728,0.8968,0.7655,2.9356,1.2197,1.7442,0.28980000000000006,1.4712,2.0286,2.4729,1.7144,2.2853,0.837,0.7945,0.4099,0.9858,1.094,0.7328,0.6351,0.4926,0.6921,1.2298
Elias Pettersson 2022,Elias Pettersson,2022,C,22.886,74,176,,71.0,80.0,38,80,,3.6113,3.8463,4.2891,3.2198,,2.3401,1.8352,2.1521,2.3293,0.22016666666666662,,1.2134,1.8566,2.3691,1.834,,0.9874,1.155,0.9795,1.0197,,0.7107,0.9898,1.131,1.0658
Elias Pettersson 2023,Elias Pettersson,2023,C,23.886,74,176,71.0,80.0,38.0,80,80,3.6113,3.8463,4.2891,3.2198,3.8367,2.3401,1.8352,2.1521,2.3293,1.1729,-0.9912750000000001,1.2134,1.8566,2.3691,1.834,2.2391,0.9874,1.155,0.9795,1.0197,1.4078,0.7107,0.9898,1.131,1.0658,1.3013
Nick Suzuki 2023,Nick Suzuki,2023,C,23.144,71,208,,83.0,82.0,82,82,,2.1601,2.3693,3.0797,3.3573,,2.3473,2.261,1.9007,1.5256,-0.6440666666666666,,1.4361,1.0857,1.5442,1.6137,,0.4381,0.644,0.5077,0.7293,,0.8025,0.8204,0.6812,0.6119
Robert Thomas 2022,Robert Thomas,2022,C,22.251,72,218,,70.0,77.0,48,72,,1.2836,1.477,1.4384,2.0461,,2.0033,0.6155,0.0,1.2219,0.34896666666666665,,1.5299,1.2764,0.9755,1.2965,,0.4416,0.6268,0.4541,0.8272,,0.5803,0.634,0.5056,0.808
Robert Thomas 2023,Robert Thomas,2023,C,23.25,72,218,70.0,77.0,48.0,72,73,1.2836,1.477,1.4384,2.0461,3.0041,2.0033,0.6155,0.0,1.2219,1.368,0.4078250000000001,1.5299,1.2764,0.9755,1.2965,0.904,0.4416,0.6268,0.4541,0.8272,0.6524,0.5803,0.634,0.5056,0.808,0.6148
Max Comtois 2023,Max Comtois,2023,L,23.73,74,210,10.0,34.0,80.0,52,64,1.4883,2.1891,1.7533,1.6032,1.0823,0.0,1.8903,0.6222,0.0,0.0,-0.628125,0.0,1.5145,1.0954,1.3278,1.3881,0.9165,0.5366,1.2012,0.5608,0.6693,0.4493,0.5902,0.8882,0.6503,0.595
Martin Necas 2023,Martin Necas,2023,C,23.71,74,189,7.0,75.0,77.0,78,82,1.9238,1.8122,1.7921,1.6491,3.0528,0.0,2.5866,2.5268,0.9329,2.1571,0.6455249999999999,2.4853,1.1882,1.4579,1.1632,1.3658,1.0582,0.8397,0.6252,0.6408,0.9344,0.2314,0.5903,0.7283,0.7347,0.9859
Alex Iafallo 2022,Alex Iafallo,2022,L,27.779,72,200,75.0,82.0,82.0,80,79,0.5433,1.6258,2.4838,2.8342,2.7641,0.0,0.9001,2.0706,1.5396,0.8243,-0.30327499999999996,1.2658,1.0679,1.6851,1.7604,1.6701,0.5074,0.6428,0.6325,0.6522,0.7008,0.5976,0.4634,0.4544,0.5663,0.6854
Alex Iafallo 2023,Alex Iafallo,2023,L,28.778,72,200,82.0,82.0,80.0,79,59,1.6258,2.4838,2.8342,2.7641,1.6627,0.9001,2.0706,1.5396,0.8243,4.2813,2.94765,1.0679,1.6851,1.7604,1.6701,1.9087,0.6428,0.6325,0.6522,0.7008,0.5567,0.4634,0.4544,0.5663,0.6854,0.679
Drake Batherson 2023,Drake Batherson,2023,R,24.431,75,200,20.0,27.0,82.0,46,82,1.8758,2.2319,3.1812,3.2634,3.8715,3.1986,1.1688,1.684,1.1991,2.6459,0.8332750000000002,0.9604,0.4456,0.6485,1.3715,2.7923,0.26,0.3914,0.9705,1.1698,0.3984,0.2602,0.4403,0.8202,0.6802,0.8759
Joel Farabee 2023,Joel Farabee,2023,L,22.599,72,183,,61.0,80.0,63,82,,1.3487,2.0133,2.4778,1.9746,,0.8555,1.6255,0.3844,0.0,-0.9551333333333334,,1.9574,1.7987,1.3352,0.9973,,0.6518,1.483,1.0411,0.7814,,0.9461,0.9835,0.7833,0.709
Brady Tkachuk 2022,Brady Tkachuk,2022,L,22.043,76,221,,71.0,83.0,82,79,,2.2371,2.95,3.2479,3.1766,,1.511,0.5729,1.6494,2.1518,0.9073666666666669,,2.1188,1.8131,2.2005,2.6192,,1.11,1.0126,0.8636,1.0276,,0.8627,0.9864,0.9216,0.7419
Brady Tkachuk 2023,Brady Tkachuk,2023,L,23.042,76,221,71.0,83.0,82.0,79,82,2.2371,2.95,3.2479,3.1766,4.137,1.511,0.5729,1.6494,2.1518,1.9456,0.4743250000000001,2.1188,1.8131,2.2005,2.6192,2.9036,1.11,1.0126,0.8636,1.0276,1.2168,0.8627,0.9864,0.9216,0.7419,1.1391
Jesperi Kotkaniemi 2022,Jesperi Kotkaniemi,2022,C,21.238,74,201,,79.0,42.0,82,66,,1.9302,1.725,1.8649,1.1947,,0.3935,0.9662,0.0,0.0,-0.4532333333333333,,0.7587,1.9806,0.997,0.9807,,0.6437,0.7398,0.4184,1.0095,,0.5762,0.4925,0.5222,0.7035
Jesperi Kotkaniemi 2023,Jesperi Kotkaniemi,2023,C,22.237,74,201,79.0,42.0,82.0,66,82,1.9302,1.725,1.8649,1.1947,1.8323,0.3935,0.9662,0.0,0.0,1.198,0.8580749999999999,0.7587,1.9806,0.997,0.9807,1.8804,0.6437,0.7398,0.4184,1.0095,0.8041,0.5762,0.4925,0.5222,0.7035,0.7636
Andrei Svechnikov 2022,Andrei Svechnikov,2022,R,21.517,74,195,,82.0,80.0,80,78,,1.9211,2.9569,2.8655,2.8703,,0.0,1.7905,1.5228,2.412,1.3075666666666665,,1.8817,1.4714,1.1656,2.4307,,1.1513,1.1574,0.8215,1.125,,1.092,1.0322,0.9979,1.096
Andrei Svechnikov 2023,Andrei Svechnikov,2023,R,22.517,74,195,82.0,80.0,80.0,78,64,1.9211,2.9569,2.8655,2.8703,3.1464,0.0,1.7905,1.5228,2.412,1.4898,0.058475000000000055,1.8817,1.4714,1.1656,2.4307,2.3644,1.1513,1.1574,0.8215,1.125,1.1355,1.092,1.0322,0.9979,1.096,0.9801
