,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y1 PK A1/60,Y2 PK A1/60,Y3 PK A1/60,Y4 PK A1/60,Y5 PK A1/60,Y1 PK A2/60,Y2 PK A2/60,Y3 PK A2/60,Y4 PK A2/60,Y5 PK A2/60
Brian Boyle 2016,Brian Boyle,2016,C,30.785,78,245,82.0,64.0,82.0,82,76,1.9939,1.8851,2.0648,2.3868,1.7599,0.367,0.0,0.3544,0.0,0.0,0.0,0.0,0.3544,0.0,0.0
Brian Boyle 2017,Brian Boyle,2017,C,31.787,78,245,64.0,82.0,82.0,76,75,1.8851,2.0648,2.3868,1.7599,1.0636,0.0,0.3544,0.0,0.0,0.0,0.0,0.3544,0.0,0.0,0.0
Loui Eriksson 2013,Loui Eriksson,2013,L,27.21,74,179,82.0,82.0,79.0,82,82,1.9167,1.7128,1.38,1.7951,1.6444,0.0,0.4272,0.5504,0.4076,0.0,0.0,0.0,0.5504,0.0,0.0
Loui Eriksson 2014,Loui Eriksson,2014,L,28.209,74,179,82.0,79.0,82.0,82,61,1.7128,1.38,1.7951,1.6444,1.4342,0.4272,0.5504,0.4076,0.0,0.6858,0.0,0.5504,0.0,0.0,0.0
Loui Eriksson 2015,Loui Eriksson,2015,L,29.208,74,179,79.0,82.0,82.0,61,81,1.38,1.7951,1.6444,1.4342,1.5967,0.5504,0.4076,0.0,0.6858,0.4639,0.5504,0.0,0.0,0.0,0.0
Loui Eriksson 2016,Loui Eriksson,2016,L,30.208,74,179,82.0,82.0,61.0,81,82,1.7951,1.6444,1.4342,1.5967,1.8683,0.4076,0.0,0.6858,0.4639,0.3916,0.0,0.0,0.0,0.0,0.0
Loui Eriksson 2017,Loui Eriksson,2017,L,31.21,74,179,82.0,61.0,81.0,82,65,1.6444,1.4342,1.5967,1.8683,1.4244,0.0,0.6858,0.4639,0.3916,0.6481,0.0,0.0,0.0,0.0,0.0
Loui Eriksson 2018,Loui Eriksson,2018,L,32.209,74,179,61.0,81.0,82.0,65,50,1.4342,1.5967,1.8683,1.4244,2.2837,0.6858,0.4639,0.3916,0.6481,0.5255,0.0,0.0,0.0,0.0,0.0
Loui Eriksson 2019,Loui Eriksson,2019,L,33.208,74,179,81.0,82.0,65.0,50,81,1.5967,1.8683,1.4244,2.2837,1.1949,0.4639,0.3916,0.6481,0.5255,0.0,0.0,0.0,0.0,0.0,0.0
Loui Eriksson 2020,Loui Eriksson,2020,L,34.208,74,179,82.0,65.0,50.0,81,57,1.8683,1.4244,2.2837,1.1949,1.4214,0.3916,0.6481,0.5255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Thompson 2013,Nate Thompson,2013,C,27.99,73,205,43.0,71.0,79.0,68,76,2.6008,2.6493,2.708,2.6828,2.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Thompson 2014,Nate Thompson,2014,C,28.989,73,205,71.0,79.0,68.0,76,81,2.6493,2.708,2.6828,2.417,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Thompson 2015,Nate Thompson,2015,C,29.989,73,205,79.0,68.0,76.0,81,80,2.708,2.6828,2.417,2.0,1.8154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Thompson 2016,Nate Thompson,2016,C,30.988,73,205,68.0,76.0,81.0,80,49,2.6828,2.417,2.0,1.8154,1.5697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Thompson 2022,Nate Thompson,2022,C,36.989,73,205,69.0,78.0,82.0,64,33,2.037,1.8323,2.2164,1.3833,2.1702,0.0,0.0,0.3867,0.9858,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Ladd 2015,Andrew Ladd,2015,L,28.803,75,205,81.0,82.0,82.0,78,81,1.8918,1.5591,1.4191,2.0654,1.8097,0.3916,0.0,0.0,0.7449,0.0,0.0,0.0,0.0,0.0,0.4093
Andrew Ladd 2016,Andrew Ladd,2016,L,29.802,75,205,82.0,82.0,78.0,81,78,1.5591,1.4191,2.0654,1.8097,1.8611,0.0,0.0,0.7449,0.0,0.0,0.0,0.0,0.0,0.4093,0.0
Andrew Ladd 2017,Andrew Ladd,2017,L,30.804,75,205,82.0,78.0,81.0,78,78,1.4191,2.0654,1.8097,1.8611,0.8274,0.0,0.7449,0.0,0.0,0.0,0.0,0.0,0.4093,0.0,0.0
Andrew Ladd 2018,Andrew Ladd,2018,L,31.804,75,205,78.0,81.0,78.0,78,73,2.0654,1.8097,1.8611,0.8274,1.2441,0.7449,0.0,0.0,0.0,0.6607,0.0,0.4093,0.0,0.0,0.0
Blake Comeau 2013,Blake Comeau,2013,L,26.618,73,200,53.0,61.0,77.0,74,71,1.3365,1.9899,2.2786,1.2903,1.1925,0.0,1.4829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Comeau 2020,Blake Comeau,2020,L,33.616,73,200,81.0,77.0,79.0,77,64,1.9837,1.8812,2.5331,2.0773,2.0655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5282
Blake Comeau 2021,Blake Comeau,2021,L,34.618,73,200,77.0,79.0,77.0,64,74,1.8812,2.5331,2.0773,2.0655,1.6729,0.0,0.0,0.0,0.0,1.4065,0.0,0.0,0.0,0.5282,0.0
Leo Komarov 2019,Leo Komarov,2019,R,31.689,71,205,62.0,67.0,82.0,74,82,2.5844,1.6749,2.1646,2.5955,1.74,0.7489,0.0,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leo Komarov 2020,Leo Komarov,2020,R,32.688,71,205,67.0,82.0,74.0,82,56,1.6749,2.1646,2.5955,1.74,1.3913,0.0,0.338,0.0,0.0,0.8984,0.0,0.0,0.0,0.0,0.0
Leo Komarov 2021,Leo Komarov,2021,R,33.69,71,205,82.0,74.0,82.0,56,48,2.1646,2.5955,1.74,1.3913,1.1924,0.338,0.0,0.0,0.8984,1.5248,0.0,0.0,0.0,0.0,0.0
Leo Komarov 2022,Leo Komarov,2022,R,34.69,71,205,74.0,82.0,56.0,48,1,2.5955,1.74,1.3913,1.1924,,0.0,0.0,0.8984,1.5248,,0.0,0.0,0.0,0.0,
Paul Byron 2018,Paul Byron,2018,L,28.431,69,164,47.0,57.0,62.0,81,82,1.3223,1.3117,1.8616,1.9788,1.8415,2.8962,1.605,1.0397,0.0,0.3974,0.0,0.0,0.0,0.0,0.0
Paul Byron 2019,Paul Byron,2019,L,29.43,69,164,57.0,62.0,81.0,82,56,1.3117,1.8616,1.9788,1.8415,1.3875,1.605,1.0397,0.0,0.3974,0.7722,0.0,0.0,0.0,0.0,0.0
Paul Byron 2020,Paul Byron,2020,L,30.429,69,164,62.0,81.0,82.0,56,34,1.8616,1.9788,1.8415,1.3875,1.823,1.0397,0.0,0.3974,0.7722,0.0,0.0,0.0,0.0,0.0,0.0
Paul Byron 2021,Paul Byron,2021,L,31.431,69,164,81.0,82.0,56.0,34,67,1.9788,1.8415,1.3875,1.823,1.6072,0.0,0.3974,0.7722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley Nash 2018,Riley Nash,2018,C,28.398,74,188,73.0,68.0,64.0,81,76,0.763,1.7059,0.8688,1.9453,1.9346,1.0772,0.0,0.0,0.7616,0.0,0.0,0.0,0.0,0.0,0.0
Colton Sceviour 2020,Colton Sceviour,2020,C,30.448,72,190,71.0,80.0,76.0,59,81,1.6742,2.0098,2.3651,2.0359,2.457,0.5048,0.3732,0.6676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colton Sceviour 2021,Colton Sceviour,2021,C,31.451,72,190,80.0,76.0,59.0,81,67,2.0098,2.3651,2.0359,2.457,1.2851,0.3732,0.6676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colton Sceviour 2022,Colton Sceviour,2022,C,32.45,72,190,76.0,59.0,81.0,67,35,2.3651,2.0359,2.457,1.2851,1.5567,0.6676,0.0,0.0,0.0,1.1013,0.0,0.0,0.0,0.0,0.0
Carl Hagelin 2017,Carl Hagelin,2017,L,28.108,72,183,82.0,72.0,82.0,80,61,0.7142,1.6773,1.9596,1.635,2.2697,0.0,0.0,0.3734,0.9174,0.0,0.0,0.0,0.0,0.0,0.4334
Carl Hagelin 2018,Carl Hagelin,2018,L,29.107,72,183,72.0,82.0,80.0,61,81,1.6773,1.9596,1.635,2.2697,2.5377,0.0,0.3734,0.9174,0.0,0.0,0.0,0.0,0.0,0.4334,0.2919
Carl Hagelin 2019,Carl Hagelin,2019,L,30.106,72,183,82.0,80.0,61.0,81,58,1.9596,1.635,2.2697,2.5377,1.9497,0.3734,0.9174,0.0,0.0,0.0,0.0,0.0,0.4334,0.2919,0.0
Carl Hagelin 2020,Carl Hagelin,2020,L,31.106,72,183,80.0,61.0,81.0,58,68,1.635,2.2697,2.5377,1.9497,2.9066,0.9174,0.0,0.0,0.0,0.7118,0.0,0.4334,0.2919,0.0,0.0
Carl Hagelin 2021,Carl Hagelin,2021,L,32.108,72,183,61.0,81.0,58.0,68,82,2.2697,2.5377,1.9497,2.9066,2.6021,0.0,0.0,0.0,0.7118,0.0,0.4334,0.2919,0.0,0.0,0.0
Carl Hagelin 2022,Carl Hagelin,2022,L,33.107,72,183,81.0,58.0,68.0,82,53,2.5377,1.9497,2.9066,2.6021,1.9009,0.0,0.0,0.7118,0.0,0.5955,0.2919,0.0,0.0,0.0,0.0
Jay Beagle 2017,Jay Beagle,2017,C,30.96,75,210,82.0,62.0,62.0,57,81,2.1212,0.9288,1.8669,1.9909,2.766,0.0,0.0,0.5184,0.0,0.5356,0.0,0.0,0.0,0.0,0.0
Jay Beagle 2018,Jay Beagle,2018,C,31.96,75,210,62.0,62.0,57.0,81,79,0.9288,1.8669,1.9909,2.766,2.5243,0.0,0.5184,0.0,0.5356,0.0,0.0,0.0,0.0,0.0,0.0
Jay Beagle 2019,Jay Beagle,2019,C,32.959,75,210,62.0,57.0,81.0,79,57,1.8669,1.9909,2.766,2.5243,2.652,0.5184,0.0,0.5356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Beagle 2020,Jay Beagle,2020,C,33.958,75,210,57.0,81.0,79.0,57,64,1.9909,2.766,2.5243,2.652,3.0394,0.0,0.5356,0.0,0.0,0.3589,0.0,0.0,0.0,0.0,0.0
Jay Beagle 2021,Jay Beagle,2021,C,34.961,75,210,81.0,79.0,57.0,64,43,2.766,2.5243,2.652,3.0394,3.1906,0.5356,0.0,0.0,0.3589,0.0,0.0,0.0,0.0,0.0,0.0
Jay Beagle 2022,Jay Beagle,2022,C,35.96,75,210,79.0,57.0,64.0,43,33,2.5243,2.652,3.0394,3.1906,2.054,0.0,0.0,0.3589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Atkinson 2019,Cam Atkinson,2019,R,29.323,68,176,78.0,81.0,82.0,65,80,0.9994,1.8588,1.561,1.4249,1.3417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Atkinson 2020,Cam Atkinson,2020,R,30.323,68,176,81.0,82.0,65.0,80,51,1.8588,1.561,1.4249,1.3417,1.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Atkinson 2021,Cam Atkinson,2021,R,31.325,68,176,82.0,65.0,80.0,51,82,1.561,1.4249,1.3417,1.592,1.8057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Atkinson 2022,Cam Atkinson,2022,R,32.324,68,176,65.0,80.0,51.0,82,73,1.4249,1.3417,1.592,1.8057,1.7493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Roussel 2018,Antoine Roussel,2018,L,27.861,71,200,81.0,80.0,80.0,60,73,1.6755,1.7754,1.3254,2.0028,1.0091,0.4421,0.0,0.5659,0.0,0.0,0.4421,0.0,0.0,0.0,0.0
Antoine Roussel 2019,Antoine Roussel,2019,L,28.86,71,200,80.0,80.0,60.0,73,65,1.7754,1.3254,2.0028,1.0091,0.8728,0.0,0.5659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Eakin 2017,Cody Eakin,2017,C,25.359,72,196,82.0,81.0,78.0,82,60,1.7469,1.5761,1.9556,1.5679,1.7106,0.0,0.0,0.3934,0.4667,0.0,0.0,0.0,0.0,0.0,0.0
Cody Eakin 2018,Cody Eakin,2018,C,26.358,72,196,81.0,78.0,82.0,60,80,1.5761,1.9556,1.5679,1.7106,1.621,0.0,0.3934,0.4667,0.0,0.9253,0.0,0.0,0.0,0.0,0.0
Cody Eakin 2019,Cody Eakin,2019,C,27.357,72,196,78.0,82.0,60.0,80,78,1.9556,1.5679,1.7106,1.621,1.3248,0.3934,0.4667,0.0,0.9253,0.0,0.0,0.0,0.0,0.0,0.0
Cody Eakin 2020,Cody Eakin,2020,C,28.357,72,196,82.0,60.0,80.0,78,57,1.5679,1.7106,1.621,1.3248,1.8762,0.4667,0.0,0.9253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Eakin 2021,Cody Eakin,2021,C,29.359,72,196,60.0,80.0,78.0,57,67,1.7106,1.621,1.3248,1.8762,1.6362,0.0,0.9253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Eakin 2022,Cody Eakin,2022,C,30.358,72,196,80.0,78.0,57.0,67,69,1.621,1.3248,1.8762,1.6362,1.2705,0.9253,0.0,0.0,0.0,0.6844,0.0,0.0,0.0,0.0,0.0
Johan Larsson 2022,Johan Larsson,2022,L,29.186,71,206,80.0,73.0,73.0,76,43,1.9777,2.3534,2.0051,1.7728,1.474,0.3792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Couturier 2016,Sean Couturier,2016,C,22.815,75,211,77.0,78.0,82.0,82,63,2.705,2.4924,3.4423,2.3189,1.8294,0.0,0.0,0.8503,0.3155,0.5206,0.0,0.0,0.0,0.0,0.0
Sean Couturier 2017,Sean Couturier,2017,C,23.817,75,211,78.0,82.0,82.0,63,66,2.4924,3.4423,2.3189,1.8294,1.8169,0.0,0.8503,0.3155,0.5206,0.5003,0.0,0.0,0.0,0.0,0.0
Sean Couturier 2018,Sean Couturier,2018,C,24.817,75,211,82.0,82.0,63.0,66,82,3.4423,2.3189,1.8294,1.8169,1.8925,0.8503,0.3155,0.5206,0.5003,0.0,0.0,0.0,0.0,0.0,0.0
Sean Couturier 2019,Sean Couturier,2019,C,25.816,75,211,82.0,63.0,66.0,82,80,2.3189,1.8294,1.8169,1.8925,2.3073,0.3155,0.5206,0.5003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Couturier 2020,Sean Couturier,2020,C,26.815,75,211,63.0,66.0,82.0,80,81,1.8294,1.8169,1.8925,2.3073,2.0565,0.5206,0.5003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Couturier 2021,Sean Couturier,2021,C,27.817,75,211,66.0,82.0,80.0,81,65,1.8169,1.8925,2.3073,2.0565,2.0196,0.5003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Couturier 2022,Sean Couturier,2022,C,28.817,75,211,82.0,80.0,81.0,65,29,1.8925,2.3073,2.0565,2.0196,2.1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799
Michael Raffl 2022,Michael Raffl,2022,L,32.833,73,205,76.0,67.0,68.0,64,76,1.0732,0.9289,1.2747,0.9848,1.7463,0.0,0.0,0.0,0.0,0.9042,0.0,0.0,0.0,0.0,0.0
Patrick Marleau 2013,Patrick Marleau,2013,C,33.047,74,215,76.0,82.0,82.0,82,82,2.5746,2.4427,1.9917,1.4778,1.4872,0.6133,0.0,0.3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Marleau 2014,Patrick Marleau,2014,C,34.046,74,215,82.0,82.0,82.0,82,82,2.4427,1.9917,1.4778,1.4872,1.647,0.0,0.3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Marleau 2015,Patrick Marleau,2015,C,35.045,74,215,82.0,82.0,82.0,82,82,1.9917,1.4778,1.4872,1.647,1.4002,0.3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Marleau 2016,Patrick Marleau,2016,C,36.045,74,215,82.0,82.0,82.0,82,82,1.4778,1.4872,1.647,1.4002,1.2933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikko Koivu 2012,Mikko Koivu,2012,C,28.557,75,213,57.0,79.0,80.0,71,55,2.8006,2.7245,2.1827,1.8467,1.7327,0.3759,0.5575,0.0,0.0,1.8888,0.0,0.0,0.0,0.0,0.0
Mikko Koivu 2013,Mikko Koivu,2013,C,29.559,75,213,79.0,80.0,71.0,55,82,2.7245,2.1827,1.8467,1.7327,1.6066,0.5575,0.0,0.0,1.8888,0.0,0.0,0.0,0.0,0.0,0.0
Mikko Koivu 2014,Mikko Koivu,2014,C,30.558,75,213,80.0,71.0,55.0,82,65,2.1827,1.8467,1.7327,1.6066,1.3918,0.0,0.0,1.8888,0.0,1.3265,0.0,0.0,0.0,0.0,0.0
Mikko Koivu 2015,Mikko Koivu,2015,C,31.557,75,213,71.0,55.0,82.0,65,80,1.8467,1.7327,1.6066,1.3918,1.331,0.0,1.8888,0.0,1.3265,0.0,0.0,0.0,0.0,0.0,0.0
Mikko Koivu 2016,Mikko Koivu,2016,C,32.557,75,213,55.0,82.0,65.0,80,82,1.7327,1.6066,1.3918,1.331,0.9203,1.8888,0.0,1.3265,0.0,0.7951,0.0,0.0,0.0,0.0,0.0
Mikko Koivu 2017,Mikko Koivu,2017,C,33.559,75,213,82.0,65.0,80.0,82,80,1.6066,1.3918,1.331,0.9203,1.8369,0.0,1.3265,0.0,0.7951,0.8166,0.0,0.0,0.0,0.0,0.0
Mikko Koivu 2018,Mikko Koivu,2018,C,34.558,75,213,65.0,80.0,82.0,80,82,1.3918,1.331,0.9203,1.8369,2.0498,1.3265,0.0,0.7951,0.8166,0.357,0.0,0.0,0.0,0.0,0.0
Mikko Koivu 2019,Mikko Koivu,2019,C,35.557,75,213,80.0,82.0,80.0,82,48,1.331,0.9203,1.8369,2.0498,1.6097,0.0,0.7951,0.8166,0.357,0.7765,0.0,0.0,0.0,0.0,0.0
Mikko Koivu 2020,Mikko Koivu,2020,C,36.557,75,213,82.0,80.0,82.0,48,64,0.9203,1.8369,2.0498,1.6097,1.6864,0.7951,0.8166,0.357,0.7765,0.0,0.0,0.0,0.0,0.0,0.6469
Valtteri Filppula 2018,Valtteri Filppula,2018,C,33.534,72,189,75.0,82.0,76.0,79,81,1.0696,1.2051,1.6625,1.7633,1.2868,0.0,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.0
Valtteri Filppula 2019,Valtteri Filppula,2019,C,34.533,72,189,82.0,76.0,79.0,81,72,1.2051,1.6625,1.7633,1.2868,1.85,0.0,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.0,0.0
Valtteri Filppula 2020,Valtteri Filppula,2020,C,35.533,72,189,76.0,79.0,81.0,72,82,1.6625,1.7633,1.2868,1.85,1.6695,0.0,0.0,1.1513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frans Nielsen 2013,Frans Nielsen,2013,C,28.439,73,186,59.0,76.0,71.0,82,82,1.8424,1.9636,2.9923,2.0201,2.4542,0.552,0.4021,0.2824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frans Nielsen 2014,Frans Nielsen,2014,C,29.438,73,186,76.0,71.0,82.0,82,80,1.9636,2.9923,2.0201,2.4542,2.155,0.4021,0.2824,0.0,0.0,0.348,0.0,0.0,0.0,0.0,0.0
Frans Nielsen 2015,Frans Nielsen,2015,C,30.438,73,186,71.0,82.0,82.0,80,78,2.9923,2.0201,2.4542,2.155,1.7496,0.2824,0.0,0.0,0.348,0.8793,0.0,0.0,0.0,0.0,0.0
Frans Nielsen 2016,Frans Nielsen,2016,C,31.437,73,186,82.0,82.0,80.0,78,81,2.0201,2.4542,2.155,1.7496,1.9897,0.0,0.0,0.348,0.8793,0.0,0.0,0.0,0.0,0.0,0.0
Frans Nielsen 2017,Frans Nielsen,2017,C,32.439,73,186,82.0,80.0,78.0,81,79,2.4542,2.155,1.7496,1.9897,1.9086,0.0,0.348,0.8793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frans Nielsen 2018,Frans Nielsen,2018,C,33.438,73,186,80.0,78.0,81.0,79,79,2.155,1.7496,1.9897,1.9086,2.142,0.348,0.8793,0.0,0.0,0.3546,0.0,0.0,0.0,0.0,0.0
Frans Nielsen 2019,Frans Nielsen,2019,C,34.438,73,186,78.0,81.0,79.0,79,72,1.7496,1.9897,1.9086,2.142,1.3782,0.8793,0.0,0.0,0.3546,0.6046,0.0,0.0,0.0,0.0,0.0
Frans Nielsen 2020,Frans Nielsen,2020,C,35.437,73,186,81.0,79.0,79.0,72,70,1.9897,1.9086,2.142,1.3782,1.7183,0.0,0.0,0.3546,0.6046,0.582,0.0,0.0,0.0,0.0,0.0
Frans Nielsen 2021,Frans Nielsen,2021,C,36.439,73,186,79.0,79.0,72.0,70,42,1.9086,2.142,1.3782,1.7183,1.5724,0.0,0.3546,0.6046,0.582,0.0,0.0,0.0,0.0,0.0,0.0
David Backes 2013,David Backes,2013,R,28.42,75,215,82.0,79.0,82.0,82,82,2.1585,2.3217,1.7738,1.8087,1.7583,0.339,0.3271,0.4125,0.4045,0.0,0.0,0.0,0.0,0.0,0.7109
David Backes 2014,David Backes,2014,R,29.419,75,215,79.0,82.0,82.0,82,74,2.3217,1.7738,1.8087,1.7583,1.9232,0.3271,0.4125,0.4045,0.0,0.0,0.0,0.0,0.0,0.7109,0.0
David Backes 2015,David Backes,2015,R,30.418,75,215,82.0,82.0,82.0,74,80,1.7738,1.8087,1.7583,1.9232,1.8225,0.4125,0.4045,0.0,0.0,0.0,0.0,0.0,0.7109,0.0,0.0
David Backes 2016,David Backes,2016,R,31.418,75,215,82.0,82.0,74.0,80,79,1.8087,1.7583,1.9232,1.8225,1.7945,0.4045,0.0,0.0,0.0,0.0,0.0,0.7109,0.0,0.0,0.0
Travis Zajac 2017,Travis Zajac,2017,C,31.388,74,185,82.0,80.0,74.0,74,80,1.7556,1.9888,1.8216,2.7227,2.3231,0.0,0.0,0.0,0.2978,0.3228,0.0,0.0,0.0,0.0,0.0
Travis Zajac 2018,Travis Zajac,2018,C,32.387,74,185,80.0,74.0,74.0,80,63,1.9888,1.8216,2.7227,2.3231,2.3286,0.0,0.0,0.2978,0.3228,0.409,0.0,0.0,0.0,0.0,0.0
Travis Zajac 2019,Travis Zajac,2019,C,33.386,74,185,74.0,74.0,80.0,63,80,1.8216,2.7227,2.3231,2.3286,2.7127,0.0,0.2978,0.3228,0.409,0.0,0.0,0.0,0.0,0.0,0.0
Travis Zajac 2020,Travis Zajac,2020,C,34.386,74,185,74.0,80.0,63.0,80,81,2.7227,2.3231,2.3286,2.7127,2.8488,0.2978,0.3228,0.409,0.0,0.6105,0.0,0.0,0.0,0.0,0.0
Travis Zajac 2021,Travis Zajac,2021,C,35.388,74,185,80.0,63.0,80.0,81,67,2.3231,2.3286,2.7127,2.8488,2.0746,0.3228,0.409,0.0,0.6105,0.0,0.0,0.0,0.0,0.0,0.0
Carl Soderberg 2020,Carl Soderberg,2020,C,33.969,75,210,82.0,80.0,77.0,82,82,1.973,0.6846,2.4305,2.472,0.9164,0.3709,0.0,0.3206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl Soderberg 2021,Carl Soderberg,2021,C,34.972,75,210,80.0,77.0,82.0,82,65,0.6846,2.4305,2.472,0.9164,1.4174,0.0,0.3206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9407
Michael Frolik 2016,Michael Frolik,2016,R,27.62,73,186,63.0,76.0,81.0,82,64,1.0519,2.4063,1.3228,1.5913,1.7115,0.9054,0.0,0.56,0.0,1.0956,0.0,0.0,0.0,0.0,0.0
Michael Frolik 2017,Michael Frolik,2017,R,28.622,73,186,76.0,81.0,82.0,64,82,2.4063,1.3228,1.5913,1.7115,2.0614,0.0,0.56,0.0,1.0956,0.355,0.0,0.0,0.0,0.0,0.0
Michael Frolik 2018,Michael Frolik,2018,R,29.622,73,186,81.0,82.0,64.0,82,70,1.3228,1.5913,1.7115,2.0614,2.0112,0.56,0.0,1.0956,0.355,0.0,0.0,0.0,0.0,0.0,0.0
Artem Anisimov 2014,Artem Anisimov,2014,C,25.356,76,199,82.0,82.0,79.0,59,81,0.712,1.0333,1.0519,1.5662,2.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artem Anisimov 2015,Artem Anisimov,2015,C,26.355,76,199,82.0,79.0,59.0,81,52,1.0333,1.0519,1.5662,2.107,2.008,0.0,0.0,0.0,0.0,1.1492,0.0,0.0,0.0,0.0,0.5746
Artem Anisimov 2016,Artem Anisimov,2016,C,27.355,76,199,79.0,59.0,81.0,52,77,1.0519,1.5662,2.107,2.008,1.3463,0.0,0.0,0.0,1.1492,0.5788,0.0,0.0,0.0,0.5746,0.0
Artem Anisimov 2017,Artem Anisimov,2017,C,28.357,76,199,59.0,81.0,52.0,77,64,1.5662,2.107,2.008,1.3463,0.8307,0.0,0.0,1.1492,0.5788,0.0,0.0,0.0,0.5746,0.0,0.0
Artem Anisimov 2018,Artem Anisimov,2018,C,29.356,76,199,81.0,52.0,77.0,64,72,2.107,2.008,1.3463,0.8307,1.4602,0.0,1.1492,0.5788,0.0,0.0,0.0,0.5746,0.0,0.0,0.0
Artem Anisimov 2019,Artem Anisimov,2019,C,30.355,76,199,52.0,77.0,64.0,72,78,2.008,1.3463,0.8307,1.4602,1.1562,1.1492,0.5788,0.0,0.0,0.0,0.5746,0.0,0.0,0.0,0.0
Brandon Sutter 2013,Brandon Sutter,2013,C,23.628,75,190,50.0,72.0,82.0,82,82,2.0883,1.7137,2.3492,2.339,1.9187,0.0,0.0,0.3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Sutter 2014,Brandon Sutter,2014,C,24.628,75,190,72.0,82.0,82.0,82,81,1.7137,2.3492,2.339,1.9187,2.3119,0.0,0.3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Sutter 2015,Brandon Sutter,2015,C,25.627,75,190,82.0,82.0,82.0,81,80,2.3492,2.339,1.9187,2.3119,2.2894,0.3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Sutter 2021,Brandon Sutter,2021,C,31.629,75,190,81.0,61.0,26.0,51,62,1.8887,3.0992,3.0929,2.358,2.6802,0.0,1.2695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Calvert 2017,Matt Calvert,2017,L,26.771,71,186,71.0,56.0,56.0,73,65,1.194,1.5539,1.9982,2.1084,1.6959,0.0,0.0,0.5362,0.0,0.5443,0.0,0.0,0.0,0.0,0.0
Matt Calvert 2018,Matt Calvert,2018,L,27.771,71,186,56.0,56.0,73.0,65,69,1.5539,1.9982,2.1084,1.6959,1.5399,0.0,0.5362,0.0,0.5443,0.0,0.0,0.0,0.0,0.0,0.0
Matt Calvert 2019,Matt Calvert,2019,L,28.77,71,186,56.0,73.0,65.0,69,82,1.9982,2.1084,1.6959,1.5399,2.251,0.5362,0.0,0.5443,0.0,0.6501,0.0,0.0,0.0,0.0,0.0
