,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 EV ATOI,Y2 EV ATOI,Y3 EV ATOI,Y4 EV ATOI,Y5 EV ATOI,Y1 EV G/60,Y2 EV G/60,Y3 EV G/60,Y4 EV G/60,Y5 EV G/60,Y5 dEV G/60,Y1 EV ixG/60,Y2 EV ixG/60,Y3 EV ixG/60,Y4 EV ixG/60,Y5 EV ixG/60
Cedric Paquette 2021,Cedric Paquette,2021,C,27.136,72,205,58.0,56.0,80.0,71,68,9.983,9.6199,9.9396,11.0361,8.6716,0.4145,0.5569,0.83,0.5348,0.5889,0.004850000000000021,0.6724,0.572,0.6254,0.7448,0.6677
Michael Raffl 2016,Michael Raffl,2016,L,26.832,73,205,,,68.0,67,82,,,11.0392,12.8328,12.9388,,,0.7194,1.2561,0.6786,-0.30915000000000004,,,0.8567,0.8975,0.7684
Michael Raffl 2017,Michael Raffl,2017,L,27.834,73,205,,68.0,67.0,82,52,,11.0392,12.8328,12.9388,13.1413,,0.7194,1.2561,0.6786,0.7024,-0.18230000000000002,,0.8567,0.8975,0.7684,0.6651
Michael Raffl 2018,Michael Raffl,2018,L,28.833,73,205,68.0,67.0,82.0,52,76,11.0392,12.8328,12.9388,13.1413,11.9373,0.7194,1.2561,0.6786,0.7024,0.7936,-0.04552500000000004,0.8567,0.8975,0.7684,0.6651,0.6024
Michael Raffl 2019,Michael Raffl,2019,L,29.832,73,205,67.0,82.0,52.0,76,67,12.8328,12.9388,13.1413,11.9373,10.4219,1.2561,0.6786,0.7024,0.7936,0.4296,-0.428075,0.8975,0.7684,0.6651,0.6024,0.5504
Michael Raffl 2020,Michael Raffl,2020,L,30.832,73,205,82.0,52.0,76.0,67,68,12.9388,13.1413,11.9373,10.4219,10.952,0.6786,0.7024,0.7936,0.4296,0.6612,0.010149999999999992,0.7684,0.6651,0.6024,0.5504,0.6143
Michael Raffl 2021,Michael Raffl,2021,L,31.834,73,205,52.0,76.0,67.0,68,64,13.1413,11.9373,10.4219,10.952,11.9655,0.7024,0.7936,0.4296,0.6612,0.4559,-0.19080000000000003,0.6651,0.6024,0.5504,0.6143,0.4971
Michael Raffl 2022,Michael Raffl,2022,L,32.833,73,205,76.0,67.0,68.0,64,76,11.9373,10.4219,10.952,11.9655,12.6355,0.7936,0.4296,0.6612,0.4559,0.3749,-0.210175,0.6024,0.5504,0.6143,0.4971,0.4874
Brendan Perlini 2019,Brendan Perlini,2019,L,22.429,75,211,,,57.0,74,68,,,13.0342,12.6917,10.761,,,0.8884,0.7666,0.9839,0.1564000000000001,,,0.6153,0.7221,1.053
Adam Gaudette 2021,Adam Gaudette,2021,C,23.995,73,194,,5.0,56.0,69,58,,12.04,9.5673,10.7367,10.0638,,0.0,0.5599,0.7577,0.7452,0.306,,0.6494,0.4408,0.5605,0.8607
Adam Gaudette 2022,Adam Gaudette,2022,C,24.995,73,194,5.0,56.0,69.0,58,58,12.04,9.5673,10.7367,10.0638,10.1494,0.0,0.5599,0.7577,0.7452,0.3058,-0.20990000000000003,0.6494,0.4408,0.5605,0.8607,0.5422
Patrick Marleau 2010,Patrick Marleau,2010,C,30.046,74,215,,,78.0,76,82,,,14.0861,14.8647,15.3486,,,0.6007,1.1684,1.3348,0.45024999999999993,,,0.5693,0.8947,0.8565
Patrick Marleau 2011,Patrick Marleau,2011,C,31.045,74,215,,78.0,76.0,82,82,,14.0861,14.8647,15.3486,15.424,,0.6007,1.1684,1.3348,1.1385,0.10386666666666677,,0.5693,0.8947,0.8565,0.7206
Patrick Marleau 2012,Patrick Marleau,2012,C,32.045,74,215,78.0,76.0,82.0,82,82,14.0861,14.8647,15.3486,15.424,15.8022,0.6007,1.1684,1.3348,1.1385,0.9261,-0.13449999999999995,0.5693,0.8947,0.8565,0.7206,0.7856
Patrick Marleau 2013,Patrick Marleau,2013,C,33.047,74,215,76.0,82.0,82.0,82,82,14.8647,15.3486,15.424,15.8022,14.3872,1.1684,1.3348,1.1385,0.9261,0.8688,-0.27315,0.8947,0.8565,0.7206,0.7856,0.9324
Patrick Marleau 2014,Patrick Marleau,2014,C,34.046,74,215,82.0,82.0,82.0,82,82,15.3486,15.424,15.8022,14.3872,15.2435,1.3348,1.1385,0.9261,0.8688,0.96,-0.10705000000000009,0.8565,0.7206,0.7856,0.9324,0.8997
Patrick Marleau 2015,Patrick Marleau,2015,C,35.045,74,215,82.0,82.0,82.0,82,82,15.424,15.8022,14.3872,15.2435,14.9051,1.1385,0.9261,0.8688,0.96,0.5891,-0.3842500000000001,0.7206,0.7856,0.9324,0.8997,0.7086
Patrick Marleau 2016,Patrick Marleau,2016,C,36.045,74,215,82.0,82.0,82.0,82,82,15.8022,14.3872,15.2435,14.9051,14.1923,0.9261,0.8688,0.96,0.5891,0.6702,-0.16579999999999995,0.7856,0.9324,0.8997,0.7086,0.7992
Patrick Marleau 2017,Patrick Marleau,2017,C,37.047,74,215,82.0,82.0,82.0,82,82,14.3872,15.2435,14.9051,14.1923,14.0543,0.8688,0.96,0.5891,0.6702,1.0413,0.26927499999999993,0.9324,0.8997,0.7086,0.7992,0.9086
Patrick Marleau 2018,Patrick Marleau,2018,C,38.046,74,215,82.0,82.0,82.0,82,82,15.2435,14.9051,14.1923,14.0543,14.5931,0.96,0.5891,0.6702,1.0413,1.1031,0.28795000000000004,0.8997,0.7086,0.7992,0.9086,0.8959
Patrick Marleau 2019,Patrick Marleau,2019,C,39.046,74,215,82.0,82.0,82.0,82,82,14.9051,14.1923,14.0543,14.5931,14.5081,0.5891,0.6702,1.0413,1.1031,0.6052,-0.24572499999999997,0.7086,0.7992,0.9086,0.8959,0.6378
Patrick Marleau 2020,Patrick Marleau,2020,C,40.045,74,215,82.0,82.0,82.0,82,77,14.1923,14.0543,14.5931,14.5081,13.7639,0.6702,1.0413,1.1031,0.6052,0.6605,-0.19445,0.7992,0.9086,0.8959,0.6378,0.6539
Patrick Marleau 2021,Patrick Marleau,2021,C,41.047,74,215,82.0,82.0,82.0,77,82,14.0543,14.5931,14.5081,13.7639,11.4976,1.0413,1.1031,0.6052,0.6605,0.1864,-0.666125,0.9086,0.8959,0.6378,0.6539,0.4731
Mikko Koivu 2010,Mikko Koivu,2010,C,26.558,75,213,,,57.0,79,80,,,15.0787,15.1386,15.0871,,,0.6283,0.5519,0.6462,0.05610000000000004,,,0.4226,0.4408,0.5815
Mikko Koivu 2011,Mikko Koivu,2011,C,27.557,75,213,,57.0,79.0,80,71,,15.0787,15.1386,15.0871,14.419,,0.6283,0.5519,0.6462,0.5275,-0.08130000000000004,,0.4226,0.4408,0.5815,0.625
Mikko Koivu 2012,Mikko Koivu,2012,C,28.557,75,213,57.0,79.0,80.0,71,55,15.0787,15.1386,15.0871,14.419,16.0924,0.6283,0.5519,0.6462,0.5275,0.6101,0.021625000000000005,0.4226,0.4408,0.5815,0.625,0.4176
Mikko Koivu 2013,Mikko Koivu,2013,C,29.559,75,213,79.0,80.0,71.0,55,82,15.1386,15.0871,14.419,16.0924,16.0,0.5519,0.6462,0.5275,0.6101,0.8594,0.275475,0.4408,0.5815,0.625,0.4176,0.6106
Mikko Koivu 2014,Mikko Koivu,2014,C,30.558,75,213,80.0,71.0,55.0,82,65,15.0871,14.419,16.0924,16.0,16.0803,0.6462,0.5275,0.6101,0.8594,0.5166,-0.1442000000000001,0.5815,0.625,0.4176,0.6106,0.4635
Mikko Koivu 2015,Mikko Koivu,2015,C,31.557,75,213,71.0,55.0,82.0,65,80,14.419,16.0924,16.0,16.0803,14.65,0.5275,0.6101,0.8594,0.5166,0.5119,-0.11649999999999994,0.625,0.4176,0.6106,0.4635,0.4935
Mikko Koivu 2016,Mikko Koivu,2016,C,32.557,75,213,55.0,82.0,65.0,80,82,16.0924,16.0,16.0803,14.65,15.585,0.6101,0.8594,0.5166,0.5119,0.2817,-0.34280000000000005,0.4176,0.6106,0.4635,0.4935,0.4108
Mikko Koivu 2017,Mikko Koivu,2017,C,33.559,75,213,82.0,65.0,80.0,82,80,16.0,16.0803,14.65,15.585,15.051,0.8594,0.5166,0.5119,0.2817,0.7973,0.2549,0.6106,0.4635,0.4935,0.4108,0.4445
Mikko Koivu 2018,Mikko Koivu,2018,C,34.558,75,213,65.0,80.0,82.0,80,82,16.0803,14.65,15.585,15.051,13.9498,0.5166,0.5119,0.2817,0.7973,0.577,0.050124999999999975,0.4635,0.4935,0.4108,0.4445,0.5206
Valtteri Filppula 2010,Valtteri Filppula,2010,C,25.534,72,189,,,78.0,80,55,,,13.8269,13.5533,14.6106,,,0.7789,0.6087,0.672,-0.02179999999999993,,,0.5698,0.6412,0.6861
Valtteri Filppula 2011,Valtteri Filppula,2011,C,26.533,72,189,,78.0,80.0,55,71,,13.8269,13.5533,14.6106,13.9998,,0.7789,0.6087,0.672,0.7244,0.037866666666666715,,0.5698,0.6412,0.6861,0.5583
Valtteri Filppula 2012,Valtteri Filppula,2012,C,27.533,72,189,78.0,80.0,55.0,71,81,13.8269,13.5533,14.6106,13.9998,14.8811,0.7789,0.6087,0.672,0.7244,0.9458,0.2497999999999999,0.5698,0.6412,0.6861,0.5583,0.8743
Valtteri Filppula 2013,Valtteri Filppula,2013,C,28.535,72,189,80.0,55.0,71.0,81,70,13.5533,14.6106,13.9998,14.8811,14.4537,0.6087,0.672,0.7244,0.9458,0.6075,-0.13022499999999992,0.6412,0.6861,0.5583,0.8743,0.7253
Valtteri Filppula 2014,Valtteri Filppula,2014,C,29.534,72,189,55.0,71.0,81.0,70,75,14.6106,13.9998,14.8811,14.4537,15.5438,0.672,0.7244,0.9458,0.6075,0.9779,0.240475,0.6861,0.5583,0.8743,0.7253,0.5246
Valtteri Filppula 2015,Valtteri Filppula,2015,C,30.533,72,189,71.0,81.0,70.0,75,82,13.9998,14.8811,14.4537,15.5438,14.4065,0.7244,0.9458,0.6075,0.9779,0.5079,-0.30600000000000005,0.5583,0.8743,0.7253,0.5246,0.4808
Valtteri Filppula 2016,Valtteri Filppula,2016,C,31.533,72,189,81.0,70.0,75.0,82,76,14.8811,14.4537,15.5438,14.4065,13.8318,0.9458,0.6075,0.9779,0.5079,0.3425,-0.41727499999999995,0.8743,0.7253,0.5246,0.4808,0.4234
Valtteri Filppula 2017,Valtteri Filppula,2017,C,32.535,72,189,70.0,75.0,82.0,76,79,14.4537,15.5438,14.4065,13.8318,13.7671,0.6075,0.9779,0.5079,0.3425,0.662,0.05305000000000004,0.7253,0.5246,0.4808,0.4234,0.5744
Valtteri Filppula 2018,Valtteri Filppula,2018,C,33.534,72,189,75.0,82.0,76.0,79,81,15.5438,14.4065,13.8318,13.7671,13.6309,0.9779,0.5079,0.3425,0.662,0.4347,-0.18787500000000001,0.5246,0.4808,0.4234,0.5744,0.5046
Valtteri Filppula 2019,Valtteri Filppula,2019,C,34.533,72,189,82.0,76.0,79.0,81,72,14.4065,13.8318,13.7671,13.6309,11.7569,0.5079,0.3425,0.662,0.4347,1.1341,0.6473250000000002,0.4808,0.4234,0.5744,0.5046,0.6942
Valtteri Filppula 2020,Valtteri Filppula,2020,C,35.533,72,189,76.0,79.0,81.0,72,82,13.8318,13.7671,13.6309,11.7569,13.0321,0.3425,0.662,0.4347,1.1341,0.2631,-0.38022500000000004,0.4234,0.5744,0.5046,0.6942,0.5119
Valtteri Filppula 2021,Valtteri Filppula,2021,C,36.535,72,189,79.0,81.0,72.0,82,55,13.7671,13.6309,11.7569,13.0321,13.768,0.662,0.4347,1.1341,0.2631,0.6881,0.06462500000000004,0.5744,0.5046,0.6942,0.5119,0.4032
Frans Nielsen 2011,Frans Nielsen,2011,C,26.437,73,186,,16.0,59.0,76,71,,8.3083,11.4096,12.3075,12.235,,0.9027,0.4457,0.7056,0.4144,-0.27026666666666666,,0.5202,0.6705,0.7025,0.7145
Frans Nielsen 2012,Frans Nielsen,2012,C,27.437,73,186,16.0,59.0,76.0,71,82,8.3083,11.4096,12.3075,12.235,12.927,0.9027,0.4457,0.7056,0.4144,0.6792,0.062100000000000044,0.5202,0.6705,0.7025,0.7145,0.4619
Frans Nielsen 2013,Frans Nielsen,2013,C,28.439,73,186,59.0,76.0,71.0,82,82,11.4096,12.3075,12.235,12.927,13.475,0.4457,0.7056,0.4144,0.6792,0.2783,-0.282925,0.6705,0.7025,0.7145,0.4619,0.574
Frans Nielsen 2014,Frans Nielsen,2014,C,29.438,73,186,76.0,71.0,82.0,82,80,12.3075,12.235,12.927,13.475,12.7433,0.7056,0.4144,0.6792,0.2783,1.0594,0.5400249999999999,0.7025,0.7145,0.4619,0.574,0.7124
Frans Nielsen 2015,Frans Nielsen,2015,C,30.438,73,186,71.0,82.0,82.0,80,78,12.235,12.927,13.475,12.7433,11.9605,0.4144,0.6792,0.2783,1.0594,0.5788,-0.029024999999999967,0.7145,0.4619,0.574,0.7124,0.7004
Frans Nielsen 2016,Frans Nielsen,2016,C,31.437,73,186,82.0,82.0,80.0,78,81,12.927,13.475,12.7433,11.9605,12.9949,0.6792,0.2783,1.0594,0.5788,0.627,-0.021924999999999972,0.4619,0.574,0.7124,0.7004,0.6871
Frans Nielsen 2017,Frans Nielsen,2017,C,32.439,73,186,82.0,80.0,78.0,81,79,13.475,12.7433,11.9605,12.9949,12.8253,0.2783,1.0594,0.5788,0.627,0.6514,0.015525000000000011,0.574,0.7124,0.7004,0.6871,0.5695
Frans Nielsen 2018,Frans Nielsen,2018,C,33.438,73,186,80.0,78.0,81.0,79,79,12.7433,11.9605,12.9949,12.8253,12.803,1.0594,0.5788,0.627,0.6514,0.5932,-0.13595000000000002,0.7124,0.7004,0.6871,0.5695,0.5303
Frans Nielsen 2019,Frans Nielsen,2019,C,34.438,73,186,78.0,81.0,79.0,79,72,11.9605,12.9949,12.8253,12.803,13.0671,0.5788,0.627,0.6514,0.5932,0.6377,0.02510000000000001,0.7004,0.6871,0.5695,0.5303,0.4707
Frans Nielsen 2020,Frans Nielsen,2020,C,35.437,73,186,81.0,79.0,79.0,72,70,12.9949,12.8253,12.803,13.0671,10.8478,0.627,0.6514,0.5932,0.6377,0.2766,-0.350725,0.6871,0.5695,0.5303,0.4707,0.4717
David Backes 2010,David Backes,2010,R,25.419,75,215,,,72.0,82,79,,,12.0725,13.0012,13.438,,,0.6903,1.2944,0.6782,-0.31415000000000004,,,0.592,0.6898,0.6398
David Backes 2011,David Backes,2011,R,26.418,75,215,,72.0,82.0,79,82,,12.0725,13.0012,13.438,15.2335,,0.6903,1.2944,0.6782,1.2008,0.3131666666666667,,0.592,0.6898,0.6398,0.7336
David Backes 2012,David Backes,2012,R,27.418,75,215,72.0,82.0,79.0,82,82,12.0725,13.0012,13.438,15.2335,15.7787,0.6903,1.2944,0.6782,1.2008,0.6492,-0.31672500000000003,0.592,0.6898,0.6398,0.7336,0.7248
David Backes 2013,David Backes,2013,R,28.42,75,215,82.0,79.0,82.0,82,82,13.0012,13.438,15.2335,15.7787,15.6247,1.2944,0.6782,1.2008,0.6492,0.4,-0.55565,0.6898,0.6398,0.7336,0.7248,0.5211
David Backes 2014,David Backes,2014,R,29.419,75,215,79.0,82.0,82.0,82,74,13.438,15.2335,15.7787,15.6247,14.9642,0.6782,1.2008,0.6492,0.4,0.9211,0.18904999999999994,0.6398,0.7336,0.7248,0.5211,0.5065
David Backes 2015,David Backes,2015,R,30.418,75,215,82.0,82.0,82.0,74,80,15.2335,15.7787,15.6247,14.9642,14.425,1.2008,0.6492,0.4,0.9211,0.8319,0.039124999999999965,0.7336,0.7248,0.5211,0.5065,0.5674
David Backes 2016,David Backes,2016,R,31.418,75,215,82.0,82.0,74.0,80,79,15.7787,15.6247,14.9642,14.425,14.939,0.6492,0.4,0.9211,0.8319,0.6609,-0.03964999999999996,0.7248,0.5211,0.5065,0.5674,0.6017
David Backes 2017,David Backes,2017,R,32.42,75,215,82.0,74.0,80.0,79,74,15.6247,14.9642,14.425,14.939,14.4489,0.4,0.9211,0.8319,0.6609,0.8417,0.13822499999999993,0.5211,0.5065,0.5674,0.6017,0.6841
David Backes 2018,David Backes,2018,R,33.419,75,215,74.0,80.0,79.0,74,57,14.9642,14.425,14.939,14.4489,13.1924,0.9211,0.8319,0.6609,0.8417,0.9575,0.14359999999999995,0.5065,0.5674,0.6017,0.6841,0.7975
David Backes 2019,David Backes,2019,R,34.418,75,215,80.0,79.0,74.0,57,70,14.425,14.939,14.4489,13.1924,11.2107,0.8319,0.6609,0.8417,0.9575,0.3823,-0.4407,0.5674,0.6017,0.6841,0.7975,0.5025
Travis Zajac 2010,Travis Zajac,2010,C,24.387,74,185,,,82.0,82,82,,,13.3825,13.3835,15.5224,,,0.4921,0.7654,0.8956,0.26685000000000003,,,0.6454,0.6898,0.7445
Travis Zajac 2011,Travis Zajac,2011,C,25.386,74,185,,82.0,82.0,82,82,,13.3825,13.3835,15.5224,15.1152,,0.4921,0.7654,0.8956,0.4841,-0.23360000000000003,,0.6454,0.6898,0.7445,0.5955
Travis Zajac 2015,Travis Zajac,2015,C,29.386,74,185,82.0,15.0,82.0,80,74,15.1152,14.88,14.6767,15.7881,15.2331,0.4841,0.2688,0.4258,0.7126,0.2661,-0.206725,0.5955,0.7568,0.6847,0.7621,0.5133
Travis Zajac 2016,Travis Zajac,2016,C,30.385,74,185,15.0,82.0,80.0,74,74,14.88,14.6767,15.7881,15.2331,14.6604,0.2688,0.4258,0.7126,0.2661,0.3318,-0.08652500000000002,0.7568,0.6847,0.7621,0.5133,0.5952
Travis Zajac 2017,Travis Zajac,2017,C,31.388,74,185,82.0,80.0,74.0,74,80,14.6767,15.7881,15.2331,14.6604,14.8229,0.4258,0.7126,0.2661,0.3318,0.3542,-0.07987499999999997,0.6847,0.7621,0.5133,0.5952,0.4833
Travis Zajac 2018,Travis Zajac,2018,C,32.387,74,185,80.0,74.0,74.0,80,63,15.7881,15.2331,14.6604,14.8229,13.7333,0.7126,0.2661,0.3318,0.3542,0.6241,0.20792499999999997,0.7621,0.5133,0.5952,0.4833,0.6633
Travis Zajac 2019,Travis Zajac,2019,C,33.386,74,185,74.0,74.0,80.0,63,80,15.2331,14.6604,14.8229,13.7333,13.8927,0.2661,0.3318,0.3542,0.6241,0.6478,0.25375000000000003,0.5133,0.5952,0.4833,0.6633,0.5731
Travis Zajac 2020,Travis Zajac,2020,C,34.386,74,185,74.0,80.0,63.0,80,81,14.6604,14.8229,13.7333,13.8927,13.5075,0.3318,0.3542,0.6241,0.6478,0.4506,-0.03887499999999999,0.5952,0.4833,0.6633,0.5731,0.5532
Travis Zajac 2021,Travis Zajac,2021,C,35.388,74,185,80.0,63.0,80.0,81,67,14.8229,13.7333,13.8927,13.5075,13.388,0.3542,0.6241,0.6478,0.4506,0.7794,0.26022499999999993,0.4833,0.6633,0.5731,0.5532,0.477
Carl Soderberg 2016,Carl Soderberg,2016,C,29.969,75,210,,10.0,73.0,82,82,,12.2583,12.434,14.7705,13.738,,0.0,0.7271,0.3963,0.4261,0.05163333333333331,,0.408,0.6612,0.604,0.6548
Carl Soderberg 2017,Carl Soderberg,2017,C,30.971,75,210,10.0,73.0,82.0,82,80,12.2583,12.434,14.7705,13.738,11.7713,0.0,0.7271,0.3963,0.4261,0.3186,-0.06877499999999998,0.408,0.6612,0.604,0.6548,0.5276
Carl Soderberg 2018,Carl Soderberg,2018,C,31.971,75,210,73.0,82.0,82.0,80,77,12.434,14.7705,13.738,11.7713,13.0058,0.7271,0.3963,0.4261,0.3186,0.7789,0.31187500000000007,0.6612,0.604,0.6548,0.5276,0.7106
Carl Soderberg 2019,Carl Soderberg,2019,C,32.97,75,210,82.0,82.0,80.0,77,82,14.7705,13.738,11.7713,13.0058,13.2455,0.3963,0.4261,0.3186,0.7789,0.9944,0.5144249999999999,0.604,0.6548,0.5276,0.7106,0.8898
Carl Soderberg 2020,Carl Soderberg,2020,C,33.969,75,210,82.0,80.0,77.0,82,82,13.738,11.7713,13.0058,13.2455,12.8019,0.4261,0.3186,0.7789,0.9944,0.7365,0.1070000000000001,0.6548,0.5276,0.7106,0.8898,0.8938
Carl Soderberg 2021,Carl Soderberg,2021,C,34.972,75,210,80.0,77.0,82.0,82,65,11.7713,13.0058,13.2455,12.8019,11.2385,0.3186,0.7789,0.9944,0.7365,0.3559,-0.35120000000000007,0.5276,0.7106,0.8898,0.8938,0.5525
Bobby Ryan 2011,Bobby Ryan,2011,R,23.543,74,208,,23.0,64.0,81,82,,8.8116,12.6732,15.3663,16.6193,,0.5921,1.4055,1.1569,1.1887,0.1372000000000002,,0.5935,0.8779,1.0145,0.9866
Bobby Ryan 2012,Bobby Ryan,2012,R,24.543,74,208,23.0,64.0,81.0,82,82,8.8116,12.6732,15.3663,16.6193,15.475,0.5921,1.4055,1.1569,1.1887,1.2294,0.14359999999999995,0.5935,0.8779,1.0145,0.9866,0.8891
Bobby Ryan 2013,Bobby Ryan,2013,R,25.545,74,208,64.0,81.0,82.0,82,78,12.6732,15.3663,16.6193,15.475,14.5185,1.4055,1.1569,1.1887,1.2294,0.8086,-0.43652500000000005,0.8779,1.0145,0.9866,0.8891,0.8409
Bobby Ryan 2014,Bobby Ryan,2014,R,26.544,74,208,81.0,82.0,82.0,78,70,15.3663,16.6193,15.475,14.5185,14.1283,1.1569,1.1887,1.2294,0.8086,1.0314,-0.0645,1.0145,0.9866,0.8891,0.8409,0.9418
Bobby Ryan 2015,Bobby Ryan,2015,R,27.544,74,208,82.0,82.0,78.0,70,78,16.6193,15.475,14.5185,14.1283,14.2107,1.1887,1.2294,0.8086,1.0314,0.7578,-0.30672500000000014,0.9866,0.8891,0.8409,0.9418,0.7318
Bobby Ryan 2016,Bobby Ryan,2016,R,28.543,74,208,82.0,78.0,70.0,78,81,15.475,14.5185,14.1283,14.2107,14.2726,1.2294,0.8086,1.0314,0.7578,0.8304,-0.12640000000000007,0.8891,0.8409,0.9418,0.7318,0.8085
Bobby Ryan 2017,Bobby Ryan,2017,R,29.545,74,208,78.0,70.0,78.0,81,62,14.5185,14.1283,14.2107,14.2726,13.0852,0.8086,1.0314,0.7578,0.8304,0.8135,-0.04355000000000009,0.8409,0.9418,0.7318,0.8085,0.67
Bobby Ryan 2018,Bobby Ryan,2018,R,30.544,74,208,70.0,78.0,81.0,62,62,14.1283,14.2107,14.2726,13.0852,13.6933,1.0314,0.7578,0.8304,0.8135,0.7067,-0.15157500000000002,0.9418,0.7318,0.8085,0.67,0.6326
Bobby Ryan 2019,Bobby Ryan,2019,R,31.544,74,208,78.0,81.0,62.0,62,78,14.2107,14.2726,13.0852,13.6933,13.2173,0.7578,0.8304,0.8135,0.7067,0.4656,-0.3115,0.7318,0.8085,0.67,0.6326,0.6702
Nathan Gerbe 2013,Nathan Gerbe,2013,C,25.192,64,176,10.0,10.0,64.0,62,71,11.605,12.77,12.0182,13.3847,11.431,0.0,0.0,1.0921,0.4338,0.4999,0.118425,0.4278,0.4868,0.6632,0.449,0.3302
Nathan Gerbe 2014,Nathan Gerbe,2014,C,26.191,64,176,10.0,64.0,62.0,71,81,12.77,12.0182,13.3847,11.431,13.6181,0.0,1.0921,0.4338,0.4999,0.5983,0.09184999999999999,0.4868,0.6632,0.449,0.3302,0.5854
Nathan Gerbe 2015,Nathan Gerbe,2015,C,27.19,64,176,64.0,62.0,71.0,81,78,12.0182,13.3847,11.431,13.6181,13.8397,1.0921,0.4338,0.4999,0.5983,0.4447,-0.2113250000000001,0.6632,0.449,0.3302,0.5854,0.5248
Michael Frolik 2011,Michael Frolik,2011,R,22.621,73,186,,,79.0,82,80,,,12.5086,14.3626,13.8269,,,1.1536,0.8151,0.5424,-0.44195000000000007,,,0.7188,0.6016,0.7901
Michael Frolik 2012,Michael Frolik,2012,R,23.62,73,186,,79.0,82.0,80,63,,12.5086,14.3626,13.8269,11.6336,,1.1536,0.8151,0.5424,0.4093,-0.4277333333333333,,0.7188,0.6016,0.7901,0.7032
Michael Frolik 2013,Michael Frolik,2013,R,24.622,73,186,79.0,82.0,80.0,63,76,12.5086,14.3626,13.8269,11.6336,9.9089,1.1536,0.8151,0.5424,0.4093,0.4037,-0.32639999999999997,0.7188,0.6016,0.7901,0.7032,0.6403
Michael Frolik 2014,Michael Frolik,2014,R,25.622,73,186,82.0,80.0,63.0,76,81,14.3626,13.8269,11.6336,9.9089,14.357,0.8151,0.5424,0.4093,0.4037,0.7223,0.17967500000000003,0.6016,0.7901,0.7032,0.6403,0.7041
Michael Frolik 2015,Michael Frolik,2015,R,26.621,73,186,80.0,63.0,76.0,81,82,13.8269,11.6336,9.9089,14.357,14.2732,0.5424,0.4093,0.4037,0.7223,0.6664,0.14697499999999997,0.7901,0.7032,0.6403,0.7041,0.7394
Michael Frolik 2016,Michael Frolik,2016,R,27.62,73,186,63.0,76.0,81.0,82,64,11.6336,9.9089,14.357,14.2732,13.6682,0.4093,0.4037,0.7223,0.6664,0.8917,0.341275,0.7032,0.6403,0.7041,0.7394,0.7337
Michael Frolik 2017,Michael Frolik,2017,R,28.622,73,186,76.0,81.0,82.0,64,82,9.9089,14.357,14.2732,13.6682,13.8305,0.4037,0.7223,0.6664,0.8917,0.6349,-0.03612499999999996,0.6403,0.7041,0.7394,0.7337,0.6417
Michael Frolik 2018,Michael Frolik,2018,R,29.622,73,186,81.0,82.0,64.0,82,70,14.357,14.2732,13.6682,13.8305,14.3045,0.7223,0.6664,0.8917,0.6349,0.4794,-0.24942500000000006,0.7041,0.7394,0.7337,0.6417,0.7459
Michael Frolik 2019,Michael Frolik,2019,R,30.621,73,186,82.0,64.0,82.0,70,65,14.2732,13.6682,13.8305,14.3045,12.68,0.6664,0.8917,0.6349,0.4794,1.0192,0.3511000000000001,0.7394,0.7337,0.6417,0.7459,0.7928
Michael Frolik 2020,Michael Frolik,2020,R,31.62,73,186,64.0,82.0,70.0,65,67,13.6682,13.8305,14.3045,12.68,10.9904,0.8917,0.6349,0.4794,1.0192,0.3831,-0.3732000000000001,0.7337,0.6417,0.7459,0.7928,0.4539
Artem Anisimov 2012,Artem Anisimov,2012,C,23.355,76,199,,1.0,82.0,82,79,,9.45,11.4717,13.3677,12.7445,,0.0,0.7016,0.8211,0.6555,0.14793333333333325,,1.5022,0.797,1.1169,0.8272
Artem Anisimov 2013,Artem Anisimov,2013,C,24.357,76,199,1.0,82.0,82.0,79,59,9.45,11.4717,13.3677,12.7445,13.1319,0.0,0.7016,0.8211,0.6555,1.3054,0.7608499999999999,1.5022,0.797,1.1169,0.8272,0.6722
Artem Anisimov 2014,Artem Anisimov,2014,C,25.356,76,199,82.0,82.0,79.0,59,81,11.4717,13.3677,12.7445,13.1319,12.4605,0.7016,0.8211,0.6555,1.3054,1.0106,0.13969999999999994,0.797,1.1169,0.8272,0.6722,0.7367
Artem Anisimov 2015,Artem Anisimov,2015,C,26.355,76,199,82.0,79.0,59.0,81,52,13.3677,12.7445,13.1319,12.4605,12.7641,0.8211,0.6555,1.3054,1.0106,0.6328,-0.3153499999999999,1.1169,0.8272,0.6722,0.7367,0.7435
Artem Anisimov 2016,Artem Anisimov,2016,C,27.355,76,199,79.0,59.0,81.0,52,77,12.7445,13.1319,12.4605,12.7641,14.4706,0.6555,1.3054,1.0106,0.6328,0.6462,-0.25487499999999996,0.8272,0.6722,0.7367,0.7435,0.685
Artem Anisimov 2017,Artem Anisimov,2017,C,28.357,76,199,59.0,81.0,52.0,77,64,13.1319,12.4605,12.7641,14.4706,14.6354,1.3054,1.0106,0.6328,0.6462,1.153,0.2542500000000001,0.6722,0.7367,0.7435,0.685,0.7131
Artem Anisimov 2018,Artem Anisimov,2018,C,29.356,76,199,81.0,52.0,77.0,64,72,12.4605,12.7641,14.4706,14.6354,12.6079,1.0106,0.6328,0.6462,1.153,0.5288,-0.33185,0.7367,0.7435,0.685,0.7131,0.7633
