,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y1 PK G/60,Y2 PK G/60,Y3 PK G/60,Y4 PK G/60,Y5 PK G/60,Y5 dPK G/60,Y1 PK ixG/60,Y2 PK ixG/60,Y3 PK ixG/60,Y4 PK ixG/60,Y5 PK ixG/60
Brandon Sutter 2010,Brandon Sutter,2010,C,20.628,75,190,,,,50,72,,,,2.0883,1.7137,,,,0.0,0.0,0.0,,,,0.5454,0.6484
Brandon Sutter 2011,Brandon Sutter,2011,C,21.627,75,190,,,50.0,72,82,,,2.0883,1.7137,2.3492,,,0.0,0.0,0.0,0.0,,,0.5454,0.6484,0.4505
Brandon Sutter 2012,Brandon Sutter,2012,C,22.626,75,190,,50.0,72.0,82,82,,2.0883,1.7137,2.3492,2.339,,0.0,0.0,0.0,0.9385,0.9385,,0.5454,0.6484,0.4505,0.6893
Brandon Sutter 2013,Brandon Sutter,2013,C,23.628,75,190,50.0,72.0,82.0,82,82,2.0883,1.7137,2.3492,2.339,1.9187,0.0,0.0,0.0,0.9385,0.0,-0.234625,0.5454,0.6484,0.4505,0.6893,0.081
Brandon Sutter 2014,Brandon Sutter,2014,C,24.628,75,190,72.0,82.0,82.0,82,81,1.7137,2.3492,2.339,1.9187,2.3119,0.0,0.0,0.9385,0.0,0.9612,0.7265750000000001,0.6484,0.4505,0.6893,0.081,0.7893
Brandon Sutter 2015,Brandon Sutter,2015,C,25.627,75,190,82.0,82.0,82.0,81,80,2.3492,2.339,1.9187,2.3119,2.2894,0.0,0.9385,0.0,0.9612,1.3104,0.835475,0.4505,0.6893,0.081,0.7893,0.6849
Brandon Sutter 2018,Brandon Sutter,2018,C,28.628,75,190,81.0,80.0,20.0,81,61,2.3119,2.2894,2.1308,1.8887,3.0992,0.9612,1.3104,1.4079,0.0,0.0,-0.919875,0.7893,0.6849,0.8272,0.2615,0.667
Brandon Sutter 2019,Brandon Sutter,2019,C,29.627,75,190,80.0,20.0,81.0,61,26,2.2894,2.1308,1.8887,3.0992,3.0929,1.3104,1.4079,0.0,0.0,0.7461,0.06652499999999995,0.6849,0.8272,0.2615,0.667,0.3878
Brandon Sutter 2020,Brandon Sutter,2020,C,30.626,75,190,20.0,81.0,61.0,26,51,2.1308,1.8887,3.0992,3.0929,2.358,1.4079,0.0,0.0,0.7461,0.0,-0.5385,0.8272,0.2615,0.667,0.3878,0.2548
Brandon Sutter 2021,Brandon Sutter,2021,C,31.629,75,190,81.0,61.0,26.0,51,62,1.8887,3.0992,3.0929,2.358,2.6802,0.0,0.0,0.7461,0.0,1.0412,0.8546749999999999,0.2615,0.667,0.3878,0.2548,0.7941
Matt Calvert 2014,Matt Calvert,2014,L,23.771,71,186,,42.0,13.0,71,56,,0.0341,,1.194,1.5539,,0.0,,1.1964,0.0,-0.5982,,0.0,,0.5721,0.2426
Matt Calvert 2015,Matt Calvert,2015,L,24.77,71,186,42.0,13.0,71.0,56,56,0.0341,,1.194,1.5539,1.9982,0.0,,1.1964,0.0,0.0,-0.3988,0.0,,0.5721,0.2426,0.2855
Matt Calvert 2016,Matt Calvert,2016,L,25.769,71,186,13.0,71.0,56.0,56,73,,1.194,1.5539,1.9982,2.1084,,1.1964,0.0,0.0,0.0,-0.3988,,0.5721,0.2426,0.2855,0.313
Matt Calvert 2017,Matt Calvert,2017,L,26.771,71,186,71.0,56.0,56.0,73,65,1.194,1.5539,1.9982,2.1084,1.6959,1.1964,0.0,0.0,0.0,1.6329,1.3338,0.5721,0.2426,0.2855,0.313,0.7464
Matt Calvert 2018,Matt Calvert,2018,L,27.771,71,186,56.0,56.0,73.0,65,69,1.5539,1.9982,2.1084,1.6959,1.5399,0.0,0.0,0.0,1.6329,1.1294,0.7211749999999999,0.2426,0.2855,0.313,0.7464,0.6063
Matt Calvert 2019,Matt Calvert,2019,L,28.77,71,186,56.0,73.0,65.0,69,82,1.9982,2.1084,1.6959,1.5399,2.251,0.0,0.0,1.6329,1.1294,0.0,-0.6905749999999999,0.2855,0.313,0.7464,0.6063,0.5045
Matt Calvert 2020,Matt Calvert,2020,L,29.769,71,186,73.0,65.0,69.0,82,58,2.1084,1.6959,1.5399,2.251,2.181,0.0,1.6329,1.1294,0.0,1.6506,0.9600250000000001,0.313,0.7464,0.6063,0.5045,0.5609
Matt Calvert 2021,Matt Calvert,2021,L,30.772,71,186,65.0,69.0,82.0,58,26,1.6959,1.5399,2.251,2.181,2.2861,1.6329,1.1294,0.0,1.6506,0.0,-1.1032250000000001,0.7464,0.6063,0.5045,0.5609,0.421
Joakim Nordstrom 2017,Joakim Nordstrom,2017,C,24.6,73,194,,16.0,38.0,71,82,,1.0688,0.5868,1.6592,1.6343,,0.0,0.0,0.5093,0.4477,0.27793333333333337,,0.0721,0.2948,0.0593,0.2974
Joakim Nordstrom 2018,Joakim Nordstrom,2018,C,25.6,73,194,16.0,38.0,71.0,82,75,1.0688,0.5868,1.6592,1.6343,1.7022,0.0,0.0,0.5093,0.4477,0.0,-0.23925,0.0721,0.2948,0.0593,0.2974,0.2478
Joakim Nordstrom 2019,Joakim Nordstrom,2019,C,26.599,73,194,38.0,71.0,82.0,75,70,0.5868,1.6592,1.6343,1.7022,1.6471,0.0,0.5093,0.4477,0.0,0.0,-0.23925,0.2948,0.0593,0.2974,0.2478,0.1995
Joakim Nordstrom 2020,Joakim Nordstrom,2020,C,27.598,73,194,71.0,82.0,75.0,70,56,1.6592,1.6343,1.7022,1.6471,1.933,0.5093,0.4477,0.0,0.0,0.0,-0.23925,0.0593,0.2974,0.2478,0.1995,0.062
Joakim Nordstrom 2021,Joakim Nordstrom,2021,C,28.6,73,194,82.0,75.0,70.0,56,64,1.6343,1.7022,1.6471,1.933,2.2727,0.4477,0.0,0.0,0.0,0.0,-0.111925,0.2974,0.2478,0.1995,0.062,0.2753
Marcus Sorensen 2020,Marcus Sorensen,2020,L,27.483,71,175,,19.0,32.0,80,77,,0.636,0.8078,1.0598,1.4965,,0.0,0.0,0.7077,0.6075,0.37160000000000004,,0.0,0.0445,0.1629,0.3264
Marcus Sorensen 2021,Marcus Sorensen,2021,L,28.485,71,175,19.0,32.0,80.0,77,42,0.636,0.8078,1.0598,1.4965,1.4856,0.0,0.0,0.7077,0.6075,0.0,-0.3288,0.0,0.0445,0.1629,0.3264,0.588
Tobias Rieder 2016,Tobias Rieder,2016,L,22.722,71,189,,,,72,82,,,,1.2662,1.9451,,,,1.9744,0.0,-1.9744,,,,0.5288,0.4427
Tobias Rieder 2017,Tobias Rieder,2017,L,23.724,71,189,,,72.0,82,80,,,1.2662,1.9451,2.3883,,,1.9744,0.0,0.314,-0.6732,,,0.5288,0.4427,0.6108
Tobias Rieder 2018,Tobias Rieder,2018,L,24.723,71,189,,72.0,82.0,80,78,,1.2662,1.9451,2.3883,1.1959,,1.9744,0.0,0.314,0.0,-0.7627999999999999,,0.5288,0.4427,0.6108,0.3581
Tobias Rieder 2019,Tobias Rieder,2019,L,25.723,71,189,72.0,82.0,80.0,78,67,1.2662,1.9451,2.3883,1.1959,1.3264,1.9744,0.0,0.314,0.0,0.0,-0.5720999999999999,0.5288,0.4427,0.6108,0.3581,0.4568
Tobias Rieder 2020,Tobias Rieder,2020,L,26.722,71,189,82.0,80.0,78.0,67,64,1.9451,2.3883,1.1959,1.3264,1.6076,0.0,0.314,0.0,0.0,0.6786,0.6001,0.4427,0.6108,0.3581,0.4568,0.2582
Tobias Rieder 2021,Tobias Rieder,2021,L,27.724,71,189,80.0,78.0,67.0,64,64,2.3883,1.1959,1.3264,1.6076,1.6629,0.314,0.0,0.0,0.6786,0.0,-0.24814999999999998,0.6108,0.3581,0.4568,0.2582,0.2716
Jacob de la Rose 2019,Jacob de la Rose,2019,L,23.368,75,215,,,,55,60,,,,0.9255,1.4497,,,,1.1788,0.0,-1.1788,,,,0.3558,0.1561
Jacob de la Rose 2020,Jacob de la Rose,2020,L,24.368,75,215,,,55.0,60,58,,,0.9255,1.4497,1.1667,,,1.1788,0.0,0.0,-0.5894,,,0.3558,0.1561,0.2414
Lucas Wallmark 2020,Lucas Wallmark,2020,C,24.072,72,178,,8.0,11.0,81,79,,,0.2879,0.8792,1.0684,,,0.0,0.0,0.0,0.0,,,1.1511,0.0585,0.1746
Par Lindholm 2020,Par Lindholm,2020,C,27.99,72,183,,,,65,47,,,,1.5872,1.7158,,,,0.0,0.0,0.0,,,,0.2082,0.3203
Ilya Kovalchuk 2013,Ilya Kovalchuk,2013,L,29.466,75,222,79.0,76.0,81.0,77,63,0.235,0.1018,0.1665,1.1786,1.6964,0.0,0.0,0.0,1.9835,2.8678,2.371925,0.733,0.0,0.0,2.0697,0.8457
Alexander Steen 2009,Alexander Steen,2009,L,24.587,72,211,,,,76,81,,,,2.9511,2.1305,,,,0.2675,0.3477,0.0802,,,,0.2235,0.1743
Alexander Steen 2010,Alexander Steen,2010,L,25.586,72,211,,,76.0,81,68,,,2.9511,2.1305,1.123,,,0.2675,0.3477,1.5714,1.2637999999999998,,,0.2235,0.1743,0.5405
Alexander Steen 2011,Alexander Steen,2011,L,26.585,72,211,,76.0,81.0,68,72,,2.9511,2.1305,1.123,0.9588,,0.2675,0.3477,1.5714,1.7383,1.0094333333333334,,0.2235,0.1743,0.5405,0.3929
Alexander Steen 2012,Alexander Steen,2012,L,27.585,72,211,76.0,81.0,68.0,72,43,2.9511,2.1305,1.123,0.9588,1.7066,0.2675,0.3477,1.5714,1.7383,0.0,-0.981225,0.2235,0.1743,0.5405,0.3929,0.3937
Alexander Steen 2013,Alexander Steen,2013,L,28.587,72,211,81.0,68.0,72.0,43,68,2.1305,1.123,0.9588,1.7066,1.6238,0.3477,1.5714,1.7383,0.0,0.0,-0.91435,0.1743,0.5405,0.3929,0.3937,0.3269
Alexander Steen 2014,Alexander Steen,2014,L,29.586,72,211,68.0,72.0,43.0,68,68,1.123,0.9588,1.7066,1.6238,1.9032,1.5714,1.7383,0.0,0.0,0.4636,-0.36382499999999995,0.5405,0.3929,0.3937,0.3269,0.3417
Alexander Steen 2015,Alexander Steen,2015,L,30.585,72,211,72.0,43.0,68.0,68,74,0.9588,1.7066,1.6238,1.9032,1.7466,1.7383,0.0,0.0,0.4636,0.0,-0.550475,0.3929,0.3937,0.3269,0.3417,0.1323
Alexander Steen 2016,Alexander Steen,2016,L,31.585,72,211,43.0,68.0,68.0,74,67,1.7066,1.6238,1.9032,1.7466,1.7828,0.0,0.0,0.4636,0.0,0.5023,0.38639999999999997,0.3937,0.3269,0.3417,0.1323,0.316
Alexander Steen 2017,Alexander Steen,2017,L,32.587,72,211,68.0,68.0,74.0,67,76,1.6238,1.9032,1.7466,1.7828,1.8544,0.0,0.4636,0.0,0.5023,0.0,-0.241475,0.3269,0.3417,0.1323,0.316,0.0502
Alexander Steen 2018,Alexander Steen,2018,L,33.586,72,211,68.0,74.0,67.0,76,76,1.9032,1.7466,1.7828,1.8544,1.2425,0.4636,0.0,0.5023,0.0,0.6354,0.39392499999999997,0.3417,0.1323,0.316,0.0502,0.4121
Alexander Steen 2019,Alexander Steen,2019,L,34.585,72,211,74.0,67.0,76.0,76,65,1.7466,1.7828,1.8544,1.2425,1.9551,0.0,0.5023,0.0,0.6354,0.4721,0.18767500000000004,0.1323,0.316,0.0502,0.4121,0.1439
Alexander Steen 2020,Alexander Steen,2020,L,35.585,72,211,67.0,76.0,76.0,65,64,1.7828,1.8544,1.2425,1.9551,2.3264,0.5023,0.0,0.6354,0.4721,0.0,-0.40245,0.316,0.0502,0.4121,0.1439,0.0415
Troy Brouwer 2010,Troy Brouwer,2010,R,24.124,75,213,,,2.0,69,78,,,,1.0623,1.4872,,,,0.8186,0.5172,-0.3014,,,,0.6457,0.3117
Troy Brouwer 2013,Troy Brouwer,2013,R,27.125,75,213,69.0,78.0,79.0,82,80,1.0623,1.4872,0.6051,1.5215,1.5372,0.8186,0.5172,0.0,0.0,0.8304,0.49645000000000006,0.6457,0.3117,0.2613,0.2108,0.3821
Troy Brouwer 2014,Troy Brouwer,2014,R,28.124,75,213,78.0,79.0,82.0,80,82,1.4872,0.6051,1.5215,1.5372,2.147,0.5172,0.0,0.0,0.8304,0.0,-0.3369,0.3117,0.2613,0.2108,0.3821,0.1344
Troy Brouwer 2015,Troy Brouwer,2015,R,29.123,75,213,79.0,82.0,80.0,82,82,0.6051,1.5215,1.5372,2.147,2.1341,0.0,0.0,0.8304,0.0,0.6857,0.47809999999999997,0.2613,0.2108,0.3821,0.1344,0.3231
Troy Brouwer 2016,Troy Brouwer,2016,R,30.123,75,213,82.0,80.0,82.0,82,82,1.5215,1.5372,2.147,2.1341,1.4843,0.0,0.8304,0.0,0.6857,0.0,-0.379025,0.2108,0.3821,0.1344,0.3231,0.2485
Troy Brouwer 2017,Troy Brouwer,2017,R,31.125,75,213,80.0,82.0,82.0,82,74,1.5372,2.147,2.1341,1.4843,1.5536,0.8304,0.0,0.6857,0.0,0.5219,0.14287500000000003,0.3821,0.1344,0.3231,0.2485,0.1716
Troy Brouwer 2018,Troy Brouwer,2018,R,32.124,75,213,82.0,82.0,82.0,74,76,2.147,2.1341,1.4843,1.5536,2.0669,0.0,0.6857,0.0,0.5219,0.0,-0.3019,0.1344,0.3231,0.2485,0.1716,0.1171
Troy Brouwer 2019,Troy Brouwer,2019,R,33.123,75,213,82.0,82.0,74.0,76,75,2.1341,1.4843,1.5536,2.0669,1.6713,0.6857,0.0,0.5219,0.0,0.4787,0.1768,0.3231,0.2485,0.1716,0.1171,0.3199
Justin Abdelkader 2012,Justin Abdelkader,2012,L,24.598,74,213,2.0,2.0,50.0,74,81,0.7083,,0.267,1.7072,1.4185,0.0,,0.0,0.0,0.0,0.0,0.0,,0.1022,0.1547,0.1622
Justin Abdelkader 2016,Justin Abdelkader,2016,L,28.598,74,213,81.0,82.0,70.0,71,82,1.4185,0.5108,0.6479,0.9469,1.6065,0.0,0.0,0.0,0.0,0.0,0.0,0.1622,0.0928,0.3609,0.3517,0.0345
Justin Abdelkader 2017,Justin Abdelkader,2017,L,29.6,74,213,82.0,70.0,71.0,82,64,0.5108,0.6479,0.9469,1.6065,1.2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0928,0.3609,0.3517,0.0345,0.1401
Justin Abdelkader 2018,Justin Abdelkader,2018,L,30.599,74,213,70.0,71.0,82.0,64,75,0.6479,0.9469,1.6065,1.2172,1.3856,0.0,0.0,0.0,0.0,0.0,0.0,0.3609,0.3517,0.0345,0.1401,0.1662
Justin Abdelkader 2019,Justin Abdelkader,2019,L,31.598,74,213,71.0,82.0,64.0,75,71,0.9469,1.6065,1.2172,1.3856,1.8725,0.0,0.0,0.0,0.0,0.4513,0.4513,0.3517,0.0345,0.1401,0.1662,0.383
Justin Abdelkader 2020,Justin Abdelkader,2020,L,32.598,74,213,82.0,64.0,75.0,71,57,1.6065,1.2172,1.3856,1.8725,1.1429,0.0,0.0,0.0,0.4513,0.0,-0.112825,0.0345,0.1401,0.1662,0.383,0.2111
Vladimir Sobotka 2012,Vladimir Sobotka,2012,C,24.25,70,191,48.0,25.0,61.0,65,73,0.3403,0.1453,0.1317,2.0213,1.9386,0.0,0.0,0.0,0.4567,0.424,0.309825,0.0,3.0034,2.1885,0.5952,0.3684
Vladimir Sobotka 2013,Vladimir Sobotka,2013,C,25.252,70,191,25.0,61.0,65.0,73,82,0.1453,0.1317,2.0213,1.9386,1.9917,0.0,0.0,0.4567,0.424,0.0,-0.220175,3.0034,2.1885,0.5952,0.3684,0.2156
Vladimir Sobotka 2014,Vladimir Sobotka,2014,C,26.251,70,191,61.0,65.0,73.0,82,61,0.1317,2.0213,1.9386,1.9917,1.8872,0.0,0.4567,0.424,0.0,0.0,-0.220175,2.1885,0.5952,0.3684,0.2156,0.2317
Vladimir Sobotka 2019,Vladimir Sobotka,2019,C,31.251,70,191,,,1.0,81,69,,,1.8,1.1669,1.8915,,,0.0,0.6348,0.0,-0.3174,,,0.0,0.3527,0.1579
Bryan Little 2012,Bryan Little,2012,C,23.886,72,191,48.0,79.0,79.0,76,74,0.0635,0.0439,0.0513,1.716,1.5221,0.0,0.0,0.0,0.9201,0.0,-0.230025,0.0,0.0,0.902,1.0141,0.7331
Bryan Little 2013,Bryan Little,2013,C,24.888,72,191,79.0,79.0,76.0,74,82,0.0439,0.0513,1.716,1.5221,1.5625,0.0,0.0,0.9201,0.0,0.0,-0.230025,0.0,0.902,1.0141,0.7331,0.3312
Bryan Little 2014,Bryan Little,2014,C,25.887,72,191,79.0,76.0,74.0,82,82,0.0513,1.716,1.5221,1.5625,2.2628,0.0,0.9201,0.0,0.0,0.6467,0.416675,0.902,1.0141,0.7331,0.3312,0.4529
Bryan Little 2015,Bryan Little,2015,C,26.886,72,191,76.0,74.0,82.0,82,70,1.716,1.5221,1.5625,2.2628,2.0448,0.9201,0.0,0.0,0.6467,0.4192,0.02749999999999997,1.0141,0.7331,0.3312,0.4529,0.4441
Bryan Little 2016,Bryan Little,2016,C,27.886,72,191,74.0,82.0,82.0,70,57,1.5221,1.5625,2.2628,2.0448,2.0371,0.0,0.0,0.6467,0.4192,1.0334,0.7669250000000001,0.7331,0.3312,0.4529,0.4441,1.2837
Bryan Little 2017,Bryan Little,2017,C,28.888,72,191,82.0,82.0,70.0,57,59,1.5625,2.2628,2.0448,2.0371,1.1551,0.0,0.6467,0.4192,1.0334,0.0,-0.5248250000000001,0.3312,0.4529,0.4441,1.2837,0.7827
Bryan Little 2018,Bryan Little,2018,C,29.887,72,191,82.0,70.0,57.0,59,82,2.2628,2.0448,2.0371,1.1551,1.0352,0.6467,0.4192,1.0334,0.0,0.0,-0.5248250000000001,0.4529,0.4441,1.2837,0.7827,0.1119
Bryan Little 2019,Bryan Little,2019,C,30.887,72,191,70.0,57.0,59.0,82,82,2.0448,2.0371,1.1551,1.0352,1.2087,0.4192,1.0334,0.0,0.0,0.0,-0.36315000000000003,0.4441,1.2837,0.7827,0.1119,0.0958
Michael Grabner 2012,Michael Grabner,2012,"L, R",23.99,73,188,,,20.0,76,78,,,0.0408,1.5307,1.6951,,,0.0,3.0946,0.4538,-1.0935,,,0.0,2.6436,1.143
Michael Grabner 2013,Michael Grabner,2013,"L, R",24.992,73,188,,20.0,76.0,78,76,,0.0408,1.5307,1.6951,2.3219,,0.0,3.0946,0.4538,0.5743,-0.6084999999999998,,0.0,2.6436,1.143,1.5407
Michael Grabner 2014,Michael Grabner,2014,"L, R",25.991,73,188,20.0,76.0,78.0,76,64,0.0408,1.5307,1.6951,2.3219,2.0633,0.0,3.0946,0.4538,0.5743,1.3631,0.33242499999999997,0.0,2.6436,1.143,1.5407,2.007
Michael Grabner 2017,Michael Grabner,2017,"L, R",28.992,73,188,76.0,64.0,34.0,80,76,2.3219,2.0633,1.273,3.1067,1.6798,0.5743,1.3631,0.0,0.2414,0.47,-0.07469999999999999,1.5407,2.007,1.0878,0.8035,1.9509
Michael Grabner 2018,Michael Grabner,2018,"L, R",29.991,73,188,64.0,34.0,80.0,76,80,2.0633,1.273,3.1067,1.6798,2.036,1.3631,0.0,0.2414,0.47,0.7367,0.21807500000000002,2.007,1.0878,0.8035,1.9509,1.2261
Michael Grabner 2019,Michael Grabner,2019,"L, R",30.991,73,188,34.0,80.0,76.0,80,41,1.273,3.1067,1.6798,2.036,2.3577,0.0,0.2414,0.47,0.7367,3.7241,3.362075,1.0878,0.8035,1.9509,1.2261,1.139
Michael Grabner 2020,Michael Grabner,2020,"L, R",31.99,73,188,80.0,76.0,80.0,41,54,3.1067,1.6798,2.036,2.3577,2.287,0.2414,0.47,0.7367,3.7241,0.5703,-0.72275,0.8035,1.9509,1.2261,1.139,0.8806
Mark Letestu 2014,Mark Letestu,2014,C,28.655,70,195,10.0,64.0,62.0,78,82,,0.0578,0.8048,2.225,2.2789,,0.0,0.0,1.1724,0.3211,-0.06970000000000004,,0.0,0.6396,0.5364,0.2835
Mark Letestu 2015,Mark Letestu,2015,C,29.654,70,195,64.0,62.0,78.0,82,54,0.0578,0.8048,2.225,2.2789,2.7204,0.0,0.0,1.1724,0.3211,0.4084,0.03502499999999997,0.0,0.6396,0.5364,0.2835,0.3259
Mark Letestu 2016,Mark Letestu,2016,C,30.654,70,195,62.0,78.0,82.0,54,82,0.8048,2.225,2.2789,2.7204,2.4673,0.0,1.1724,0.3211,0.4084,0.5931,0.11762499999999992,0.6396,0.5364,0.2835,0.3259,0.2051
Mark Letestu 2017,Mark Letestu,2017,C,31.656,70,195,78.0,82.0,54.0,82,78,2.225,2.2789,2.7204,2.4673,2.1363,1.1724,0.3211,0.4084,0.5931,0.7201,0.09634999999999994,0.5364,0.2835,0.3259,0.2051,0.2566
Mark Letestu 2018,Mark Letestu,2018,C,32.655,70,195,82.0,54.0,82.0,78,80,2.2789,2.7204,2.4673,2.1363,1.8419,0.3211,0.4084,0.5931,0.7201,0.8144,0.303725,0.2835,0.3259,0.2051,0.2566,0.3552
Mark Letestu 2019,Mark Letestu,2019,C,33.655,70,195,54.0,82.0,78.0,80,2,2.7204,2.4673,2.1363,1.8419,,0.4084,0.5931,0.7201,0.8144,,,0.3259,0.2051,0.2566,0.3552,
Zack Smith 2012,Zack Smith,2012,C,23.489,74,208,,1.0,15.0,55,81,,,0.9822,1.0412,2.2235,,,4.0724,0.0,0.6663,-1.3699,,,0.4387,0.1476,0.243
Zack Smith 2017,Zack Smith,2017,C,28.491,74,208,82.0,82.0,37.0,81,74,0.4983,1.6232,0.9676,1.3208,1.9655,0.0,0.4508,0.0,2.2433,1.6501,0.9765749999999999,0.2702,0.452,0.5278,0.632,1.1691
Zack Smith 2018,Zack Smith,2018,C,29.49,74,208,82.0,37.0,81.0,74,68,1.6232,0.9676,1.3208,1.9655,1.4341,0.4508,0.0,2.2433,1.6501,0.0,-1.08605,0.452,0.5278,0.632,1.1691,0.2549
Zack Smith 2019,Zack Smith,2019,C,30.49,74,208,37.0,81.0,74.0,68,70,0.9676,1.3208,1.9655,1.4341,1.8395,0.0,2.2433,1.6501,0.0,0.466,-0.50735,0.5278,0.632,1.1691,0.2549,0.3668
Zack Smith 2020,Zack Smith,2020,C,31.489,74,208,81.0,74.0,68.0,70,58,1.3208,1.9655,1.4341,1.8395,1.2527,2.2433,1.6501,0.0,0.466,0.958,-0.13185000000000002,0.632,1.1691,0.2549,0.3668,0.27
Mikkel Boedker 2010,Mikkel Boedker,2010,L,19.792,72,207,,,,78,14,,,,1.1171,,,,,0.0,,,,,,0.3391,
Gabriel Bourque 2014,Gabriel Bourque,2014,L,23.023,70,206,,,43.0,58,74,,,0.1112,0.8868,0.811,,,0.0,1.99,0.0,-0.995,,,0.2129,0.1857,0.1103
Gabriel Bourque 2015,Gabriel Bourque,2015,L,24.023,70,206,,43.0,58.0,74,69,,0.1112,0.8868,0.811,1.1464,,0.0,1.99,0.0,0.0,-0.6633333333333333,,0.2129,0.1857,0.1103,0.3346
Gabriel Bourque 2019,Gabriel Bourque,2019,L,28.023,70,206,69.0,22.0,6.0,58,55,1.1464,2.0803,2.2056,1.8928,2.5079,0.0,0.0,0.0,0.0,0.0,0.0,0.3346,0.3559,0.5385,0.1206,0.1144
Tom Kuhnhackl 2018,Tom Kuhnhackl,2018,R,25.695,74,196,,,42.0,57,69,,,0.9825,1.7836,2.1295,,,2.9079,0.5902,0.0,-1.74905,,,0.599,0.4457,0.0631
Brian Gibbons 2019,Brian Gibbons,2019,C,30.596,68,175,25.0,,,59,64,1.834,,,2.7972,0.8003,0.0,,,0.7271,0.0,-0.36355,0.0755,,,0.6963,0.0135
Nick Shore 2017,Nick Shore,2017,C,24.014,73,198,,,34.0,68,70,,,0.4025,0.9958,1.2929,,,0.0,0.0,0.663,0.663,,,0.3712,0.0462,0.2504
Nick Shore 2018,Nick Shore,2018,C,25.014,73,198,,34.0,68.0,70,64,,0.4025,0.9958,1.2929,1.6734,,0.0,0.0,0.663,0.0,-0.221,,0.3712,0.0462,0.2504,0.1095
Markus Granlund 2017,Markus Granlund,2017,C,23.461,72,180,,7.0,48.0,47,69,,0.5857,0.8733,1.1624,1.2128,,14.6341,0.0,1.0982,0.0,-5.2441,,0.7477,0.3072,0.6397,0.3957
Markus Granlund 2018,Markus Granlund,2018,C,24.461,72,180,7.0,48.0,47.0,69,53,0.5857,0.8733,1.1624,1.2128,2.4053,14.6341,0.0,1.0982,0.0,0.9413,-2.991775,0.7477,0.3072,0.6397,0.3957,0.5964
Markus Granlund 2019,Markus Granlund,2019,C,25.46,72,180,48.0,47.0,69.0,53,77,0.8733,1.1624,1.2128,2.4053,2.3816,0.0,1.0982,0.0,0.9413,0.0,-0.5098750000000001,0.3072,0.6397,0.3957,0.5964,0.1706
Tim Schaller 2018,Tim Schaller,2018,"C, L",26.875,74,204,,18.0,17.0,59,82,,1.0259,1.1814,1.126,1.9067,,0.0,2.9876,0.0,1.1513,0.1554333333333333,,0.1349,0.7442,0.255,0.2039
Tim Schaller 2019,Tim Schaller,2019,"C, L",27.875,74,204,18.0,17.0,59.0,82,47,1.0259,1.1814,1.126,1.9067,1.3206,0.0,2.9876,0.0,1.1513,0.0,-1.034725,0.1349,0.7442,0.255,0.2039,0.0321
Tim Schaller 2020,Tim Schaller,2020,"C, L",28.874,74,204,17.0,59.0,82.0,47,62,1.1814,1.126,1.9067,1.3206,2.7016,2.9876,0.0,1.1513,0.0,0.419,-0.6157249999999999,0.7442,0.255,0.2039,0.0321,0.0591
Alexander Wennberg 2018,Alexander Wennberg,2018,C,23.026,74,190,,68.0,69.0,80,66,,1.801,0.6901,0.6371,1.0217,,0.0,0.0,0.0,0.0,0.0,,0.1001,0.0792,0.037,0.1259
Alexander Wennberg 2019,Alexander Wennberg,2019,C,24.025,74,190,68.0,69.0,80.0,66,75,1.801,0.6901,0.6371,1.0217,1.2787,0.0,0.0,0.0,0.0,0.6257,0.6257,0.1001,0.0792,0.037,0.1259,0.1769
Alexander Wennberg 2020,Alexander Wennberg,2020,C,25.025,74,190,69.0,80.0,66.0,75,67,0.6901,0.6371,1.0217,1.2787,1.4985,0.0,0.0,0.0,0.6257,0.0,-0.156425,0.0792,0.037,0.1259,0.1769,0.1711
Melker Karlsson 2017,Melker Karlsson,2017,C,26.207,72,180,,,53.0,65,67,,,0.1871,1.2036,1.5908,,,0.0,0.0,0.5629,0.5629,,,0.3296,0.0334,0.2822
Melker Karlsson 2018,Melker Karlsson,2018,C,27.207,72,180,,53.0,65.0,67,71,,0.1871,1.2036,1.5908,1.3941,,0.0,0.0,0.5629,0.6062,0.41856666666666664,,0.3296,0.0334,0.2822,0.3171
Melker Karlsson 2019,Melker Karlsson,2019,C,28.206,72,180,53.0,65.0,67.0,71,79,0.1871,1.2036,1.5908,1.3941,1.473,0.0,0.0,0.5629,0.6062,0.0,-0.29227499999999995,0.3296,0.0334,0.2822,0.3171,0.2528
Melker Karlsson 2020,Melker Karlsson,2020,C,29.205,72,180,65.0,67.0,71.0,79,71,1.2036,1.5908,1.3941,1.473,2.1077,0.0,0.5629,0.6062,0.0,0.0,-0.29227499999999995,0.0334,0.2822,0.3171,0.2528,0.1169
Matt Cullen 2010,Matt Cullen,2010,C,32.913,73,202,,,59.0,69,81,,,0.6331,1.5715,2.2541,,,0.0,1.1067,0.6572,0.10385,,,0.5438,0.7372,1.1986
Matt Cullen 2011,Matt Cullen,2011,C,33.912,73,202,,59.0,69.0,81,78,,0.6331,1.5715,2.2541,2.0139,,0.0,1.1067,0.6572,1.5279,0.9399333333333334,,0.5438,0.7372,1.1986,0.513
