,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y5 dPK ATOI
Yannick Weber 2017,Yannick Weber,2017,D,28.023,71,200,10.0,49.0,65.0,45,73,0.3139,0.2459,0.6531,0.8015,0.1726,-0.33100000000000007
Yannick Weber 2018,Yannick Weber,2018,D,29.022,71,200,49.0,65.0,45.0,73,47,0.2459,0.6531,0.8015,0.1726,0.1383,-0.329975
Yannick Weber 2019,Yannick Weber,2019,D,30.021,71,200,65.0,45.0,73.0,47,62,0.6531,0.8015,0.1726,0.1383,0.3688,-0.072575
Yannick Weber 2020,Yannick Weber,2020,D,31.021,71,200,45.0,73.0,47.0,62,48,0.8015,0.1726,0.1383,0.3688,0.2768,-0.09350000000000003
Luca Sbisa 2013,Luca Sbisa,2013,D,22.67,74,206,39.0,8.0,68.0,80,70,0.253,0.2083,1.5483,1.6546,1.9004,0.9843500000000001
Luca Sbisa 2017,Luca Sbisa,2017,D,26.67,74,206,70.0,30.0,76.0,41,82,1.9004,1.1694,2.0151,1.7801,2.2087,0.49244999999999983
Jake Gardiner 2016,Jake Gardiner,2016,D,25.244,74,203,75.0,20.0,80.0,79,79,1.7524,0.2278,0.625,0.2426,0.353,-0.35895
Jake Gardiner 2017,Jake Gardiner,2017,D,26.246,74,203,20.0,80.0,79.0,79,82,0.2278,0.625,0.2426,0.353,0.3138,-0.048299999999999954
Jake Gardiner 2018,Jake Gardiner,2018,D,27.245,74,203,80.0,79.0,79.0,82,82,0.625,0.2426,0.353,0.3138,0.3776,-0.006000000000000005
Jake Gardiner 2019,Jake Gardiner,2019,D,28.244,74,203,79.0,79.0,82.0,82,62,0.2426,0.353,0.3138,0.3776,0.1134,-0.20834999999999998
Jake Gardiner 2020,Jake Gardiner,2020,D,29.244,74,203,79.0,82.0,82.0,62,80,0.353,0.3138,0.3776,0.1134,0.0544,-0.23504999999999998
Matt Bartkowski 2016,Matt Bartkowski,2016,D,27.324,73,201,3.0,18.0,64.0,47,80,,0.2348,1.744,1.1057,1.2615,0.2333333333333334
Sami Vatanen 2016,Sami Vatanen,2016,D,24.329,70,185,,13.0,48.0,67,71,,0.0688,0.2163,1.8057,2.2474,1.5504666666666664
Sami Vatanen 2017,Sami Vatanen,2017,D,25.331,70,185,13.0,48.0,67.0,71,71,0.0688,0.2163,1.8057,2.2474,2.158,1.07345
Sami Vatanen 2018,Sami Vatanen,2018,D,26.331,70,185,48.0,67.0,71.0,71,72,0.2163,1.8057,2.2474,2.158,1.7363,0.12945000000000007
Sami Vatanen 2019,Sami Vatanen,2019,D,27.33,70,185,67.0,71.0,71.0,72,50,1.8057,2.2474,2.158,1.7363,1.8807,-0.10614999999999997
Sami Vatanen 2020,Sami Vatanen,2020,D,28.329,70,185,71.0,71.0,72.0,50,55,2.2474,2.158,1.7363,1.8807,1.9876,-0.017999999999999794
Sami Vatanen 2021,Sami Vatanen,2021,D,29.331,70,185,71.0,72.0,50.0,55,57,2.158,1.7363,1.8807,1.9876,2.0291,0.08845000000000014
Nate Prosser 2016,Nate Prosser,2016,D,29.403,74,201,51.0,29.0,53.0,63,54,2.0788,0.7363,1.6201,1.932,1.258,-0.3338000000000001
Kevan Miller 2016,Kevan Miller,2016,D,27.878,74,210,,,47.0,41,71,,,1.9638,2.8045,2.5364,0.15225
Kevan Miller 2017,Kevan Miller,2017,D,28.88,74,210,,47.0,41.0,71,58,,1.9638,2.8045,2.5364,2.0037,-0.4312
Kevan Miller 2018,Kevan Miller,2018,D,29.879,74,210,47.0,41.0,71.0,58,68,1.9638,2.8045,2.5364,2.0037,2.2583,-0.06879999999999953
Joakim Ryan 2020,Joakim Ryan,2020,D,26.29,71,185,,,62.0,44,41,,,0.2978,0.2625,1.6462,1.36605
Ron Hainsey 2010,Ron Hainsey,2010,D,28.524,75,201,,,78.0,81,80,,,1.562,2.892,3.8004,1.5734
Ron Hainsey 2011,Ron Hainsey,2011,D,29.523,75,201,,78.0,81.0,80,82,,1.562,2.892,3.8004,1.8187,-0.9327666666666665
Ron Hainsey 2012,Ron Hainsey,2012,D,30.522,75,201,78.0,81.0,80.0,82,56,1.562,2.892,3.8004,1.8187,2.5842,0.06592500000000001
Ron Hainsey 2013,Ron Hainsey,2013,D,31.524,75,201,81.0,80.0,82.0,56,80,2.892,3.8004,1.8187,2.5842,2.9301,0.15627499999999994
Ron Hainsey 2014,Ron Hainsey,2014,D,32.524,75,201,80.0,82.0,56.0,80,82,3.8004,1.8187,2.5842,2.9301,2.0736,-0.7097500000000001
Ron Hainsey 2015,Ron Hainsey,2015,D,33.523,75,201,82.0,56.0,80.0,82,81,1.8187,2.5842,2.9301,2.0736,2.0278,-0.32384999999999975
Ron Hainsey 2016,Ron Hainsey,2016,D,34.523,75,201,56.0,80.0,82.0,81,81,2.5842,2.9301,2.0736,2.0278,2.7632,0.3592749999999998
Ron Hainsey 2017,Ron Hainsey,2017,D,35.525,75,201,80.0,82.0,81.0,81,72,2.9301,2.0736,2.0278,2.7632,3.0243,0.5756250000000005
Ron Hainsey 2018,Ron Hainsey,2018,D,36.524,75,201,82.0,81.0,81.0,72,80,2.0736,2.0278,2.7632,3.0243,4.0148,1.5425750000000003
Ron Hainsey 2019,Ron Hainsey,2019,D,37.523,75,201,81.0,81.0,72.0,80,81,2.0278,2.7632,3.0243,4.0148,2.8364,-0.12112500000000015
Ron Hainsey 2020,Ron Hainsey,2020,D,38.523,75,201,81.0,72.0,80.0,81,75,2.7632,3.0243,4.0148,2.8364,3.1977,0.0380250000000002
Deryk Engelland 2013,Deryk Engelland,2013,D,30.498,74,212,,9.0,63.0,73,71,,0.5148,0.4968,1.0388,0.9155,0.2320333333333333
Deryk Engelland 2014,Deryk Engelland,2014,D,31.497,74,212,9.0,63.0,73.0,71,56,0.5148,0.4968,1.0388,0.9155,0.9583,0.21682500000000005
Deryk Engelland 2015,Deryk Engelland,2015,D,32.496,74,212,63.0,73.0,71.0,56,76,0.4968,1.0388,0.9155,0.9583,0.8708,0.018450000000000077
Deryk Engelland 2016,Deryk Engelland,2016,D,33.496,74,212,73.0,71.0,56.0,76,69,1.0388,0.9155,0.9583,0.8708,1.2473,0.3014500000000001
Deryk Engelland 2017,Deryk Engelland,2017,D,34.498,74,212,71.0,56.0,76.0,69,81,0.9155,0.9583,0.8708,1.2473,3.222,2.224025
Deryk Engelland 2018,Deryk Engelland,2018,D,35.497,74,212,56.0,76.0,69.0,81,79,0.9583,0.8708,1.2473,3.222,2.9646,1.39
Deryk Engelland 2019,Deryk Engelland,2019,D,36.497,74,212,76.0,69.0,81.0,79,74,0.8708,1.2473,3.222,2.9646,3.2032,1.1270249999999997
Deryk Engelland 2020,Deryk Engelland,2020,D,37.496,74,212,69.0,81.0,79.0,74,57,1.2473,3.222,2.9646,3.2032,3.4452,0.7859249999999998
Dan Hamhuis 2010,Dan Hamhuis,2010,D,26.802,73,204,,,80.0,82,78,,,3.9656,3.7079,2.6771,-1.15965
Dan Hamhuis 2011,Dan Hamhuis,2011,D,27.801,73,204,,80.0,82.0,78,64,,3.9656,3.7079,2.6771,3.1917,-0.25849999999999973
Dan Hamhuis 2012,Dan Hamhuis,2012,D,28.8,73,204,80.0,82.0,78.0,64,82,3.9656,3.7079,2.6771,3.1917,2.949,-0.43657499999999994
Dan Hamhuis 2013,Dan Hamhuis,2013,D,29.802,73,204,82.0,78.0,64.0,82,80,3.7079,2.6771,3.1917,2.949,3.066,-0.06542500000000029
Dan Hamhuis 2014,Dan Hamhuis,2014,D,30.802,73,204,78.0,64.0,82.0,80,79,2.6771,3.1917,2.949,3.066,3.1156,0.1446500000000004
Dan Hamhuis 2015,Dan Hamhuis,2015,D,31.801,73,204,64.0,82.0,80.0,79,59,3.1917,2.949,3.066,3.1156,2.2342,-0.8463750000000001
Dan Hamhuis 2016,Dan Hamhuis,2016,D,32.8,73,204,82.0,80.0,79.0,59,58,2.949,3.066,3.1156,2.2342,2.6046,-0.2365999999999997
Dan Hamhuis 2017,Dan Hamhuis,2017,D,33.802,73,204,80.0,79.0,59.0,58,79,3.066,3.1156,2.2342,2.6046,2.0232,-0.7319
Dan Hamhuis 2018,Dan Hamhuis,2018,D,34.802,73,204,79.0,59.0,58.0,79,80,3.1156,2.2342,2.6046,2.0232,2.6777,0.18330000000000002
Dan Hamhuis 2019,Dan Hamhuis,2019,D,35.801,73,204,59.0,58.0,79.0,80,57,2.2342,2.6046,2.0232,2.6777,1.6842,-0.700725
Dan Hamhuis 2020,Dan Hamhuis,2020,D,36.8,73,204,58.0,79.0,80.0,57,70,2.6046,2.0232,2.6777,1.6842,2.3697,0.12227499999999969
Trevor Daley 2010,Trevor Daley,2010,D,25.98,71,199,,,82.0,75,77,,,2.4167,2.7811,2.2807,-0.31820000000000004
Trevor Daley 2011,Trevor Daley,2011,D,26.98,71,199,,82.0,75.0,77,82,,2.4167,2.7811,2.2807,1.8801,-0.6127333333333334
Trevor Daley 2012,Trevor Daley,2012,D,27.979,71,199,82.0,75.0,77.0,82,79,2.4167,2.7811,2.2807,1.8801,2.5099,0.17025000000000023
Trevor Daley 2013,Trevor Daley,2013,D,28.981,71,199,75.0,77.0,82.0,79,75,2.7811,2.2807,1.8801,2.5099,2.6152,0.2522500000000001
Trevor Daley 2014,Trevor Daley,2014,D,29.98,71,199,77.0,82.0,79.0,75,67,2.2807,1.8801,2.5099,2.6152,2.4062,0.08472500000000016
Trevor Daley 2015,Trevor Daley,2015,D,30.98,71,199,82.0,79.0,75.0,67,68,1.8801,2.5099,2.6152,2.4062,2.9081,0.55525
Trevor Daley 2016,Trevor Daley,2016,D,31.979,71,199,79.0,75.0,67.0,68,82,2.5099,2.6152,2.4062,2.9081,0.6689,-1.9409500000000002
Trevor Daley 2017,Trevor Daley,2017,D,32.981,71,199,75.0,67.0,68.0,82,56,2.6152,2.4062,2.9081,0.6689,2.3854,0.23580000000000023
Trevor Daley 2018,Trevor Daley,2018,D,33.98,71,199,67.0,68.0,82.0,56,77,2.4062,2.9081,0.6689,2.3854,2.7972,0.70505
Trevor Daley 2019,Trevor Daley,2019,D,34.98,71,199,68.0,82.0,56.0,77,44,2.9081,0.6689,2.3854,2.7972,2.625,0.4350999999999998
Trevor Daley 2020,Trevor Daley,2020,D,35.979,71,199,82.0,56.0,77.0,44,50,0.6689,2.3854,2.7972,2.625,0.6151,-1.504025
Jay Bouwmeester 2010,Jay Bouwmeester,2010,D,26.013,76,206,,,82.0,82,82,,,4.0439,3.4057,3.7911,0.06630000000000003
Jay Bouwmeester 2011,Jay Bouwmeester,2011,D,27.012,76,206,,82.0,82.0,82,82,,4.0439,3.4057,3.7911,3.352,-0.39490000000000025
Jay Bouwmeester 2012,Jay Bouwmeester,2012,D,28.012,76,206,82.0,82.0,82.0,82,82,4.0439,3.4057,3.7911,3.352,3.3144,-0.33377500000000015
Jay Bouwmeester 2013,Jay Bouwmeester,2013,D,29.014,76,206,82.0,82.0,82.0,82,80,3.4057,3.7911,3.352,3.3144,2.894,-0.5717999999999996
Jay Bouwmeester 2014,Jay Bouwmeester,2014,D,30.013,76,206,82.0,82.0,82.0,80,82,3.7911,3.352,3.3144,2.894,3.2764,-0.061474999999999724
Jay Bouwmeester 2015,Jay Bouwmeester,2015,D,31.012,76,206,82.0,82.0,80.0,82,72,3.352,3.3144,2.894,3.2764,2.8245,-0.38470000000000004
Jay Bouwmeester 2016,Jay Bouwmeester,2016,D,32.012,76,206,82.0,80.0,82.0,72,72,3.3144,2.894,3.2764,2.8245,3.2164,0.13907500000000006
Jay Bouwmeester 2017,Jay Bouwmeester,2017,D,33.014,76,206,80.0,82.0,72.0,72,81,2.894,3.2764,2.8245,3.2164,2.9763,-0.07652500000000018
Johnny Boychuk 2012,Johnny Boychuk,2012,D,27.7,74,227,4.0,1.0,51.0,69,77,,0.5667,1.1676,2.213,2.2422,0.9264333333333332
Johnny Boychuk 2013,Johnny Boychuk,2013,D,28.702,74,227,1.0,51.0,69.0,77,75,0.5667,1.1676,2.213,2.2422,2.528,0.9806250000000001
Johnny Boychuk 2014,Johnny Boychuk,2014,D,29.701,74,227,51.0,69.0,77.0,75,75,1.1676,2.213,2.2422,2.528,2.908,0.8702999999999999
Johnny Boychuk 2015,Johnny Boychuk,2015,D,30.7,74,227,69.0,77.0,75.0,75,72,2.213,2.2422,2.528,2.908,2.0481,-0.4247000000000001
Johnny Boychuk 2016,Johnny Boychuk,2016,D,31.7,74,227,77.0,75.0,75.0,72,70,2.2422,2.528,2.908,2.0481,2.3529,-0.07867500000000005
Johnny Boychuk 2017,Johnny Boychuk,2017,D,32.702,74,227,75.0,75.0,72.0,70,66,2.528,2.908,2.0481,2.3529,2.0846,-0.3746499999999999
Johnny Boychuk 2018,Johnny Boychuk,2018,D,33.701,74,227,75.0,72.0,70.0,66,58,2.908,2.0481,2.3529,2.0846,2.5894,0.2410000000000001
Johnny Boychuk 2019,Johnny Boychuk,2019,D,34.7,74,227,72.0,70.0,66.0,58,74,2.0481,2.3529,2.0846,2.5894,1.5095,-0.7592499999999998
Johnny Boychuk 2020,Johnny Boychuk,2020,D,35.7,74,227,70.0,66.0,58.0,74,75,2.3529,2.0846,2.5894,1.5095,2.0583,-0.07580000000000009
Jonathan Ericsson 2012,Jonathan Ericsson,2012,D,27.582,76,218,8.0,19.0,62.0,74,69,1.0583,2.0009,1.9177,1.4331,2.0365,0.43400000000000016
Jonathan Ericsson 2013,Jonathan Ericsson,2013,D,28.584,76,218,19.0,62.0,74.0,69,76,2.0009,1.9177,1.4331,2.0365,3.1319,1.2848499999999998
Jonathan Ericsson 2014,Jonathan Ericsson,2014,D,29.583,76,218,62.0,74.0,69.0,76,48,1.9177,1.4331,2.0365,3.1319,2.9885,0.8587000000000002
Jonathan Ericsson 2015,Jonathan Ericsson,2015,D,30.583,76,218,74.0,69.0,76.0,48,82,1.4331,2.0365,3.1319,2.9885,2.6783,0.28080000000000016
Jonathan Ericsson 2016,Jonathan Ericsson,2016,D,31.582,76,218,69.0,76.0,48.0,82,71,2.0365,3.1319,2.9885,2.6783,2.6174,-0.09140000000000015
Jonathan Ericsson 2017,Jonathan Ericsson,2017,D,32.584,76,218,76.0,48.0,82.0,71,51,3.1319,2.9885,2.6783,2.6174,2.0418,-0.8122250000000002
Jonathan Ericsson 2018,Jonathan Ericsson,2018,D,33.583,76,218,48.0,82.0,71.0,51,81,2.9885,2.6783,2.6174,2.0418,2.6165,0.0349999999999997
Jonathan Ericsson 2019,Jonathan Ericsson,2019,D,34.583,76,218,82.0,71.0,51.0,81,52,2.6783,2.6174,2.0418,2.6165,2.3167,-0.17180000000000017
Brent Seabrook 2010,Brent Seabrook,2010,D,24.45,75,220,,,82.0,82,78,,,3.1244,3.4848,2.9182,-0.38639999999999963
Brent Seabrook 2011,Brent Seabrook,2011,D,25.449,75,220,,82.0,82.0,78,82,,3.1244,3.4848,2.9182,2.7224,-0.45340000000000025
Brent Seabrook 2012,Brent Seabrook,2012,D,26.448,75,220,82.0,82.0,78.0,82,78,3.1244,3.4848,2.9182,2.7224,2.4855,-0.5769500000000001
Brent Seabrook 2013,Brent Seabrook,2013,D,27.45,75,220,82.0,78.0,82.0,78,80,3.4848,2.9182,2.7224,2.4855,2.1238,-0.7789250000000001
Brent Seabrook 2014,Brent Seabrook,2014,D,28.45,75,220,78.0,82.0,78.0,80,82,2.9182,2.7224,2.4855,2.1238,1.9898,-0.572675
Brent Seabrook 2015,Brent Seabrook,2015,D,29.449,75,220,82.0,78.0,80.0,82,82,2.7224,2.4855,2.1238,1.9898,1.8183,-0.5120750000000001
Brent Seabrook 2016,Brent Seabrook,2016,D,30.448,75,220,78.0,80.0,82.0,82,81,2.4855,2.1238,1.9898,1.8183,1.7757,-0.3286500000000001
Brent Seabrook 2017,Brent Seabrook,2017,D,31.451,75,220,80.0,82.0,82.0,81,79,2.1238,1.9898,1.8183,1.7757,1.8808,-0.04610000000000003
Brent Seabrook 2018,Brent Seabrook,2018,D,32.45,75,220,82.0,82.0,81.0,79,81,1.9898,1.8183,1.7757,1.8808,2.1302,0.2640499999999999
Brent Seabrook 2019,Brent Seabrook,2019,D,33.449,75,220,82.0,81.0,79.0,81,78,1.8183,1.7757,1.8808,2.1302,2.1286,0.22734999999999994
Mike Green 2010,Mike Green,2010,D,23.971,73,210,,,82.0,68,75,,,0.3652,2.4801,2.1558,0.73315
Mike Green 2011,Mike Green,2011,D,24.97,73,210,,82.0,68.0,75,49,,0.3652,2.4801,2.1558,2.3507,0.6836666666666664
Mike Green 2015,Mike Green,2015,D,28.97,73,210,49.0,32.0,59.0,70,72,2.3507,1.1828,1.0414,0.5738,0.5641,-0.7230749999999999
Mike Green 2016,Mike Green,2016,D,29.969,73,210,32.0,59.0,70.0,72,74,1.1828,1.0414,0.5738,0.5641,0.1383,-0.7022250000000001
Mike Green 2017,Mike Green,2017,D,30.971,73,210,59.0,70.0,72.0,74,72,1.0414,0.5738,0.5641,0.1383,0.5514,-0.028000000000000025
Mike Green 2018,Mike Green,2018,D,31.971,73,210,70.0,72.0,74.0,72,66,0.5738,0.5641,0.1383,0.5514,0.1467,-0.31020000000000003
Mike Green 2019,Mike Green,2019,D,32.97,73,210,72.0,74.0,72.0,66,43,0.5641,0.1383,0.5514,0.1467,0.1787,-0.17142500000000002
Mike Green 2020,Mike Green,2020,D,33.969,73,210,74.0,72.0,66.0,43,58,0.1383,0.5514,0.1467,0.1787,0.0837,-0.17007499999999998
Roman Polak 2011,Roman Polak,2011,D,24.428,74,240,,6.0,69.0,78,55,,0.4278,2.9732,2.8346,2.2421,0.16356666666666708
Roman Polak 2012,Roman Polak,2012,D,25.427,74,240,6.0,69.0,78.0,55,77,0.4278,2.9732,2.8346,2.2421,2.3623,0.24287499999999973
Roman Polak 2013,Roman Polak,2013,D,26.429,74,240,69.0,78.0,55.0,77,82,2.9732,2.8346,2.2421,2.3623,1.9712,-0.63185
Roman Polak 2014,Roman Polak,2014,D,27.429,74,240,78.0,55.0,77.0,82,72,2.8346,2.2421,2.3623,1.9712,2.3088,-0.043749999999999734
Roman Polak 2015,Roman Polak,2015,D,28.428,74,240,55.0,77.0,82.0,72,56,2.2421,2.3623,1.9712,2.3088,3.1211,0.9000000000000004
Roman Polak 2016,Roman Polak,2016,D,29.427,74,240,77.0,82.0,72.0,56,79,2.3623,1.9712,2.3088,3.1211,2.8696,0.42874999999999996
Roman Polak 2017,Roman Polak,2017,D,30.429,74,240,82.0,72.0,56.0,79,75,1.9712,2.3088,3.1211,2.8696,2.9058,0.3381249999999998
Roman Polak 2018,Roman Polak,2018,D,31.429,74,240,72.0,56.0,79.0,75,54,2.3088,3.1211,2.8696,2.9058,2.546,-0.25532500000000047
Roman Polak 2019,Roman Polak,2019,D,32.428,74,240,56.0,79.0,75.0,54,77,3.1211,2.8696,2.9058,2.546,2.6377,-0.22292500000000004
Roman Polak 2020,Roman Polak,2020,D,33.427,74,240,79.0,75.0,54.0,77,48,2.8696,2.9058,2.546,2.6377,2.8061,0.06632499999999997
Matt Niskanen 2010,Matt Niskanen,2010,D,22.821,73,203,,,78.0,80,74,,,2.188,1.8721,0.2034,-1.82665
Matt Niskanen 2011,Matt Niskanen,2011,D,23.82,73,203,,78.0,80.0,74,63,,2.188,1.8721,0.2034,0.4632,-0.9579666666666666
Matt Niskanen 2012,Matt Niskanen,2012,D,24.819,73,203,78.0,80.0,74.0,63,75,2.188,1.8721,0.2034,0.4632,0.4951,-0.686575
Matt Niskanen 2013,Matt Niskanen,2013,D,25.821,73,203,80.0,74.0,63.0,75,68,1.8721,0.2034,0.4632,0.4951,1.135,0.37654999999999994
Matt Niskanen 2014,Matt Niskanen,2014,D,26.821,73,203,74.0,63.0,75.0,68,81,0.2034,0.4632,0.4951,1.135,0.7224,0.14822500000000005
Matt Niskanen 2015,Matt Niskanen,2015,D,27.82,73,203,63.0,75.0,68.0,81,82,0.4632,0.4951,1.135,0.7224,2.2982,1.594275
Matt Niskanen 2016,Matt Niskanen,2016,D,28.819,73,203,75.0,68.0,81.0,82,82,0.4951,1.135,0.7224,2.2982,2.8695,1.7068249999999998
Matt Niskanen 2017,Matt Niskanen,2017,D,29.821,73,203,68.0,81.0,82.0,82,78,1.135,0.7224,2.2982,2.8695,2.6135,0.8572250000000001
Matt Niskanen 2018,Matt Niskanen,2018,D,30.821,73,203,81.0,82.0,82.0,78,68,0.7224,2.2982,2.8695,2.6135,2.7216,0.5956999999999999
Matt Niskanen 2019,Matt Niskanen,2019,D,31.82,73,203,82.0,82.0,78.0,68,80,2.2982,2.8695,2.6135,2.7216,2.7692,0.14349999999999996
Matt Niskanen 2020,Matt Niskanen,2020,D,32.82,73,203,82.0,78.0,68.0,80,80,2.8695,2.6135,2.7216,2.7692,2.6324,-0.1110500000000001
Karl Alzner 2013,Karl Alzner,2013,D,24.02,75,213,30.0,21.0,82.0,82,82,3.1006,1.5437,2.1148,2.737,2.5854,0.21137499999999987
Karl Alzner 2014,Karl Alzner,2014,D,25.019,75,213,21.0,82.0,82.0,82,82,1.5437,2.1148,2.737,2.5854,3.59,1.3447749999999998
Karl Alzner 2015,Karl Alzner,2015,D,26.019,75,213,82.0,82.0,82.0,82,82,2.1148,2.737,2.5854,3.59,2.1904,-0.5664000000000002
Karl Alzner 2016,Karl Alzner,2016,D,27.018,75,213,82.0,82.0,82.0,82,82,2.737,2.5854,3.59,2.1904,2.8435,0.06780000000000008
Karl Alzner 2017,Karl Alzner,2017,D,28.02,75,213,82.0,82.0,82.0,82,82,2.5854,3.59,2.1904,2.8435,3.0636,0.26127500000000037
Karl Alzner 2018,Karl Alzner,2018,D,29.019,75,213,82.0,82.0,82.0,82,82,3.59,2.1904,2.8435,3.0636,2.853,-0.0688749999999998
Dalton Prout 2015,Dalton Prout,2015,D,24.554,75,215,,5.0,47.0,49,63,,0.2233,0.9476,1.5925,2.3386,1.4174666666666667
Dalton Prout 2016,Dalton Prout,2016,D,25.553,75,215,5.0,47.0,49.0,63,64,0.2233,0.9476,1.5925,2.3386,1.274,-0.0015000000000000568
Brandon Manning 2018,Brandon Manning,2018,D,27.327,73,205,,11.0,56.0,65,65,,2.5712,1.1485,1.631,1.2644,-0.5191666666666668
Martin Marincin 2016,Martin Marincin,2016,D,23.617,77,217,,,44.0,41,65,,,2.339,1.7159,2.3579,0.3304499999999999
Oscar Klefbom 2019,Oscar Klefbom,2019,D,25.2,75,216,60.0,30.0,82.0,66,61,1.7578,2.655,1.6791,2.2621,1.8025,-0.2859999999999998
Oscar Klefbom 2020,Oscar Klefbom,2020,D,26.199,75,216,30.0,82.0,66.0,61,73,2.655,1.6791,2.2621,1.8025,2.5747,0.47502500000000003
Christian Folin 2019,Christian Folin,2019,D,27.642,75,204,40.0,26.0,51.0,65,45,0.5621,1.4641,0.9637,1.0695,1.0078,-0.007050000000000001
Brooks Orpik 2010,Brooks Orpik,2010,D,29.014,75,217,,,78.0,79,73,,,1.2592,2.4641,2.9119,1.0502500000000001
Brooks Orpik 2011,Brooks Orpik,2011,D,30.013,75,217,,78.0,79.0,73,63,,1.2592,2.4641,2.9119,3.7392,1.5274666666666663
Brooks Orpik 2012,Brooks Orpik,2012,D,31.012,75,217,78.0,79.0,73.0,63,73,1.2592,2.4641,2.9119,3.7392,3.3493,0.7557
Brooks Orpik 2013,Brooks Orpik,2013,D,32.015,75,217,79.0,73.0,63.0,73,78,2.4641,2.9119,3.7392,3.3493,3.2272,0.11107499999999959
Brooks Orpik 2014,Brooks Orpik,2014,D,33.014,75,217,73.0,63.0,73.0,78,72,2.9119,3.7392,3.3493,3.2272,2.9613,-0.3455999999999997
Brooks Orpik 2015,Brooks Orpik,2015,D,34.013,75,217,63.0,73.0,78.0,72,78,3.7392,3.3493,3.2272,2.9613,2.8192,-0.5000499999999999
Brooks Orpik 2016,Brooks Orpik,2016,D,35.013,75,217,73.0,78.0,72.0,78,41,3.3493,3.2272,2.9613,2.8192,2.2415,-0.84775
Brooks Orpik 2017,Brooks Orpik,2017,D,36.015,75,217,78.0,72.0,78.0,41,79,3.2272,2.9613,2.8192,2.2415,2.4097,-0.40260000000000007
Brooks Orpik 2018,Brooks Orpik,2018,D,37.014,75,217,72.0,78.0,41.0,79,81,2.9613,2.8192,2.2415,2.4097,3.134,0.5260750000000001
Brooks Orpik 2019,Brooks Orpik,2019,D,38.013,75,217,78.0,41.0,79.0,81,53,2.8192,2.2415,2.4097,3.134,2.622,-0.029100000000000126
Niklas Kronwall 2010,Niklas Kronwall,2010,D,28.718,72,194,,,65.0,80,48,,,2.4662,2.5252,2.0118,-0.4839000000000002
Niklas Kronwall 2011,Niklas Kronwall,2011,D,29.717,72,194,,65.0,80.0,48,77,,2.4662,2.5252,2.0118,2.9232,0.5888
Niklas Kronwall 2012,Niklas Kronwall,2012,D,30.717,72,194,65.0,80.0,48.0,77,82,2.4662,2.5252,2.0118,2.9232,2.8839,0.4022999999999999
Niklas Kronwall 2013,Niklas Kronwall,2013,D,31.719,72,194,80.0,48.0,77.0,82,82,2.5252,2.0118,2.9232,2.8839,2.6292,0.04317499999999974
Niklas Kronwall 2014,Niklas Kronwall,2014,D,32.718,72,194,48.0,77.0,82.0,82,79,2.0118,2.9232,2.8839,2.6292,3.0705,0.45847499999999997
Niklas Kronwall 2015,Niklas Kronwall,2015,D,33.718,72,194,77.0,82.0,82.0,79,80,2.9232,2.8839,2.6292,3.0705,2.8692,-0.00749999999999984
Niklas Kronwall 2016,Niklas Kronwall,2016,D,34.717,72,194,82.0,82.0,79.0,80,64,2.8839,2.6292,3.0705,2.8692,2.2336,-0.6295999999999999
Niklas Kronwall 2017,Niklas Kronwall,2017,D,35.719,72,194,82.0,79.0,80.0,64,57,2.6292,3.0705,2.8692,2.2336,0.9953,-1.7053250000000002
Niklas Kronwall 2018,Niklas Kronwall,2018,D,36.718,72,194,79.0,80.0,64.0,57,79,3.0705,2.8692,2.2336,0.9953,0.4276,-1.86455
Niklas Kronwall 2019,Niklas Kronwall,2019,D,37.718,72,194,80.0,64.0,57.0,79,79,2.8692,2.2336,0.9953,0.4276,1.0846,-0.5468250000000001
Dion Phaneuf 2010,Dion Phaneuf,2010,D,24.477,75,222,,,82.0,80,81,,,2.8059,2.7442,1.8617,-0.9133500000000003
Dion Phaneuf 2011,Dion Phaneuf,2011,D,25.476,75,222,,82.0,80.0,81,66,,2.8059,2.7442,1.8617,1.9649,-0.5057
Dion Phaneuf 2012,Dion Phaneuf,2012,D,26.476,75,222,82.0,80.0,81.0,66,82,2.8059,2.7442,1.8617,1.9649,2.49,0.14582500000000032
Dion Phaneuf 2013,Dion Phaneuf,2013,D,27.478,75,222,80.0,81.0,66.0,82,82,2.7442,1.8617,1.9649,2.49,3.1438,0.8786
Dion Phaneuf 2014,Dion Phaneuf,2014,D,28.477,75,222,81.0,66.0,82.0,82,80,1.8617,1.9649,2.49,3.1438,2.8296,0.46450000000000014
Dion Phaneuf 2015,Dion Phaneuf,2015,D,29.477,75,222,66.0,82.0,82.0,80,70,1.9649,2.49,3.1438,2.8296,2.7914,0.18432499999999985
Dion Phaneuf 2016,Dion Phaneuf,2016,D,30.476,75,222,82.0,82.0,80.0,70,71,2.49,3.1438,2.8296,2.7914,1.8387,-0.9749999999999999
Dion Phaneuf 2017,Dion Phaneuf,2017,D,31.478,75,222,82.0,80.0,70.0,71,81,3.1438,2.8296,2.7914,1.8387,2.4607,-0.19017499999999998
Dion Phaneuf 2018,Dion Phaneuf,2018,D,32.477,75,222,80.0,70.0,71.0,81,79,2.8296,2.7914,1.8387,2.4607,1.5198,-0.9603000000000002
