,Player,Projected Goals,Projected A1,Projected A2,Projected Assists,Projected Points,StDev,5th Percentile,95th Percentile,150P Probability,140P Probability,130P Probability,120P Probability,110P Probability,100P Probability,90P Probability,80P Probability,70P Probability,60P Probability,50P Probability,40P Probability,30P Probability
463,Yegor Chinakhov,6.1096823302326600,5.145791696536570,5.07591582469027,10.221707521226800,16.3313898514595,21.929287182017700,10.310505559305000,51.393354400564000,0.003,0.003,0.004,0.004,0.004,0.009,0.012,0.02,0.024,0.033,0.053,0.076,0.118
464,Jamie Oleksiak,6.091678751441100,7.42059225214679,8.854213614805830,16.274805866952600,22.366484618393700,2.4623506005153400,17.699722635868600,25.736458095669300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005
465,Matt Roy,5.994211324632070,8.38165284347829,10.483110979326500,18.864763822804800,24.85897514743690,1.7576932375410300,21.63046321262960,27.351523807201900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003
466,Morgan Rielly,5.9991329619714000,18.701595772044900,16.462733084351000,35.16432885639590,41.16346181836730,4.402955803832370,28.906780707159900,42.778637838721100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187,0.91
467,Rasmus Asplund,6.000829763313110,6.864725100404370,5.063276935024450,11.928002035428800,17.928831798741900,2.739046487207590,13.615262199968200,22.314687283003100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
468,Sean Farrell,5.980297150446000,3.294357059059780,2.2999117035536200,5.594268762613400,11.5745659130594,2.6595125453102500,7.446678910129120,16.04159046540380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Nicolas Deslauriers,5.983607206811570,2.8376450101768300,3.5000697560593700,6.337714766236200,12.321321973047800,2.1665750063357800,9.38620074997545,16.53656870885160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,Michael Pezzetta,5.990593074040320,5.106247918865950,2.1910771591330300,7.297325077998980,13.287918152039300,2.5600668022400400,9.204026070038820,17.790278211882200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,Colin White,6.011528347158090,4.984286625709760,2.864771470170440,7.849058095880200,13.860586443038300,3.829186353045870,10.825541313024800,23.640335521608100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004
472,Aliaksei Protas,6.038501966314310,5.563606918533640,4.344266155625020,9.907873074158660,15.946375040473000,3.230774070101520,11.033539649753700,21.44485901495050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,Juuso Valimaki,6.058213145796320,10.614324083864200,10.853004870248400,21.467328954112600,27.525542099908900,6.507280242306720,21.28804791932710,39.48470289109620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.014,0.048,0.208
474,Joel Kiviranta,6.073163033543200,2.8079773868198900,2.7671953497969200,5.575172736616810,11.648335770160000,2.286793346993440,7.846021201145560,15.015191947477400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Nicklas Backstrom,6.070209359220520,7.908828715897130,6.163495177587390,14.07232389348450,20.142533252705000,6.391272205712630,8.933661565074500,28.9895707661358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.007,0.035
476,Esa Lindell,6.094538160481360,8.577560762217060,8.874583015304780,17.45214377752180,23.546681938003200,2.1962688703847400,21.895083926082700,28.3012224315338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028
477,Jacob Peterson,6.117876117587330,6.279157061487330,5.015756923875260,11.294913985362600,17.412790102949900,3.92313948896544,10.344759464074400,23.248860998218900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
478,Ryan Pulock,6.120018698069510,11.11085143104340,9.971938062150480,21.08278949319390,27.202808191263400,3.7009874523714200,27.339241821775900,37.33548195812480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.004,0.028,0.674
479,Mathieu Olivier,6.144934062907000,5.308984867175840,3.4198309934518600,8.7288158606277,14.873749923534700,2.834769394231480,10.419818147575900,20.027301157798100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Andrew Cogliano,6.12903457411823,4.5575767416826900,4.414584900405920,8.972161642088610,15.10119621620680,9.280077765531300,11.450180237480200,19.5935042956262,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.005,0.005,0.005,0.007,0.012,0.02
481,Rasmus Kupari,6.131207597802220,7.93375889165384,5.097786177636310,13.031545069290100,19.16275266709240,6.43662531899876,14.343651997647200,24.461478119929500,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.007,0.013,0.024
482,Karson Kuhlman,6.116458759895840,3.6013393700287900,4.025407395407030,7.626746765435820,13.743205525331700,2.728442463784790,9.72085164748723,18.244892814683000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Nikita Alexandrov,6.0822314338938500,4.586035132058970,2.7544190686182100,7.340454200677170,13.422685634571000,3.3442357578672300,8.228767246559280,19.4708215329503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Brett Pesce,6.063415842299660,13.531361541794400,12.908882655442200,26.440244197236600,32.50366003953630,3.0611341357237300,31.25838302432300,40.258492033901900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.055,0.992
485,Jujhar Khaira,6.024349687839120,4.440297088579720,3.462990518474190,7.90328760705391,13.927637294893000,2.4322795992023900,9.596899943292440,17.651044666025000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Ben Chiarot,5.978178051016430,7.729790173275000,8.63640158813904,16.36619176141400,22.344369812430500,4.20867719874078,19.56460526404590,31.021409115721100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.009,0.059
487,Torey Krug,5.945361525839980,11.896407445069200,11.111097811634100,23.007505256703200,28.95286678254320,4.214164734441980,17.117101034012900,29.948334169633700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.049
488,Parker Kelly,5.921433450584790,2.8150878493590100,2.6279963251225900,5.443084174481600,11.364517625066400,2.8000703384590400,6.8097544416336200,15.940393236619800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
489,Anders Bjork,5.888654556662870,6.89426127297723,3.2991708180181000,10.193432090995300,16.082086647658200,4.270101563773530,10.215844673517200,23.39464843431150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009
490,Colton Parayko,5.8233693838974200,8.373955232466200,11.00950896919280,19.383464201658900,25.20683358555640,1.882575347546530,21.229587398288500,27.427357588128600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005
491,Nicholas Robertson,5.759502636011640,3.653871281989120,4.355511407532920,8.009382689522040,13.768885325533700,3.926417957274640,7.8421655545584,20.159007662702200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003
492,Zach Whitecloud,5.71460530957281,5.169418857199460,6.069655788547280,11.239074645746700,16.953679955319600,2.0344326854015100,13.430163763493200,20.082582690324500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,Adam Pelech,5.630612704484210,8.66880348343441,9.63077018240659,18.299573665841,23.93018637032520,1.9023583449054800,20.331211769852100,26.679017738955900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Drew O'Connor,5.5503307901712600,3.673083828020680,2.7633682207872500,6.436452048807920,11.986782838979200,2.50971204709219,8.035031696369120,16.416584363276600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Chris Tierney,5.499623979410320,5.1012442788549200,4.126290925616430,9.227535204471350,14.727159183881700,6.8925792099627,12.029337709629200,32.68961691601120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.016,0.08
496,Jansen Harkins,5.441156233703240,3.3291137476933500,2.762956287363850,6.092070035057200,11.533226268760400,2.662856388875940,7.429082490931340,15.878608524733200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Matt Martin,5.365596767295940,4.754366760934180,4.378092150176030,9.132458911110210,14.498055678406200,3.037015068667120,12.05545016491900,19.345846554086100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.002
498,Nolan Foote,5.298550864557760,2.7947568675424400,1.5607978755985600,4.355554743141000,9.654105607698760,2.8970048623674300,5.204379205283470,14.53095252012950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Matt Grzelcyk,5.2774576037252600,11.7703477587581,10.728693661112000,22.499041419870100,27.776499023595400,4.392951379894070,23.117362815469800,36.392785569699300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.021,0.331
500,Oskar Steen,5.259041966531590,2.203301711549620,1.3396221551543900,3.54292386670401,8.801965833235600,2.8337051135505700,4.507127232919430,13.798594565390100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,Travis Hamonic,5.222075393237300,6.01677541031436,7.139877804406900,13.15665321472130,18.37872860795860,2.178233097619670,14.515430140591800,21.87502554748790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
