,Player,Projected Goals,Projected A1,Projected A2,Projected Assists,Projected Points,StDev,5th Percentile,95th Percentile,150P Probability,140P Probability,130P Probability,120P Probability,110P Probability,100P Probability,90P Probability,80P Probability,70P Probability,60P Probability,50P Probability,40P Probability,30P Probability
10,Tage Thompson,40.18549893445550,23.153091651840800,15.481976298197100,38.63506795003790,78.82056688449340,7.467255987629650,64.96616945229820,87.71271620056180,0.0,0.0,0.001,0.001,0.001,0.004,0.029,0.309,0.839,0.984,0.998,1.0,1.0
11,Matthew Tkachuk,39.93278421122190,45.5731063247256,29.262918323072300,74.83602464779790,114.76880885902000,4.76949095291996,87.8310481262562,103.63803804203100,0.0,0.0,0.0,0.0,0.0,0.224,0.899,1.0,1.0,1.0,1.0,1.0,1.0
12,Kyle Connor,39.517947418547500,27.84092061837270,22.82324081043550,50.66416142880830,90.18210884735580,6.738216155517,69.50437412927510,91.1648152296692,0.0,0.0,0.0,0.0,0.0,0.01,0.071,0.567,0.942,0.999,1.0,1.0,1.0
13,William Nylander,38.785300535939600,29.489326408051400,23.95108920864720,53.44041561669860,92.22571615263820,2.901308449576110,77.06482625135150,86.56387307518170,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.757,1.0,1.0,1.0,1.0,1.0
14,Elias Pettersson,38.267482809078100,31.395792093503200,24.32375674355850,55.71954883706160,93.98703164613980,4.661202881474640,73.71106304295920,87.87360841498980,0.0,0.0,0.001,0.001,0.001,0.001,0.02,0.652,0.986,1.0,1.0,1.0,1.0
15,Mark Scheifele,38.11559467219980,22.918546136822600,21.275558926426200,44.19410506324880,82.30969973544860,3.8871103477604200,67.13696791270200,79.45094132803220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.847,0.996,1.0,1.0,1.0
16,Chris Kreider,37.26946962604880,13.838093037632000,13.974104989421400,27.81219802705340,65.08166765310210,6.332693284565440,47.87948136317780,67.64213858524070,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.027,0.3,0.891,0.998,1.0
17,Brock Nelson,37.01554127119590,20.75052326923240,18.281332893709200,39.031856162941500,76.04739743413750,16.84696780081670,62.09161898557780,97.8762029925029,0.009,0.011,0.017,0.023,0.031,0.044,0.082,0.157,0.556,0.974,0.999,1.0,1.0
18,Jordan Kyrou,36.53398753522540,28.694858178747700,16.77715341747230,45.472011596220100,82.0059991314454,3.362956764098570,67.11531167820370,77.6285585122486,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.014,0.796,1.0,1.0,1.0,1.0
19,Timo Meier,35.851315220611100,23.17953858608900,20.10674732736920,43.28628591345820,79.13760113406920,4.366381744453460,63.07644364268300,77.49514284441290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.526,0.986,1.0,1.0,1.0
20,Brady Tkachuk,35.783353192530000,30.004266356300800,20.909371042195900,50.91363739849670,86.69699059102670,5.001585868168690,64.79910927529420,81.25974098897640,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.078,0.77,0.994,1.0,1.0,1.0
21,Clayton Keller,35.20589324403020,28.58019770583300,19.84929114507850,48.429488850911500,83.63538209494180,7.957694015332780,68.10536687777340,93.90607832882820,0.0,0.0,0.0,0.001,0.004,0.017,0.089,0.407,0.897,1.0,1.0,1.0,1.0
22,Jake Guentzel,35.12368986939250,28.952764289206600,19.55407992873340,48.506844217939900,83.63053408733240,7.271639038211330,56.60820494474190,80.59640816364920,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.063,0.531,0.902,0.992,1.0,1.0
23,Aleksander Barkov,34.79677171590630,38.95873699456640,28.286812498392200,67.24554949295860,102.04232120886500,6.835462621289020,75.65041714454050,97.1261664124337,0.0,0.0,0.0,0.0,0.0,0.007,0.387,0.867,0.986,0.997,1.0,1.0,1.0
24,Mika Zibanejad,34.673762432751100,29.558747121075800,20.009001435134000,49.567748556209800,84.2415109889609,9.53484004815498,67.42773745581300,98.53744301396340,0.0,0.0,0.0,0.004,0.012,0.046,0.132,0.525,0.906,0.994,1.0,1.0,1.0
25,Jared McCann,34.58122707463360,19.793683116641300,15.447505010529300,35.24118812717050,69.82241520180420,4.678821757199610,56.118016818677500,71.26691452805360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.823,0.994,1.0,1.0
26,Sam Reinhart,34.433483328601100,23.95230482345960,20.56382234146260,44.51612716492210,78.9496104935232,3.2569771383156100,59.64404234411300,69.7773408857722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.931,0.999,1.0,1.0
27,Bo Horvat,34.16593706333130,22.76184978443060,16.89696173021020,39.65881151464080,73.82474857797210,3.088155536645240,59.99775237194670,69.7419054979753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.043,0.949,1.0,1.0,1.0
28,Tyler Toffoli,33.93156100280410,19.47408591872490,18.700561022083100,38.174646940808000,72.10620794361220,4.728474370298330,61.47225934370280,75.77492265751530,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.023,0.186,0.984,1.0,1.0,1.0
29,Jack Hughes,33.79895635929090,26.122133376434100,17.938634354568700,44.06076773100280,77.85972409029370,6.635545657190810,56.946776178909600,78.61540469970580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.441,0.901,0.993,1.0,1.0
30,Steven Stamkos,33.630989765881,28.62957204047770,20.983387257701700,49.61295929817940,83.24394906406040,6.726535022864920,63.69966234702100,85.55011302283200,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.241,0.792,0.985,0.999,1.0,1.0
31,Mitchell Marner,33.29960785948500,52.84266911113130,29.94497626794270,82.78764537907390,116.08725323855900,6.598297886278330,95.37052453492850,115.27623916984400,0.0,0.0,0.006,0.02,0.202,0.804,0.993,1.0,1.0,1.0,1.0,1.0,1.0
32,Andrei Svechnikov,32.87139747349700,28.431214008592900,22.192387938878400,50.62360194747120,83.49499942096820,4.940178302694760,63.57864254450600,78.88696072918690,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.026,0.71,0.988,1.0,1.0,1.0
33,Alex DeBrincat,32.7834901804388,22.452933746641800,17.24401874429810,39.696952490939900,72.48044267137870,5.011507152068480,54.90537748857240,71.12219000501430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.07,0.736,0.998,1.0,1.0
34,Alex Tuch,32.53247982891530,25.494163741852900,17.017952192743600,42.51211593459650,75.04459576351180,5.788430800478300,54.0342266653515,72.8276028751513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.152,0.764,0.983,1.0,1.0
35,Adrian Kempe,32.30989948514110,15.68534750914960,13.843178473307700,29.528525982457300,61.83842546759840,6.220464443298450,44.07144424733200,63.597075448536100,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.01,0.109,0.765,0.982,1.0
36,Pavel Buchnevich,31.88632280793100,30.26353147401720,20.4720575515118,50.73558902552900,82.62191183345990,5.544149316016230,65.80545423731960,83.8272528730615,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.241,0.851,0.99,1.0,1.0,1.0
37,Roope Hintz,31.76840343679550,26.255723304045600,17.405796229461500,43.66151953350710,75.42992297030260,6.8254025456201500,55.20139679256570,77.71801925610870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.316,0.825,0.988,1.0,1.0
38,Brandon Hagel,31.723777449745300,20.298895859200000,15.445779041754200,35.744674900954200,67.46845235069950,13.422612114963000,54.8065863703981,81.79981027860450,0.005,0.008,0.011,0.012,0.021,0.034,0.042,0.055,0.091,0.593,0.995,1.0,1.0
39,Nikita Kucherov,31.39810335108220,39.90351941444960,25.795457859081900,65.69897727353140,97.0970806246136,10.785016327972700,73.10513785898180,108.17595694990600,0.0,0.0,0.0,0.003,0.039,0.222,0.598,0.861,0.971,0.996,0.999,1.0,1.0
40,Matt Boldy,30.910959063646000,21.35967176744610,17.6425846210057,39.002256388451800,69.91321545209780,5.779347356710960,49.50375637116370,66.57493632392270,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.008,0.385,0.936,0.999,1.0
41,Nico Hischier,30.621688991709200,30.976480892726500,19.419071693808400,50.39555258653490,81.01724157824410,21.90941768288060,61.37785936434630,112.00027396244200,0.018,0.023,0.033,0.041,0.052,0.064,0.082,0.136,0.391,0.975,1.0,1.0,1.0
42,Anders Lee,30.45161311765800,14.019729736232300,11.593641812976400,25.613371549208700,56.064984666866600,4.742616687382850,46.42911857711080,60.189149792745100,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.008,0.052,0.722,0.997,1.0
43,Kevin Fiala,30.327884753390300,31.03478047849110,20.273140062411700,51.30792054090270,81.63580529429310,5.004333036111290,67.53227897604960,83.80092573717300,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.216,0.882,0.998,1.0,1.0,1.0
44,Pierre-Luc Dubois,30.0134170210997,24.179759261589500,20.995953196423400,45.175712458012900,75.18912947911260,4.7894134956283300,57.58150290678190,72.08873882417110,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.01,0.08,0.87,0.997,1.0,1.0
45,Carter Verhaeghe,29.8454910191358,15.227839185291800,14.058932504318900,29.28677168961060,59.13226270874640,7.9806085704224400,49.239239414888600,74.94973939153480,0.0,0.0,0.0,0.0,0.001,0.002,0.007,0.02,0.105,0.439,0.939,0.998,1.0
46,Zach Hyman,29.656454239486300,24.82406110085660,21.432063858128600,46.25612495898520,75.91257919847150,6.128970883205980,56.961631086411500,76.43522876259780,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.017,0.327,0.891,0.995,0.999,1.0
47,Claude Giroux,29.508119695390900,23.48464504272460,18.616204924781300,42.10084996750590,71.6089696628968,94.85958191466020,55.88053722559920,273.2074577981670,0.107,0.118,0.126,0.131,0.148,0.168,0.193,0.222,0.295,0.72,0.999,1.0,1.0
48,Sidney Crosby,29.357711217512900,35.588001394277100,25.14826881457890,60.736270208855900,90.09398142636880,10.500141745522900,72.27694662577780,97.40579934228010,0.004,0.005,0.006,0.009,0.021,0.038,0.173,0.712,0.977,1.0,1.0,1.0,1.0
49,J.T. Miller,29.07620805483770,30.787671526295000,25.939708589685800,56.72738011598080,85.80358817081850,2.7753633488183600,66.53822959580780,75.51715890314600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.651,0.998,1.0,1.0,1.0
50,Jeff Skinner,28.76217805938410,22.79557260568420,16.63696715462430,39.4325397603085,68.19471781969260,4.614052467777920,52.23884338611860,65.96882852094300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.02,0.385,0.983,1.0,1.0
51,Dylan Larkin,28.694491994570600,26.506423350119600,21.203112147118000,47.709535497237600,76.40402749180830,3.8505829918113400,59.82841343043240,71.33650025110590,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.127,0.946,1.0,1.0,1.0
52,Patrik Laine,28.55190258098120,21.596139003472600,18.125398472027700,39.72153747550030,68.27344005648160,6.571709186639180,49.548731177067500,70.87079134559490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.07,0.558,0.94,0.995,1.0
53,John Tavares,28.306724954030000,24.580310991392300,21.716563788333700,46.296874779725900,74.60359973375600,4.582230069046880,60.08336130765840,72.8329427936118,0.0,0.0,0.001,0.001,0.001,0.001,0.003,0.004,0.201,0.951,1.0,1.0,1.0
54,Cole Caufield,27.685201877226800,10.436943556540200,8.829642696193290,19.266586252733500,46.951788129960300,8.302376718658970,27.742694495850600,51.82321392779750,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.011,0.02,0.074,0.389,0.901
55,Jesper Bratt,27.472253062919100,26.807178551431000,19.4964394852551,46.30361803668610,73.77587109960520,5.259515604634220,57.73848555334450,74.61697140638970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.245,0.883,0.997,1.0,1.0
56,Artemi Panarin,27.329534594391400,41.92421475556450,29.841646457305100,71.76586121286960,99.09539580726100,18.509692170848800,79.91918954569770,124.52773182204600,0.02,0.026,0.041,0.058,0.105,0.234,0.647,0.949,0.998,1.0,1.0,1.0,1.0
57,Nino Niederreiter,27.28472215350290,13.126655818757400,12.9996555376135,26.126311356370900,53.41103350987380,4.309883509014320,43.907239388627000,57.20853968689790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.026,0.419,0.998,1.0
58,Johnny Gaudreau,27.2459388703913,34.67262090938630,24.037276489760200,58.70989739914640,85.95583626953770,6.532319906242160,67.6079093916065,88.71609600719730,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.447,0.906,0.994,1.0,1.0,1.0
59,Travis Konecny,27.237799308559100,22.372097813281600,15.321054703035900,37.69315251631740,64.93095182487650,7.168662070815690,43.23199390484110,66.29314146006950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.272,0.772,0.978,1.0
60,Andrew Mangiapane,27.231163894772900,19.21926855709920,13.95584002239520,33.175108579494400,60.4062724742673,3.3949376021495900,54.71880948613410,65.25843169961140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.569,0.995,1.0,1.0
61,Dylan Cozens,27.062460406511200,20.97513091810730,13.94863685129630,34.92376776940360,61.9862281759148,4.513418137843450,46.81720369454570,60.060641261242900,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.003,0.052,0.821,1.0,1.0
62,Jonathan Marchessault,27.029758688987500,22.393896931459200,15.580221469068300,37.9741184005275,65.00387708951500,8.934460479902550,59.615672008114600,81.95171914974180,0.0,0.0,0.002,0.006,0.01,0.016,0.026,0.075,0.287,0.938,1.0,1.0,1.0
63,Filip Forsberg,26.708132819696000,18.90507436344370,14.501770630146200,33.40684499358990,60.114977813285900,7.181865171861890,43.69555122799870,66.43094881063260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.265,0.777,0.977,1.0
64,Elias Lindholm,26.548763022723200,23.71845919895130,19.533343188362900,43.251802387314200,69.80056541003750,4.556232975894960,53.94322750043320,67.96792019442070,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.02,0.705,0.99,0.999,1.0
65,Dawson Mercer,26.428912948171500,22.988465976134900,11.963923741383400,34.95238971751830,61.38130266568980,4.905287255224220,58.06284072022640,71.38608725146590,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.014,0.062,0.844,0.999,1.0,1.0
66,Martin Necas,26.32420322003610,27.46923295721230,20.730008575434400,48.199241532646700,74.5234447526828,7.905849671579750,58.84474093785120,73.5907427098537,0.001,0.002,0.002,0.002,0.003,0.005,0.015,0.026,0.093,0.904,1.0,1.0,1.0
67,Matty Beniers,26.235216839195300,21.667061226905900,15.3445856243267,37.01164685123260,63.246863690428000,3.520739853608080,48.35857421127820,59.828004207335200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.884,0.999,1.0
68,Brad Marchand,26.12730241334640,33.67402723316750,21.066638900850600,54.740666134018100,80.8679685473645,5.10576073285334,65.347510990783,82.13735449553350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.792,0.992,0.999,1.0,1.0
69,Tomas Hertl,25.75892332486880,22.080305317917700,19.091670702258700,41.171976020176300,66.93089934504510,5.591615425071310,53.20472853920330,72.16094016128720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.087,0.693,0.989,1.0,1.0
70,Andrei Kuzmenko,25.692386816061600,17.080082440921600,15.284482149924500,32.3645645908461,58.05695140690770,7.23326581614877,41.10470376891610,64.16729799836780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.016,0.096,0.479,0.961,1.0
71,Brock Boeser,25.337268029689100,21.898468576353700,19.195244810318000,41.09371338667170,66.43098141636080,4.198956779759210,53.10096666727580,66.26399531415210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.505,0.989,1.0,1.0
72,Rickard Rakell,25.169645370297600,17.85296647424070,17.825684565739600,35.67865103998030,60.8482964102779,3.8544879377190400,47.66767103913810,60.53030887031460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.803,1.0,1.0
73,David Perron,25.10606935683240,19.104687667104000,16.247145665708600,35.35183333281270,60.45790268964510,4.251605012247530,47.440419898399000,59.854235422900900,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.004,0.047,0.836,1.0,1.0
74,Patrick Kane,25.009981577156800,31.98554717073220,22.030004401339200,54.015551572071400,79.02553314922830,4.692687215113410,61.61290704945930,74.50962575178080,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.004,0.358,0.978,1.0,1.0,1.0
75,Ryan Nugent-Hopkins,24.884552463012400,24.262580649772500,23.21189024208470,47.47447089185720,72.35902335486950,4.178620869432520,51.06824915618630,64.38848567455540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.296,0.964,1.0,1.0
76,Joel Eriksson Ek,24.824276029767600,22.11028748416780,20.422682587170700,42.53297007133850,67.35724610110600,39.47574528086390,44.735427870782000,154.66427913777500,0.069,0.114,0.162,0.236,0.296,0.347,0.402,0.441,0.493,0.525,0.673,0.999,1.0
77,Drake Batherson,24.725686751954900,24.718330263403900,17.343380453517000,42.061710716920900,66.78739746887580,3.6931350090476800,46.647387826905200,58.12925675343180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.757,0.999,1.0
78,Logan Couture,24.64377305586070,18.332135213850200,15.170158745207000,33.50229395905720,58.14606701491800,3.841459349491350,46.90322325381870,59.338199741354900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.817,0.998,1.0
79,Trevor Zegras,24.505488400881800,27.79918637654710,19.166579956062600,46.96576633260960,71.47125473349150,4.713774418036370,58.329633052464000,73.07794403123610,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.013,0.108,0.883,0.999,1.0,1.0
80,Jake DeBrusk,24.45320271081270,14.12939839717200,10.674546438507600,24.803944835679600,49.25714754649230,5.1346103693664200,35.97679180177590,52.87359742578200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.791,1.0
81,Nikolaj Ehlers,24.411977482531500,21.674492838886800,15.41953594718530,37.09402878607210,61.50600626860350,8.015039330654570,41.956916627028900,68.51981160846320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.027,0.323,0.789,0.968,1.0
82,Jonathan Huberdeau,24.249605330869500,35.21981999926990,25.881210528812100,61.101030528082000,85.35063585895150,4.185554104143780,74.29181765110150,87.93291309235370,0.0,0.0,0.0,0.0,0.0,0.001,0.017,0.625,0.997,1.0,1.0,1.0,1.0
83,Vladimir Tarasenko,24.16611199451660,18.11249962240030,15.852666574473000,33.96516619687330,58.13127819138990,31.78403543463560,45.671501632785800,109.56530102279200,0.032,0.036,0.037,0.043,0.05,0.067,0.085,0.123,0.199,0.368,0.847,0.992,1.0
84,Troy Terry,24.012959485974800,22.09356684873640,15.330628683984900,37.424195532721200,61.43715501869600,7.055311757860130,42.9288645211658,66.23888662748520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.02,0.176,0.743,0.979,1.0
85,Bryan Rust,23.99173949264870,15.896059609795500,14.894812518665000,30.790872128460500,54.78261162110910,4.3181538846770600,42.99052258493700,57.13641405397050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.556,0.99,1.0
86,Alex Killorn,23.888906688153500,17.735679738005000,14.764876397893800,32.50055613589870,56.38946282405220,2.8040687386555000,50.14631838068290,59.14327705041380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.03,0.952,1.0,1.0
87,Valeri Nichushkin,23.6386609367658,22.30972444176270,19.738699141761300,42.048423583524,65.6870845202898,5.72811364610925,47.457661387403100,65.71934574422610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.289,0.872,1.0,1.0
88,Brandon Saad,23.421833594218100,14.325570190333200,10.553759392869500,24.879329583202700,48.30116317742090,5.2222480530008900,38.74743331652830,55.45190402160270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.279,0.918,1.0
89,Patrice Bergeron,23.40487408929550,15.62074679273230,17.413076820269700,33.033823613002000,56.43869770229760,3.324501986547500,42.62131711620370,52.76381583668490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.248,0.997,1.0
90,Michael Bunting,23.25400590481490,21.93290329697070,13.983403371280800,35.916306668251500,59.17031257306630,7.9478523345537200,49.70537874672400,73.48261121009380,0.0,0.0,0.0,0.001,0.002,0.003,0.006,0.022,0.084,0.433,0.94,0.999,1.0
91,Frank Vatrano,23.168075776144800,13.968233402115200,11.945293084442300,25.91352648655740,49.081602262702200,3.931531653015120,44.278479270536700,56.82391078664730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.022,0.499,0.998,1.0
92,Artturi Lehkonen,23.035503736427000,16.77983093945750,15.956014685257500,32.73584562471490,55.77134936114190,4.74423538371967,39.25995448819050,54.41818261082280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.242,0.933,1.0
93,Nick Suzuki,22.856575388493300,24.45454350858590,19.73449652152930,44.18904003011520,67.04561541860860,9.342175222553460,49.67633374125720,66.1423871755506,0.003,0.003,0.003,0.004,0.004,0.008,0.013,0.018,0.036,0.183,0.945,1.0,1.0
94,Brayden Schenn,22.792637060954000,23.491104358769500,19.01676297655120,42.507867335320700,65.30050439627480,8.244397904099410,54.18679398158270,74.93394071976810,0.0,0.0,0.001,0.005,0.006,0.01,0.014,0.028,0.09,0.623,0.993,1.0,1.0
95,Anze Kopitar,22.604374363147600,26.78100896222500,22.276030705530600,49.05703966775560,71.66141403090330,10.051612014056000,55.57043207642400,74.26780337292720,0.003,0.006,0.009,0.009,0.011,0.011,0.015,0.029,0.072,0.727,0.999,1.0,1.0
96,Matt Duchene,22.49784715628520,18.58476050498690,15.330457053046500,33.91521755803350,56.4130647143187,5.899167823994880,43.18000073642150,61.40220908425600,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.007,0.072,0.636,0.989,1.0
97,Nick Schmaltz,22.38195450243890,25.7536581821801,20.181261133321100,45.93491931550120,68.31687381794020,7.623135017416700,50.251506702452600,71.78619411510300,0.0,0.001,0.001,0.001,0.002,0.003,0.004,0.016,0.072,0.508,0.954,1.0,1.0
98,Lawson Crouse,22.299795812438300,13.963659604971100,9.884176535377490,23.847836140348500,46.147631952786900,4.161998977574480,34.49920149631060,47.877778478523700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.023,0.603,0.993
99,Victor Olofsson,22.163464005852100,12.613013032815300,9.63425800505779,22.24727103787310,44.41073504372520,4.206762889667140,36.40586312100340,50.09077015706910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.052,0.78,0.999
100,Dominik Kubalik,22.120934792902600,15.336014729475900,12.715404326500100,28.05141905597600,50.17235384887860,2.493747354128600,40.89056306824280,48.920598394033700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.975,1.0
101,Jamie Benn,21.97994685902930,17.619432497985,17.19800334513800,34.81743584312300,56.79738270215230,4.313011015019890,47.245141471024800,58.709013511483600,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.029,0.774,1.0,1.0
102,Owen Tippett,21.896464077574600,15.21297498106300,10.497438331773800,25.710413312836800,47.606877390411500,4.516061440696260,33.74964000870570,47.37693958508520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.019,0.6,0.991
103,Andre Burakovsky,21.710281183154000,22.006955734357200,16.58412174733810,38.59107748169530,60.30135866484940,7.647061553786340,44.50534104278170,67.36789164980040,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.007,0.027,0.277,0.794,0.989,1.0
104,Jordan Eberle,21.685460586624800,20.08606017915620,13.941956492568300,34.02801667172450,55.71347725834930,4.205003705511240,45.97252421084430,58.26255281204090,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.032,0.708,0.999,1.0
105,Joe Pavelski,21.644318225303600,23.18524380959810,19.12834683650990,42.31359064610790,63.95790887141160,4.90501604469381,52.28620598543110,68.0321476536196,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.027,0.472,0.984,1.0,1.0
106,Sam Bennett,21.63755264913380,16.787381196061600,13.75325381658370,30.540635012645300,52.178187661779100,5.77791177661281,40.039266978085500,58.316162619963500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.029,0.443,0.95,1.0
107,Vincent Trocheck,21.629379320419800,26.62960416460860,18.185272919977000,44.814877084585600,66.44425640500540,3.2602508275182400,52.639927793454800,63.10603725604560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.987,1.0,1.0
108,Wyatt Johnston,21.51879380899030,14.005452100778700,10.093971926127500,24.09942402690620,45.618217835896400,3.930225729480120,34.29009094817500,46.7424267954541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.559,0.993
109,Pavel Zacha,21.496758046202100,18.774356263463200,17.070507940158000,35.8448642036212,57.341622249823300,19.65177416430060,49.63181680327160,109.29273082151300,0.003,0.008,0.017,0.029,0.048,0.081,0.132,0.211,0.338,0.586,0.945,0.999,1.0
110,Lucas Raymond,21.299074318190800,17.963286671936300,15.375472800143700,33.33875947208000,54.63783379027080,3.8527690545827300,41.40572627734220,53.91559604413090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.258,0.969,1.0
111,J.T. Compher,21.255036274621600,18.756351951765200,16.812920959905800,35.56927291167100,56.82430918629270,2.454840349334690,42.918166835186200,50.86314050620040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.996,1.0
112,Jason Zucker,21.193077516775000,11.966819938751700,9.634613217912770,21.60143315666440,42.79451067343950,77.27858917475090,38.98168921993320,241.59860901026000,0.129,0.14,0.154,0.175,0.193,0.222,0.25,0.292,0.343,0.404,0.588,0.931,0.998
113,Jack Eichel,21.151388855545000,16.895183555410900,13.949862272321500,30.845045827732400,51.996434683277400,5.3508270398110100,37.926254502516000,55.22753110641980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.288,0.887,0.996
114,Tim St��tzle,20.90955854990000,19.811128003589100,13.974381634522800,33.785509638111900,54.695068188011900,26.884669363438900,35.89080173822010,62.26685941981310,0.016,0.017,0.02,0.021,0.023,0.023,0.025,0.03,0.04,0.06,0.282,0.823,0.995
115,Daniel Sprong,20.85615159670190,15.280761006712000,8.113434832842280,23.39419583955430,44.25034743625620,5.354534267081400,33.27876840665590,50.682250985314900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.058,0.666,0.99
116,Oliver Bjorkstrand,20.85954371842110,16.143801077861400,12.079831566967100,28.223632644828500,49.083176363249600,5.261912787622660,37.978215696266400,55.01146482641270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.282,0.902,0.999
117,Joel Farabee,20.834800044215000,15.166625480216300,14.403700482315500,29.570325962531800,50.405126006746800,4.963610116976930,39.957853497431700,55.95155801708440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.014,0.31,0.949,1.0
118,Boone Jenner,20.774712253120900,13.446303468019100,10.69102704418650,24.137330512205600,44.912042765326500,7.752969370530950,30.932331760038200,54.755526338551100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.009,0.028,0.118,0.566,0.967
